,Fecha de Vencimiento,cajas_x_pallets,Depósito Padre,Dias al Vencimiento,Descripción,Lote,SKU,Cajas Disponibles
553,9/16/2024,160,    CDCDCF1,326,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",170922                        ,6010010184               ,4.0
554,9/16/2024,160,    CDCDCO1,326,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",170922                        ,6010010184               ,0.0
555,9/19/2024,72,    CDCDCO1,329,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",190922                        ,6010010077               ,0.0
556,9/19/2024,224,    CDCDCO1,329,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",263/22                        ,6010550008               ,0.0
557,9/20/2024,156,    CDCDCF1,330,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",210922                        ,6010900002               ,8.0
558,9/23/2024,224,    CDCDCO1,333,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",267/22                        ,6010550008               ,0.0
559,10/1/2024,60,       CDGD,341,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",031022                        ,6010020199               ,720.0
560,10/10/2024,224,    CDCDCO1,350,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",284/22                        ,6010140007               ,0.0
561,10/13/2024,224,    CDCDCO1,353,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",287/22                        ,6010140008               ,125.0
562,10/14/2024,160,       CDGD,354,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",161022                        ,6010010184               ,160.0
563,10/14/2024,160,    CDCDCO1,354,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",161022                        ,6010010184               ,0.0
564,10/18/2024,50,    CDCDCO1,358,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",171022                        ,6010010008               ,0.0
565,10/18/2024,60,    CDCDCO1,358,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",191022                        ,6010020204               ,0.0
566,10/24/2024,60,    CDCDCO1,364,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",251022                        ,6010010007               ,0.0
567,10/24/2024,105,    CDCDCO1,364,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",251022                        ,6010570018               ,0.0
568,10/27/2024,50,    CDCDCO1,367,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",281022                        ,6010010008               ,0.0
569,11/1/2024,160,       CDVM,372,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",021122                        ,6010010184               ,94.0
570,11/1/2024,160,    CDCDCO1,372,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",021122                        ,6010010184               ,0.0
571,11/2/2024,160,       CDVM,373,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",031122                        ,6011570005               ,398.0
572,11/2/2024,160,    CDCDCF1,373,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",031122                        ,6011570005               ,160.0
573,11/2/2024,160,    CDCDCO1,373,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",031122                        ,6011570005               ,160.0
574,11/10/2024,60,       CDVM,381,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",111122                        ,6011570002               ,5.0
575,11/13/2024,105,    CDCDCO1,384,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",141122                        ,6010570018               ,0.0
576,11/13/2024,224,    CDCDCO1,384,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",318/22                        ,6010550008               ,0.0
577,11/16/2024,60,    CDCDCO1,387,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",181122                        ,6010010007               ,0.0
578,11/21/2024,105,       CDGD,392,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",211122                        ,6011270002               ,1256.0
579,11/21/2024,105,    CDCDCF1,392,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",211122                        ,6011270002               ,68.0
580,11/21/2024,105,    CDCDCO1,392,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",211122                        ,6011270002               ,105.0
581,11/21/2024,144,       CDVM,392,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",221122                        ,6011270001               ,100.0
582,11/22/2024,60,    CDCDCO1,393,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",231122                        ,6010010007               ,0.0
583,11/23/2024,60,    CDCDCO1,394,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",241122                        ,6010570019               ,0.0
584,11/24/2024,105,    CDCDCO1,395,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",261122                        ,6010570018               ,0.0
585,11/25/2024,72,    CDCDCO1,396,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",261122                        ,6010010077               ,0.0
586,12/2/2024,60,    CDCDCO1,403,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",011222                        ,6010020204               ,0.0
587,12/5/2024,60,    CDCDCO1,406,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",061222                        ,6010010007               ,0.0
588,12/13/2024,50,    CDCDCO1,414,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",141222                        ,6010010008               ,0.0
589,12/14/2024,160,       CDGD,415,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",151222                        ,6010010184               ,183.0
590,12/14/2024,160,       CDVM,415,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",151222                        ,6010010184               ,360.0
591,12/14/2024,160,    CDCDCO1,415,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",151222                        ,6010010184               ,0.0
592,12/15/2024,72,    CDCDCO1,416,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",161222                        ,6010010077               ,0.0
593,12/19/2024,60,    CDCDCO1,420,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",201222                        ,6010020204               ,0.0
594,12/20/2024,185,       CDVM,421,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",211222                        ,6010900024               ,301.0
595,12/20/2024,185,    CDCDCO1,421,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",211222                        ,6010900024               ,185.0
596,12/21/2024,60,    CDCDCO1,422,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",221222                        ,6010010112               ,0.0
597,1/2/2025,105,    CDCDCO1,434,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",010123                        ,6010040111               ,30.0
598,1/11/2025,72,    CDCDCO1,443,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",120123                        ,6011570001               ,25.0
599,1/14/2025,105,    CDCDCF1,446,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",150123                        ,6010040111               ,1769.0
600,2/2/2025,60,    CDCDCO1,465,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",020223                        ,6010020204               ,0.0
601,2/6/2025,60,    CDCDCO1,469,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",060223                        ,6010010112               ,0.0
602,2/8/2025,105,    CDCDCF1,471,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",090223                        ,6010040111               ,662.0
603,2/15/2025,60,    CDCDCO1,478,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",150223                        ,6010020204               ,0.0
604,2/15/2025,60,    CDCDCO1,478,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",160223                        ,6010010007               ,0.0
605,2/22/2025,60,    CDCDCO1,485,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",210223                        ,6010010112               ,236.0
606,2/27/2025,60,    CDCDCO1,490,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",270223                        ,6010020204               ,0.0
607,2/27/2025,72,    CDCDCO1,490,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",280223                        ,6010010077               ,0.0
608,2/28/2025,185,       CDGD,491,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",240223                        ,6010900024               ,572.0
609,2/28/2025,185,       CDVM,491,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",240223                        ,6010900024               ,1850.0
610,2/28/2025,185,    CDCDCO1,491,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",240223                        ,6010900024               ,0.0
611,3/2/2025,60,    CDCDCO1,493,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",030323                        ,6010010007               ,0.0
612,3/10/2025,144,       CDGD,501,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",110323                        ,6011270001               ,49.0
613,3/10/2025,144,    CDCDCF1,501,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",110323                        ,6011270001               ,13.0
614,3/11/2025,60,       CDVM,502,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",120323                        ,6010040002               ,7.0
615,3/13/2025,50,    CDCDCO1,504,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",130323                        ,6010010008               ,0.0
616,3/13/2025,60,       CDGD,504,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",120323                        ,6010570019               ,0.0
617,3/13/2025,60,       CDVM,504,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",140323                        ,6011570002               ,360.0
618,3/13/2025,60,       CDVM,504,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",120323                        ,6010570019               ,0.0
619,3/13/2025,60,    CDCDCF1,504,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",120323                        ,6010570019               ,249.0
620,3/13/2025,60,    CDCDCO1,504,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",140323                        ,6011570002               ,60.0
621,3/14/2025,60,    CDCDCO1,505,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",110323                        ,6010020204               ,0.0
622,3/14/2025,72,    CDCDCF1,505,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",150323                        ,6011570001               ,414.0
623,3/14/2025,72,    CDCDCO1,505,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",150323                        ,6011570001               ,72.0
624,3/14/2025,105,    CDCDCO1,505,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",150323                        ,6010950016               ,0.0
625,3/19/2025,160,       CDGD,510,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",210323                        ,6010900031               ,717.0
626,3/19/2025,160,       CDVM,510,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",210323                        ,6010900031               ,125.0
627,3/19/2025,160,    CDCDCF1,510,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",210323                        ,6010900031               ,1.0
628,3/19/2025,160,    CDCDCO1,510,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",210323                        ,6010900031               ,0.0
629,3/20/2025,160,       CDGD,511,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",210323                        ,6011570005               ,1540.0
630,3/20/2025,160,       CDVM,511,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",210323                        ,6010900032               ,68.0
631,3/20/2025,160,       CDVM,511,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",210323                        ,6011570005               ,160.0
632,3/20/2025,160,    CDCDCF1,511,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",210323                        ,6011570005               ,480.0
633,3/21/2025,60,    CDCDCO1,512,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",220323                        ,6010010007               ,0.0
634,3/21/2025,304,       CDGD,512,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.",220323                        ,6010900017               ,234.0
635,3/22/2025,304,       CDVM,513,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",220323                        ,6010900001               ,18.0
636,3/22/2025,304,    CDCDCO1,513,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",220323                        ,6010900001               ,0.0
637,3/24/2025,50,    CDCDCO1,515,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",250323                        ,6010010008               ,0.0
638,3/24/2025,156,       CDGD,515,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",250323                        ,6010900002               ,65.0
639,3/24/2025,156,       CDVM,515,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",250323                        ,6010900002               ,42.0
640,3/24/2025,156,    CDCDCF1,515,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",250323                        ,6010900002               ,120.0
641,3/26/2025,60,    CDCDCO1,517,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",270323                        ,6010010007               ,0.0
642,3/26/2025,156,       CDGD,517,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",250323                        ,6010900018               ,727.0
643,3/26/2025,156,       CDVM,517,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",250323                        ,6010900018               ,0.0
644,3/30/2025,50,    CDCDCO1,521,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",300323                        ,6010010008               ,0.0
645,4/5/2025,60,       CDVM,527,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",060423                        ,6010020204               ,0.0
646,4/5/2025,60,    CDCDCO1,527,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",060423                        ,6010020204               ,0.0
647,4/10/2025,72,       CDGD,532,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",090423                        ,6011570001               ,3630.0
648,4/10/2025,72,    CDCDCF1,532,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",090423                        ,6011570001               ,1725.0
649,4/11/2025,60,       CDGD,533,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",120423                        ,6011570002               ,3349.0
650,4/11/2025,60,    CDCDCF1,533,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",120423                        ,6011570002               ,3586.0
651,4/11/2025,60,    CDCDCO1,533,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",120423                        ,6011570002               ,240.0
652,4/15/2025,105,       CDGD,537,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",160423                        ,6010040111               ,571.0
653,4/16/2025,60,    CDCDCO1,538,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",170423                        ,6010010007               ,0.0
654,4/20/2025,50,    CDCDCO1,542,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",210423                        ,6010010008               ,0.0
655,4/21/2025,60,    CDCDCO1,543,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",220423                        ,6010010007               ,0.0
656,4/26/2025,60,    CDCDCO1,548,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",270423                        ,6010010007               ,0.0
657,4/28/2025,60,      CDCAU,550,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",290423                        ,6010010007               ,0.0
658,4/28/2025,60,    CDCDCO1,550,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",290423                        ,6010010007               ,0.0
659,5/2/2025,60,    CDCDCO1,554,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",020523                        ,6010020204               ,0.0
660,5/2/2025,72,    CDCDCO1,554,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",030523                        ,6010010077               ,0.0
661,5/2/2025,224,    CDCDCO1,554,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",123/23                        ,6011640001               ,0.0
662,5/3/2025,60,    CDCDCO1,555,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",040523                        ,6010010112               ,360.0
663,5/7/2025,50,    CDCDCO1,559,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",080523                        ,6010010008               ,0.0
664,5/15/2025,60,    CDCDCO1,567,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",160523                        ,6010020204               ,0.0
665,5/16/2025,50,    CDCDCO1,568,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",170523                        ,6010010008               ,0.0
666,5/16/2025,60,    CDCDCO1,568,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",170523                        ,6010010007               ,0.0
667,5/18/2025,72,    CDCDCO1,570,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",190523                        ,6010010077               ,0.0
668,5/18/2025,224,    CDCDCO1,570,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",139/22                        ,6011640001               ,6.0
669,5/24/2025,72,    CDCDCO1,576,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",230523                        ,6010010077               ,0.0
670,6/3/2025,72,    CDCDCO1,586,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",040623                        ,6010010077               ,0.0
671,6/13/2025,105,    CDCDCF1,596,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",120623                        ,6010950016               ,195.0
672,6/20/2025,60,    CDCDCO1,603,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",210623                        ,6010010007               ,0.0
673,6/20/2025,60,    CDCDCO1,603,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",170623                        ,6010010112               ,1440.0
674,6/26/2025,60,    CDCDCO1,609,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",270623                        ,6010010112               ,419.0
675,6/29/2025,50,    CDCDCO1,612,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",300623                        ,6010010008               ,0.0
676,6/30/2025,60,    CDCDCO1,613,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",300623                        ,6010010007               ,0.0
677,7/4/2025,72,    CDCDCO1,617,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",050723                        ,6010010077               ,0.0
678,7/4/2025,224,    CDCDCF1,617,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",186/23                        ,6010140007               ,9.0
679,7/5/2025,224,       CDVM,618,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",187/23                        ,6010140008               ,0.0
680,7/6/2025,60,    CDCDCO1,619,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",070723                        ,6010020204               ,0.0
681,7/10/2025,105,    CDCDCF1,623,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",090723                        ,6010950016               ,1917.0
682,7/10/2025,224,       CDGD,623,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",192/23                        ,6011640001               ,0.0
683,7/14/2025,72,    CDCDCO1,627,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",150723                        ,6010010077               ,0.0
684,7/17/2025,60,    CDCDCO1,630,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",180723                        ,6010010007               ,0.0
685,7/19/2025,224,    CDCDCO1,632,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",201/23                        ,6010550008               ,0.0
686,7/24/2025,60,    CDCDCO1,637,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",250723                        ,6010020204               ,0.0
687,7/24/2025,60,    CDCDCO1,637,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",250723                        ,6010010007               ,1.0
688,7/25/2025,60,    CDCDCO1,638,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",250723                        ,6010010112               ,0.0
689,7/27/2025,224,       CDGD,640,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",209/23                        ,6010550008               ,0.0
690,7/29/2025,60,    CDCDCO1,642,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",300723                        ,6010010007               ,0.0
691,7/31/2025,50,    CDCDCO1,644,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",010823                        ,6010010008               ,0.0
692,7/31/2025,72,    CDCDCO1,644,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",010823                        ,6010010077               ,0.0
693,7/31/2025,105,       CDGD,644,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",310723                        ,6010950016               ,6444.0
694,7/31/2025,105,       CDVM,644,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",310723                        ,6010950016               ,60.0
695,7/31/2025,105,    CDCDCF1,644,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",310723                        ,6010950016               ,2100.0
696,7/31/2025,224,       CDGD,644,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",213/23                        ,6010550008               ,0.0
697,8/1/2025,224,    CDCDCF1,645,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",214/23                        ,6011640001               ,183.0
698,8/4/2025,60,       CDVM,648,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",060823                        ,6010010007               ,40.0
699,8/4/2025,60,      CDCAU,648,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",060823                        ,6010010007               ,0.0
700,8/4/2025,60,    CDCDCO1,648,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",060823                        ,6010010007               ,0.0
701,8/8/2025,60,    CDCDCO1,652,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",080823                        ,6010020204               ,1407.0
702,8/9/2025,224,       CDVM,653,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",223/23                        ,6010550008               ,224.0
703,8/12/2025,60,    CDCDCO1,656,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",130823                        ,6010010007               ,0.0
704,8/13/2025,50,       CDGD,657,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",120823                        ,6010010008               ,4.0
705,8/13/2025,50,    CDCDCF1,657,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",120823                        ,6010010008               ,33.0
706,8/13/2025,50,    CDCDCO1,657,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",120823                        ,6010010008               ,0.0
707,8/16/2025,60,    CDCDCO1,660,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",170823                        ,6010010112               ,300.0
708,8/16/2025,224,       CDVM,660,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",229/23                        ,6010550008               ,364.0
709,8/17/2025,72,    CDCDCO1,661,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",180823                        ,6010010077               ,0.0
710,8/20/2025,72,       CDVM,664,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",210823                        ,6010010077               ,814.0
711,8/20/2025,72,    CDCDCO1,664,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",210823                        ,6010010077               ,4006.0
712,8/21/2025,224,       CDGD,665,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",234/23                        ,6010550008               ,0.0
713,8/22/2025,105,       CDGD,666,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",210823                        ,6010950016               ,2940.0
714,8/22/2025,224,       CDGD,666,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",235/23                        ,6010550008               ,133.0
715,8/23/2025,224,       CDGD,667,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",236/23                        ,6010550008               ,736.0
716,8/25/2025,60,       CDGD,669,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",250823                        ,6010020204               ,5.0
717,8/25/2025,60,    CDCDCO1,669,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",250823                        ,6010020204               ,6900.0
718,8/27/2025,60,       CDVM,671,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",280823                        ,6010010007               ,39.0
719,8/27/2025,60,    CDCDCO1,671,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",280823                        ,6010010007               ,0.0
720,8/27/2025,224,       CDGD,671,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",240/23                        ,6010550008               ,448.0
721,8/28/2025,60,       CDVM,672,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",290823                        ,6010010112               ,42.0
722,8/28/2025,224,       CDGD,672,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",241/23                        ,6010550008               ,224.0
723,8/28/2025,224,    CDCDCF1,672,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",241/23                        ,6010550008               ,1.0
724,8/29/2025,224,       CDGD,673,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",242/23                        ,6010550008               ,1568.0
725,8/29/2025,224,    CDCDCF1,673,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",242/23                        ,6010550008               ,411.0
726,8/30/2025,50,    CDCDCO1,674,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",310823                        ,6010010008               ,0.0
727,8/30/2025,224,       CDGD,674,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",243/23                        ,6010550008               ,2240.0
728,9/5/2025,224,       CDVM,680,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",249/23                        ,6011640001               ,893.0
729,9/6/2025,224,       CDGD,681,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",250/23                        ,6010550008               ,896.0
730,9/6/2025,224,       CDVM,681,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",250/23                        ,6011640001               ,224.0
731,9/7/2025,224,       CDGD,682,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",251/23                        ,6010550008               ,2464.0
732,9/8/2025,72,       CDGD,683,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",090923                        ,6010010077               ,0.0
733,9/8/2025,72,    CDCDCO1,683,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",090923                        ,6010010077               ,288.0
734,9/8/2025,224,       CDGD,683,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",252/23                        ,6010550008               ,1344.0
735,9/10/2025,60,       CDGD,685,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",110923                        ,6010010112               ,26.0
736,9/10/2025,60,       CDVM,685,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",110923                        ,6010010112               ,12.0
737,9/10/2025,60,    CDCDCO1,685,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",110923                        ,6010010112               ,2880.0
