,Fecha de Vencimiento,cajas_x_pallets,Depósito Padre,Dias al Vencimiento,Descripción,Lote,SKU,Cajas Disponibles
384,6/18/2024,144,      CDLDC,236,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R220923                       ,6030050071               ,5760.0
385,6/18/2024,160,    CDCDCO1,236,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",190622                        ,6011570005               ,22.0
386,6/18/2024,260,      CDLDC,236,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R220923                       ,6030050070               ,3640.0
387,6/18/2024,272,      CDLDC,236,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R220923                       ,6030050069               ,0.0
388,6/19/2024,80,       CDGD,237,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",240823                        ,6090020012               ,96.0
389,6/19/2024,80,    CDCDCO1,237,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",240823                        ,6090020012               ,10.0
390,6/19/2024,144,      CDLDC,237,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R230923                       ,6030050071               ,3276.0
391,6/19/2024,260,       CDGD,237,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",240823                        ,6090020009               ,524.0
392,6/19/2024,260,      CDLDC,237,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R230923                       ,6030050070               ,3380.0
393,6/19/2024,272,      CDLDC,237,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R230923                       ,6030050069               ,0.0
394,6/20/2024,108,       CDVM,238,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",250823                        ,6030040057               ,2119.0
395,6/20/2024,108,    CDCDCF1,238,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",250823                        ,6030040057               ,228.0
396,6/20/2024,260,       CDGD,238,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",250823                        ,6030040040               ,1740.0
397,6/20/2024,260,       CDVM,238,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",250823                        ,6030040040               ,0.0
398,6/20/2024,272,       CDGD,238,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",250823                        ,6030040073               ,457.0
399,6/20/2024,272,       CDVM,238,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",250823                        ,6030040073               ,1308.0
400,6/20/2024,272,    CDVMZPA,238,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",240923                        ,6030010170               ,13056.0
401,6/21/2024,144,      CDLDC,239,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R250923                       ,6030050071               ,5904.0
402,6/21/2024,144,    CDCDCO1,239,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",220622                        ,6011270001               ,278.0
403,6/21/2024,260,      CDLDC,239,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R250923                       ,6030050070               ,3640.0
404,6/21/2024,272,       CDVM,239,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",250923                        ,6030010170               ,272.0
405,6/21/2024,272,      CDLDC,239,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R250923                       ,6030050069               ,0.0
406,6/22/2024,144,      CDLDC,240,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R260923                       ,6030050071               ,6192.0
407,6/22/2024,144,    CDCDCO1,240,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.",220622                        ,6010960007               ,0.0
408,6/22/2024,260,      CDLDC,240,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R260923                       ,6030050070               ,3380.0
409,6/22/2024,272,      CDLDC,240,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R260923                       ,6030050069               ,0.0
410,6/23/2024,260,      CDLDC,241,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R270923                       ,6030050070               ,10660.0
411,6/23/2024,272,      CDLDC,241,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R270923                       ,6030050069               ,506.0
412,6/24/2024,60,    CDCDCO1,242,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",250622                        ,6011570002               ,88.0
413,6/24/2024,260,       CDVM,242,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",230823                        ,6030040040               ,0.0
414,6/24/2024,260,    CDCDCO1,242,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R280923                       ,6030050070               ,12866.0
415,6/24/2024,272,    CDCDCO1,242,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R280923                       ,6030050069               ,7344.0
416,6/25/2024,260,       CDVM,243,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",290923                        ,6050100007               ,36.0
417,6/25/2024,260,      CDLDC,243,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R290923                       ,6030050070               ,3120.0
418,6/25/2024,260,    CDCDCO1,243,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R290923                       ,6030050070               ,6760.0
419,6/25/2024,272,       CDGD,243,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",290923                        ,6050100002               ,544.0
420,6/25/2024,272,       CDVM,243,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",290923                        ,6050100002               ,6834.0
421,6/25/2024,272,      CDLDC,243,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R290923                       ,6030050069               ,3574.0
422,6/25/2024,272,    CDCDCO1,243,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",290923                        ,6050100002               ,544.0
423,6/27/2024,80,       CDGD,245,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",011023                        ,6050100004               ,160.0
424,6/27/2024,80,       CDVM,245,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",011023                        ,6050100004               ,2720.0
425,6/27/2024,260,       CDGD,245,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",011023                        ,6030010007               ,16960.0
426,6/27/2024,260,       CDGD,245,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",011023                        ,6050100007               ,4380.0
427,6/27/2024,260,       CDVM,245,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",011023                        ,6030010007               ,776.0
428,6/27/2024,260,       CDVM,245,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",011023                        ,6050100007               ,11680.0
429,6/27/2024,260,    CDCDCO1,245,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",011023                        ,6050100007               ,260.0
430,6/29/2024,144,       CDGD,247,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",030923                        ,6040100009               ,144.0
431,6/29/2024,144,       CDVM,247,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",030923                        ,6040100009               ,14850.0
432,6/29/2024,144,    CDCDCO1,247,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",030923                        ,6040100009               ,288.0
433,6/29/2024,272,       CDGD,247,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",031023                        ,6030010170               ,24752.0
434,6/29/2024,272,       CDVM,247,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",031023                        ,6030010170               ,2979.0
435,7/1/2024,108,       CDGD,249,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",051023                        ,6030010026               ,9432.0
436,7/1/2024,108,       CDVM,249,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",051023                        ,6030010026               ,19811.0
437,7/1/2024,108,    CDCDCO1,249,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",051023                        ,6030010026               ,1836.0
438,7/1/2024,144,       CDVM,249,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",051023                        ,6030010019               ,144.0
439,7/1/2024,260,       CDGD,249,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",051023                        ,6030010007               ,14560.0
440,7/1/2024,260,       CDVM,249,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",051023                        ,6030010007               ,1586.0
441,7/2/2024,144,       CDGD,250,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",061023                        ,6030010019               ,11178.0
442,7/2/2024,144,       CDVM,250,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",061023                        ,6030010019               ,450.0
443,7/3/2024,260,       CDPI,251,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",071023                        ,6030010007               ,18720.0
444,7/3/2024,260,       CDVM,251,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",071023                        ,6030010007               ,1560.0
445,7/3/2024,260,    CDCDCO1,251,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",071023                        ,6030010007               ,3640.0
446,7/3/2024,260,    CDVMZPA,251,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",071023                        ,6030010007               ,24960.0
447,7/3/2024,272,       CDGD,251,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",071023                        ,6030010170               ,6528.0
448,7/3/2024,272,       CDVM,251,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",071023                        ,6030010170               ,22372.0
449,7/4/2024,80,       CDGD,252,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",081023                        ,6030010208               ,3200.0
450,7/4/2024,80,       CDVM,252,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",081023                        ,6030010208               ,2672.0
451,7/5/2024,144,       CDGD,253,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R091023                       ,6030050071               ,2042.0
452,7/5/2024,260,       CDGD,253,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R091023                       ,6030050070               ,0.0
453,7/5/2024,272,       CDGD,253,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R091023                       ,6030050069               ,2788.0
454,7/5/2024,272,       CDVM,253,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",091023                        ,6030010170               ,4080.0
455,7/6/2024,144,       CDGD,254,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R101023                       ,6030050071               ,2016.0
456,7/6/2024,144,       CDVM,254,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R101023                       ,6030050071               ,274.0
457,7/6/2024,144,    CDCDCO1,254,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R101023                       ,6030050071               ,707.0
458,7/6/2024,260,       CDGD,254,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",R101023                       ,6030330001               ,520.0
459,7/6/2024,260,       CDVM,254,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",R101023                       ,6030330001               ,1795.0
460,7/6/2024,272,       CDGD,254,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R101023                       ,6030050069               ,6800.0
461,7/6/2024,272,       CDVM,254,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R101023                       ,6030050069               ,0.0
462,7/7/2024,144,       CDGD,255,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R111023                       ,6030050071               ,1728.0
463,7/7/2024,144,       CDVM,255,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R111023                       ,6030050071               ,144.0
464,7/7/2024,260,       CDGD,255,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R111023                       ,6030050070               ,0.0
465,7/7/2024,260,       CDVM,255,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",111023                        ,6030010007               ,33800.0
466,7/7/2024,260,    CDVMZPA,255,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",111023                        ,6030010007               ,18720.0
467,7/7/2024,272,       CDGD,255,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R111023                       ,6030050069               ,7344.0
468,7/7/2024,272,       CDVM,255,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R111023                       ,6030050069               ,2720.0
469,7/8/2024,144,       CDGD,256,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",120923                        ,6090020011               ,144.0
470,7/8/2024,144,       CDVM,256,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",080923                        ,6040100009               ,2592.0
471,7/8/2024,144,       CDVM,256,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R121023                       ,6030050071               ,4860.0
472,7/8/2024,144,       CDVM,256,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",121023                        ,6030010019               ,31536.0
473,7/8/2024,144,       CDVM,256,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",120923                        ,6090020011               ,22860.0
474,7/8/2024,260,       CDGD,256,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R121023                       ,6030050070               ,80.0
475,7/8/2024,260,       CDGD,256,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",120923                        ,6090020009               ,780.0
476,7/8/2024,260,       CDPI,256,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",121023                        ,6030010007               ,49920.0
477,7/8/2024,260,       CDVM,256,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",121023                        ,6030010007               ,14300.0
478,7/8/2024,260,       CDVM,256,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",120923                        ,6090020009               ,186.0
479,7/8/2024,272,       CDVM,256,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R121023                       ,6030050069               ,9818.0
480,7/9/2024,144,       CDGD,257,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R131023                       ,6030050071               ,1872.0
481,7/9/2024,144,       CDVM,257,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R131023                       ,6030050071               ,3024.0
482,7/9/2024,272,       CDGD,257,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R131023                       ,6030050069               ,7150.0
483,7/9/2024,272,       CDVM,257,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R131023                       ,6030050069               ,1632.0
484,7/11/2024,160,       CDVM,259,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",120722                        ,6010900032               ,0.0
485,7/11/2024,160,    CDCDCO1,259,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",120722                        ,6010900032               ,0.0
486,7/11/2024,260,       CDVM,259,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",151023                        ,6030010007               ,26520.0
487,7/11/2024,260,    CDVMZPA,259,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",151023                        ,6030010007               ,24960.0
488,7/11/2024,272,       CDVM,259,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",151023                        ,6030010170               ,49232.0
489,7/12/2024,144,    CDCDCO1,260,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.",120722                        ,6010950015               ,0.0
490,7/12/2024,160,       CDVM,260,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",120722                        ,6010010184               ,0.0
491,7/12/2024,160,    CDCDCO1,260,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",120722                        ,6010900031               ,0.0
492,7/13/2024,144,       CDGD,261,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R171023                       ,6030050071               ,4320.0
493,7/13/2024,260,       CDGD,261,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R171023                       ,6030050070               ,260.0
494,7/13/2024,272,       CDGD,261,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R171023                       ,6030050069               ,8160.0
495,7/14/2024,80,       CDVM,262,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",181023                        ,6030010208               ,7520.0
496,7/14/2024,144,       CDVM,262,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R181023                       ,6030050071               ,6768.0
497,7/14/2024,260,       CDGD,262,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",140923                        ,6090020009               ,1560.0
498,7/14/2024,260,       CDVM,262,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R181023                       ,6030050070               ,2080.0
499,7/14/2024,260,       CDVM,262,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",140923                        ,6090020009               ,0.0
500,7/14/2024,272,       CDVM,262,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R181023                       ,6030050069               ,10608.0
501,7/15/2024,80,       CDGD,263,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",190923                        ,6090020012               ,80.0
502,7/15/2024,80,       CDVM,263,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",190923                        ,6090020012               ,1476.0
503,7/15/2024,144,       CDGD,263,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R191023                       ,6030050071               ,3456.0
504,7/15/2024,260,       CDVM,263,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R191023                       ,6030050070               ,2600.0
505,7/15/2024,272,       CDGD,263,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R191023                       ,6030050069               ,5440.0
506,7/15/2024,272,       CDVM,263,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R191023                       ,6030050069               ,4624.0
507,7/19/2024,80,       CDGD,267,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",230923                        ,6040100003               ,320.0
508,7/19/2024,80,       CDVM,267,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",230923                        ,6040100003               ,2348.0
509,7/19/2024,260,       CDVM,267,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",230923                        ,6040100010               ,0.0
510,7/22/2024,144,       CDVM,270,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",260923                        ,6040100009               ,4608.0
511,7/25/2024,60,       CDVM,273,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",260722                        ,6010010112               ,0.0
512,7/26/2024,224,    CDCDCO1,274,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",208/22                        ,6010140008               ,0.0
513,7/27/2024,260,       CDGD,275,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",011023                        ,6090020009               ,2600.0
514,7/27/2024,260,       CDVM,275,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",011023                        ,6090020009               ,27440.0
515,7/27/2024,260,    CDCDCO1,275,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",011023                        ,6090020009               ,1520.0
516,7/31/2024,50,    CDCDCO1,279,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",300722                        ,6010010008               ,0.0
517,8/1/2024,80,       CDVM,280,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",061023                        ,6090020012               ,4880.0
518,8/2/2024,185,    CDCDCO1,281,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",010822                        ,6010900024               ,0.0
519,8/4/2024,72,       CDGD,283,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",060822                        ,6010010077               ,0.0
520,8/4/2024,224,    CDCDCO1,283,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",217/22                        ,6011640001               ,0.0
521,8/5/2024,260,       CDGD,284,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",101023                        ,6040100010               ,2952.0
522,8/5/2024,260,       CDVM,284,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",101023                        ,6040100010               ,16820.0
523,8/8/2024,60,    CDCDCO1,287,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",090822                        ,6010010007               ,0.0
524,8/10/2024,80,       CDVM,289,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",151023                        ,6040100003               ,2881.0
525,8/11/2024,224,    CDCDCO1,290,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224/22                        ,6010550008               ,0.0
526,8/13/2024,260,       CDVM,292,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",181023                        ,6090020009               ,22360.0
527,8/15/2024,60,    CDCDCO1,294,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",160822                        ,6010010112               ,0.0
528,8/15/2024,72,      CDLDC,294,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",160822                        ,6010010077               ,0.0
529,8/15/2024,105,       CDVM,294,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",160822                        ,6011270002               ,0.0
530,8/15/2024,260,       CDVM,294,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",201023                        ,6090020009               ,1560.0
531,8/16/2024,144,       CDVM,295,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",170822                        ,6011270001               ,144.0
532,8/16/2024,224,    CDCDCO1,295,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",229/22                        ,6010550008               ,0.0
533,8/17/2024,72,    CDCDCO1,296,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",170822                        ,6011570001               ,0.0
534,8/17/2024,160,    CDCDCF1,296,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",180822                        ,6011570005               ,14.0
535,8/20/2024,60,    CDCDCO1,299,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",210822                        ,6010010007               ,0.0
536,8/22/2024,304,    CDCDCO1,301,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",220822                        ,6010900001               ,0.0
537,8/25/2024,156,    CDCDCF1,304,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",250822                        ,6010900018               ,104.0
538,8/26/2024,72,    CDCDCO1,305,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",270822                        ,6010010077               ,0.0
539,8/31/2024,50,    CDCDCO1,310,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",300822                        ,6010010008               ,0.0
540,8/31/2024,60,       CDVM,310,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",010922                        ,6010010007               ,0.0
541,8/31/2024,60,    CDCDCO1,310,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",010922                        ,6010010007               ,0.0
542,9/2/2024,105,    CDCDCO1,312,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",010922                        ,6010570018               ,0.0
543,9/4/2024,72,    CDCDCO1,314,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",060922                        ,6010010077               ,0.0
544,9/7/2024,60,    CDCDCO1,317,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",070922                        ,6010570019               ,0.0
545,9/9/2024,60,       CDGD,319,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",100922                        ,6010020199               ,79.0
546,9/9/2024,60,    CDCDCO1,319,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",100922                        ,6010020199               ,60.0
547,9/10/2024,60,    CDCDCO1,320,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",110922                        ,6010010007               ,0.0
548,9/11/2024,60,    CDCDCO1,321,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",120922                        ,6010010112               ,0.0
549,9/15/2024,50,    CDCDCO1,325,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",160922                        ,6010010008               ,0.0
550,9/16/2024,105,       CDGD,326,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",180922                        ,6011270002               ,0.0
551,9/16/2024,105,       CDVM,326,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",180922                        ,6011270002               ,0.0
552,9/16/2024,160,       CDGD,326,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",170922                        ,6010010184               ,80.0
