,Dias al Vencimiento,Depósito Padre,Lote,Descripción,Fecha de Vencimiento,SKU,cajas_x_pallets,Cajas Disponibles
542,305,    CDCDCO1,270822                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",8/26/2024,6010010077               ,72,0.0
543,310,       CDVM,010922                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/31/2024,6010010007               ,60,0.0
544,310,    CDCDCO1,010922                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/31/2024,6010010007               ,60,0.0
545,310,    CDCDCO1,300822                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",8/31/2024,6010010008               ,50,0.0
546,312,    CDCDCO1,010922                        ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",9/2/2024,6010570018               ,105,0.0
547,314,    CDCDCO1,060922                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/4/2024,6010010077               ,72,0.0
548,317,    CDCDCO1,070922                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",9/7/2024,6010570019               ,60,0.0
549,319,       CDGD,100922                        ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",9/9/2024,6010020199               ,60,79.0
550,319,    CDCDCO1,100922                        ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",9/9/2024,6010020199               ,60,60.0
551,320,    CDCDCO1,110922                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/10/2024,6010010007               ,60,0.0
552,321,    CDCDCO1,120922                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/11/2024,6010010112               ,60,0.0
553,325,    CDCDCO1,160922                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",9/15/2024,6010010008               ,50,0.0
554,326,       CDGD,170922                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",9/16/2024,6010010184               ,160,80.0
555,326,       CDGD,180922                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",9/16/2024,6011270002               ,105,0.0
556,326,       CDVM,180922                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",9/16/2024,6011270002               ,105,0.0
557,326,    CDCDCF1,170922                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",9/16/2024,6010010184               ,160,4.0
558,326,    CDCDCO1,170922                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",9/16/2024,6010010184               ,160,0.0
559,329,    CDCDCO1,190922                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/19/2024,6010010077               ,72,0.0
560,329,    CDCDCO1,263/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/19/2024,6010550008               ,224,0.0
561,330,    CDCDCF1,210922                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",9/20/2024,6010900002               ,156,8.0
562,333,    CDCDCO1,267/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/23/2024,6010550008               ,224,0.0
563,341,       CDGD,031022                        ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",10/1/2024,6010020199               ,60,720.0
564,350,    CDCDCO1,284/22                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",10/10/2024,6010140007               ,224,0.0
565,353,    CDCDCO1,287/22                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",10/13/2024,6010140008               ,224,125.0
566,354,       CDGD,161022                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",10/14/2024,6010010184               ,160,160.0
567,354,    CDCDCO1,161022                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",10/14/2024,6010010184               ,160,0.0
568,358,    CDCDCO1,171022                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",10/18/2024,6010010008               ,50,0.0
569,358,    CDCDCO1,191022                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",10/18/2024,6010020204               ,60,0.0
570,364,    CDCDCO1,251022                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",10/24/2024,6010010007               ,60,0.0
571,364,    CDCDCO1,251022                        ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",10/24/2024,6010570018               ,105,0.0
572,367,    CDCDCO1,281022                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",10/27/2024,6010010008               ,50,0.0
573,372,       CDVM,021122                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",11/1/2024,6010010184               ,160,94.0
574,372,    CDCDCO1,021122                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",11/1/2024,6010010184               ,160,0.0
575,373,       CDVM,031122                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",11/2/2024,6011570005               ,160,398.0
576,373,    CDCDCF1,031122                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",11/2/2024,6011570005               ,160,160.0
577,373,    CDCDCO1,031122                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",11/2/2024,6011570005               ,160,160.0
578,381,       CDVM,111122                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",11/10/2024,6011570002               ,60,5.0
579,384,    CDCDCO1,141122                        ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",11/13/2024,6010570018               ,105,0.0
580,384,    CDCDCO1,318/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",11/13/2024,6010550008               ,224,0.0
581,387,    CDCDCO1,181122                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",11/16/2024,6010010007               ,60,0.0
582,392,       CDGD,211122                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",11/21/2024,6011270002               ,105,1256.0
583,392,       CDVM,221122                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",11/21/2024,6011270001               ,144,100.0
584,392,    CDCDCF1,211122                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",11/21/2024,6011270002               ,105,68.0
585,392,    CDCDCO1,211122                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",11/21/2024,6011270002               ,105,105.0
586,393,    CDCDCO1,231122                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",11/22/2024,6010010007               ,60,0.0
587,394,    CDCDCO1,241122                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",11/23/2024,6010570019               ,60,0.0
588,395,    CDCDCO1,261122                        ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",11/24/2024,6010570018               ,105,0.0
589,396,    CDCDCO1,261122                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",11/25/2024,6010010077               ,72,0.0
590,403,    CDCDCO1,011222                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",12/2/2024,6010020204               ,60,0.0
591,406,    CDCDCO1,061222                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",12/5/2024,6010010007               ,60,0.0
592,414,    CDCDCO1,141222                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",12/13/2024,6010010008               ,50,0.0
593,415,       CDGD,151222                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",12/14/2024,6010010184               ,160,183.0
594,415,       CDVM,151222                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",12/14/2024,6010010184               ,160,360.0
595,415,    CDCDCO1,151222                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",12/14/2024,6010010184               ,160,0.0
596,416,    CDCDCO1,161222                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",12/15/2024,6010010077               ,72,0.0
597,420,    CDCDCO1,201222                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",12/19/2024,6010020204               ,60,0.0
598,421,       CDVM,211222                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",12/20/2024,6010900024               ,185,301.0
599,421,    CDCDCO1,211222                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",12/20/2024,6010900024               ,185,185.0
600,422,    CDCDCO1,221222                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",12/21/2024,6010010112               ,60,0.0
601,434,    CDCDCO1,010123                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",1/2/2025,6010040111               ,105,30.0
602,443,    CDCDCO1,120123                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",1/11/2025,6011570001               ,72,25.0
603,446,    CDCDCF1,150123                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",1/14/2025,6010040111               ,105,1769.0
604,465,    CDCDCO1,020223                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",2/2/2025,6010020204               ,60,0.0
605,469,    CDCDCO1,060223                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",2/6/2025,6010010112               ,60,0.0
606,471,    CDCDCF1,090223                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",2/8/2025,6010040111               ,105,662.0
607,478,    CDCDCO1,150223                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",2/15/2025,6010020204               ,60,0.0
608,478,    CDCDCO1,160223                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",2/15/2025,6010010007               ,60,0.0
609,485,    CDCDCO1,210223                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",2/22/2025,6010010112               ,60,236.0
610,490,    CDCDCO1,270223                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",2/27/2025,6010020204               ,60,0.0
611,490,    CDCDCO1,280223                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",2/27/2025,6010010077               ,72,0.0
612,491,       CDGD,240223                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",2/28/2025,6010900024               ,185,572.0
613,491,       CDVM,240223                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",2/28/2025,6010900024               ,185,1850.0
614,491,    CDCDCO1,240223                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",2/28/2025,6010900024               ,185,0.0
615,493,    CDCDCO1,030323                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",3/2/2025,6010010007               ,60,0.0
616,501,       CDGD,110323                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",3/10/2025,6011270001               ,144,49.0
617,501,    CDCDCF1,110323                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",3/10/2025,6011270001               ,144,13.0
618,502,       CDVM,120323                        ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",3/11/2025,6010040002               ,60,7.0
619,504,       CDGD,120323                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",3/13/2025,6010570019               ,60,0.0
620,504,       CDVM,120323                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",3/13/2025,6010570019               ,60,0.0
621,504,       CDVM,140323                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",3/13/2025,6011570002               ,60,360.0
622,504,    CDCDCF1,120323                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",3/13/2025,6010570019               ,60,249.0
623,504,    CDCDCO1,130323                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",3/13/2025,6010010008               ,50,0.0
624,504,    CDCDCO1,140323                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",3/13/2025,6011570002               ,60,60.0
625,505,    CDCDCF1,150323                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",3/14/2025,6011570001               ,72,414.0
626,505,    CDCDCO1,110323                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",3/14/2025,6010020204               ,60,0.0
627,505,    CDCDCO1,150323                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",3/14/2025,6010950016               ,105,0.0
628,505,    CDCDCO1,150323                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",3/14/2025,6011570001               ,72,72.0
629,510,       CDGD,210323                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",3/19/2025,6010900031               ,160,717.0
630,510,       CDVM,210323                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",3/19/2025,6010900031               ,160,125.0
631,510,    CDCDCF1,210323                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",3/19/2025,6010900031               ,160,1.0
632,510,    CDCDCO1,210323                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",3/19/2025,6010900031               ,160,0.0
633,511,       CDGD,210323                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",3/20/2025,6011570005               ,160,1540.0
634,511,       CDVM,210323                        ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",3/20/2025,6010900032               ,160,68.0
635,511,       CDVM,210323                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",3/20/2025,6011570005               ,160,160.0
636,511,    CDCDCF1,210323                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",3/20/2025,6011570005               ,160,480.0
637,512,       CDGD,220323                        ,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.",3/21/2025,6010900017               ,304,234.0
638,512,    CDCDCO1,220323                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",3/21/2025,6010010007               ,60,0.0
639,513,       CDVM,220323                        ,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",3/22/2025,6010900001               ,304,18.0
640,513,    CDCDCO1,220323                        ,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",3/22/2025,6010900001               ,304,0.0
641,515,       CDGD,250323                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",3/24/2025,6010900002               ,156,65.0
642,515,       CDVM,250323                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",3/24/2025,6010900002               ,156,41.0
643,515,    CDCDCF1,250323                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",3/24/2025,6010900002               ,156,120.0
644,515,    CDCDCO1,250323                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",3/24/2025,6010010008               ,50,0.0
645,517,       CDGD,250323                        ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",3/26/2025,6010900018               ,156,727.0
646,517,       CDVM,250323                        ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",3/26/2025,6010900018               ,156,0.0
647,517,    CDCDCO1,270323                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",3/26/2025,6010010007               ,60,0.0
648,521,    CDCDCO1,300323                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",3/30/2025,6010010008               ,50,0.0
649,527,       CDVM,060423                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",4/5/2025,6010020204               ,60,0.0
650,527,    CDCDCO1,060423                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",4/5/2025,6010020204               ,60,0.0
651,532,       CDGD,090423                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",4/10/2025,6011570001               ,72,3630.0
652,532,    CDCDCF1,090423                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",4/10/2025,6011570001               ,72,1725.0
653,533,       CDGD,120423                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",4/11/2025,6011570002               ,60,3349.0
654,533,    CDCDCF1,120423                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",4/11/2025,6011570002               ,60,3586.0
655,533,    CDCDCO1,120423                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",4/11/2025,6011570002               ,60,240.0
656,537,       CDGD,160423                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",4/15/2025,6010040111               ,105,571.0
657,538,    CDCDCO1,170423                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/16/2025,6010010007               ,60,0.0
658,542,    CDCDCO1,210423                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",4/20/2025,6010010008               ,50,0.0
659,543,    CDCDCO1,220423                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/21/2025,6010010007               ,60,0.0
660,548,    CDCDCO1,270423                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/26/2025,6010010007               ,60,0.0
661,550,      CDCAU,290423                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/28/2025,6010010007               ,60,0.0
662,550,    CDCDCO1,290423                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/28/2025,6010010007               ,60,0.0
663,554,    CDCDCO1,020523                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",5/2/2025,6010020204               ,60,0.0
664,554,    CDCDCO1,030523                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",5/2/2025,6010010077               ,72,0.0
665,554,    CDCDCO1,123/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",5/2/2025,6011640001               ,224,0.0
666,555,    CDCDCO1,040523                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",5/3/2025,6010010112               ,60,360.0
667,559,    CDCDCO1,080523                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",5/7/2025,6010010008               ,50,0.0
668,567,    CDCDCO1,160523                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",5/15/2025,6010020204               ,60,0.0
669,568,    CDCDCO1,170523                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",5/16/2025,6010010007               ,60,0.0
670,568,    CDCDCO1,170523                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",5/16/2025,6010010008               ,50,0.0
671,570,    CDCDCO1,139/22                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",5/18/2025,6011640001               ,224,6.0
672,570,    CDCDCO1,190523                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",5/18/2025,6010010077               ,72,0.0
673,576,    CDCDCO1,230523                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",5/24/2025,6010010077               ,72,0.0
674,586,    CDCDCO1,040623                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",6/3/2025,6010010077               ,72,0.0
675,596,    CDCDCF1,120623                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",6/13/2025,6010950016               ,105,195.0
676,603,    CDCDCO1,170623                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",6/20/2025,6010010112               ,60,1440.0
677,603,    CDCDCO1,210623                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",6/20/2025,6010010007               ,60,0.0
678,609,    CDCDCO1,270623                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",6/26/2025,6010010112               ,60,419.0
679,612,    CDCDCO1,300623                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",6/29/2025,6010010008               ,50,0.0
680,613,    CDCDCO1,300623                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",6/30/2025,6010010007               ,60,0.0
681,617,    CDCDCF1,186/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",7/4/2025,6010140007               ,224,9.0
682,617,    CDCDCO1,050723                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",7/4/2025,6010010077               ,72,0.0
683,618,       CDVM,187/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",7/5/2025,6010140008               ,224,0.0
684,619,    CDCDCO1,070723                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",7/6/2025,6010020204               ,60,0.0
685,623,       CDGD,192/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",7/10/2025,6011640001               ,224,0.0
686,623,    CDCDCF1,090723                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",7/10/2025,6010950016               ,105,1917.0
687,627,    CDCDCO1,150723                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",7/14/2025,6010010077               ,72,0.0
688,630,    CDCDCO1,180723                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",7/17/2025,6010010007               ,60,0.0
689,632,    CDCDCO1,201/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",7/19/2025,6010550008               ,224,0.0
690,637,    CDCDCO1,250723                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",7/24/2025,6010020204               ,60,0.0
691,637,    CDCDCO1,250723                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",7/24/2025,6010010007               ,60,1.0
692,638,    CDCDCO1,250723                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",7/25/2025,6010010112               ,60,0.0
693,640,       CDGD,209/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",7/27/2025,6010550008               ,224,0.0
694,642,    CDCDCO1,300723                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",7/29/2025,6010010007               ,60,0.0
695,644,       CDGD,213/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",7/31/2025,6010550008               ,224,0.0
696,644,       CDGD,310723                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",7/31/2025,6010950016               ,105,6444.0
697,644,       CDVM,310723                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",7/31/2025,6010950016               ,105,60.0
698,644,    CDCDCF1,310723                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",7/31/2025,6010950016               ,105,2100.0
699,644,    CDCDCO1,010823                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",7/31/2025,6010010077               ,72,0.0
700,644,    CDCDCO1,010823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",7/31/2025,6010010008               ,50,0.0
701,645,    CDCDCF1,214/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",8/1/2025,6011640001               ,224,183.0
702,648,       CDVM,060823                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/4/2025,6010010007               ,60,40.0
703,648,      CDCAU,060823                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/4/2025,6010010007               ,60,0.0
704,648,    CDCDCO1,060823                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/4/2025,6010010007               ,60,0.0
705,652,    CDCDCO1,080823                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",8/8/2025,6010020204               ,60,1407.0
706,653,       CDVM,223/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/9/2025,6010550008               ,224,224.0
707,656,    CDCDCO1,130823                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/12/2025,6010010007               ,60,0.0
708,657,       CDGD,120823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",8/13/2025,6010010008               ,50,4.0
709,657,    CDCDCF1,120823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",8/13/2025,6010010008               ,50,33.0
710,657,    CDCDCO1,120823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",8/13/2025,6010010008               ,50,0.0
711,660,       CDVM,229/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/16/2025,6010550008               ,224,364.0
712,660,    CDCDCO1,170823                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",8/16/2025,6010010112               ,60,300.0
713,661,    CDCDCO1,180823                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",8/17/2025,6010010077               ,72,0.0
714,664,       CDVM,210823                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",8/20/2025,6010010077               ,72,814.0
715,664,    CDCDCO1,210823                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",8/20/2025,6010010077               ,72,4006.0
716,665,       CDGD,234/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/21/2025,6010550008               ,224,0.0
717,666,       CDGD,210823                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",8/22/2025,6010950016               ,105,2940.0
718,666,       CDGD,235/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/22/2025,6010550008               ,224,133.0
719,667,       CDGD,236/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/23/2025,6010550008               ,224,736.0
720,669,       CDGD,250823                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",8/25/2025,6010020204               ,60,5.0
721,669,    CDCDCO1,250823                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",8/25/2025,6010020204               ,60,6900.0
722,671,       CDGD,240/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/27/2025,6010550008               ,224,448.0
723,671,       CDVM,280823                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/27/2025,6010010007               ,60,39.0
724,671,    CDCDCO1,280823                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/27/2025,6010010007               ,60,0.0
725,672,       CDGD,241/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/28/2025,6010550008               ,224,224.0
726,672,       CDVM,290823                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",8/28/2025,6010010112               ,60,42.0
