,Dias al Vencimiento,Depósito Padre,Lote,Descripción,Fecha de Vencimiento,SKU,cajas_x_pallets,Cajas Disponibles
727,672,    CDCDCF1,241/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/28/2025,6010550008               ,224,1.0
728,673,       CDGD,242/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/29/2025,6010550008               ,224,1568.0
729,673,    CDCDCF1,242/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/29/2025,6010550008               ,224,411.0
730,674,       CDGD,243/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/30/2025,6010550008               ,224,2240.0
731,674,    CDCDCO1,310823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",8/30/2025,6010010008               ,50,0.0
732,680,       CDVM,249/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",9/5/2025,6011640001               ,224,893.0
733,681,       CDGD,250/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/6/2025,6010550008               ,224,896.0
734,681,       CDVM,250/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",9/6/2025,6011640001               ,224,224.0
735,682,       CDGD,251/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/7/2025,6010550008               ,224,2464.0
736,683,       CDGD,090923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/8/2025,6010010077               ,72,0.0
737,683,       CDGD,252/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/8/2025,6010550008               ,224,1344.0
738,683,    CDCDCO1,090923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/8/2025,6010010077               ,72,288.0
739,685,       CDGD,110923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/10/2025,6010010112               ,60,26.0
740,685,       CDGD,254/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/10/2025,6010550008               ,224,3808.0
741,685,       CDVM,110923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/10/2025,6010010112               ,60,12.0
742,685,    CDCDCO1,110923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/10/2025,6010010112               ,60,2880.0
743,686,       CDGD,255/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/11/2025,6010550008               ,224,1120.0
744,687,       CDVM,256/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",9/12/2025,6010140007               ,224,1292.0
745,687,    CDCDCF1,256/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",9/12/2025,6010140007               ,224,427.0
746,688,       CDGD,257/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",9/13/2025,6010140007               ,224,2602.0
747,688,       CDVM,257/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",9/13/2025,6010140007               ,224,224.0
748,689,       CDGD,258/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",9/14/2025,6010140007               ,224,896.0
749,689,       CDGD,258/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",9/14/2025,6010140008               ,224,25.0
750,689,       CDVM,258/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",9/14/2025,6010140008               ,224,1195.0
751,690,       CDGD,259/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",9/15/2025,6010140008               ,224,1152.0
752,690,    CDCDCF1,160923                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/15/2025,6010010007               ,60,98.0
753,690,    CDCDCO1,160923                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/15/2025,6010010007               ,60,0.0
754,692,       CDGD,180923                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",9/17/2025,6011270001               ,144,1854.0
755,692,       CDGD,261/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",9/17/2025,6010140008               ,224,896.0
756,694,       CDGD,190923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/19/2025,6010010112               ,60,0.0
757,694,    CDCDCF1,190923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/19/2025,6010010112               ,60,1570.0
758,695,       CDVM,180923                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",9/20/2025,6010010008               ,50,60.0
759,695,    CDCDCF1,180923                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",9/20/2025,6010010008               ,50,370.0
760,696,    CDCDCO1,220923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/21/2025,6010010077               ,72,1440.0
761,698,       CDGD,240923                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/23/2025,6010010007               ,60,74.0
762,698,       CDVM,240923                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/23/2025,6010010007               ,60,30.0
763,698,    CDCDCF1,240923                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/23/2025,6010010007               ,60,30.0
764,698,    CDCDCO1,240923                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/23/2025,6010010007               ,60,0.0
765,699,       CDGD,268/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/24/2025,6010550008               ,224,672.0
766,700,       CDGD,269/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/25/2025,6010550008               ,224,3584.0
767,701,       CDGD,270/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/26/2025,6010550008               ,224,3808.0
768,702,       CDGD,271/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/27/2025,6010550008               ,224,3584.0
769,702,       CDGD,280923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/27/2025,6010010112               ,60,12.0
770,702,       CDVM,280923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/27/2025,6010010112               ,60,1980.0
771,702,    CDCDCO1,280923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/27/2025,6010010112               ,60,1440.0
772,703,       CDGD,272/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",9/28/2025,6010550008               ,224,896.0
773,704,       CDGD,290923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/29/2025,6010010077               ,72,0.0
774,704,       CDVM,290923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/29/2025,6010010077               ,72,0.0
775,706,       CDGD,021023                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",10/1/2025,6010010008               ,50,1610.0
776,706,       CDGD,275/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",10/1/2025,6011640001               ,224,1344.0
777,706,       CDVM,021023                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",10/1/2025,6010010008               ,50,2600.0
778,707,       CDGD,276/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",10/2/2025,6011640001               ,224,199.0
779,710,       CDGD,031023                        ,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.",10/5/2025,6010900033               ,185,3700.0
780,711,       CDGD,071023                        ,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I.",10/6/2025,6010900037               ,160,3745.0
781,711,       CDGD,071023                        ,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.",10/6/2025,6010900040               ,160,3744.0
782,711,       CDGD,071023                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",10/6/2025,6010010007               ,60,0.0
783,713,       CDGD,091023                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",10/8/2025,6010020204               ,60,480.0
784,713,    CDCDCO1,091023                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",10/8/2025,6010020204               ,60,5040.0
785,715,       CDGD,041023                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",10/10/2025,6010040111               ,105,110.0
786,718,       CDGD,287/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",10/13/2025,6010550008               ,224,448.0
787,720,       CDGD,161023                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",10/15/2025,6010010007               ,60,24060.0
788,720,       CDVM,161023                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",10/15/2025,6010010007               ,60,6092.0
789,726,       CDGD,231023                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",10/21/2025,6010010077               ,72,14690.0
790,729,       CDGD,251023                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",10/24/2025,6010010077               ,72,16200.0
791,6276,       CDGD,031122                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",12/31/2040,6011570005               ,160,53.0
