,Depósito Padre,Descripción,cajas_x_pallets,Dias al Vencimiento,Lote,Fecha de Vencimiento,SKU,Cajas Disponibles
168,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,202,R190823                       ,5/15/2024,6030050071               ,414.0
169,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,207,R240823                       ,5/20/2024,6030050071               ,5328.0
170,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,208,R250823                       ,5/21/2024,6030050071               ,8172.0
171,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,209,R260823                       ,5/22/2024,6030050071               ,2261.0
172,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,214,R310823                       ,5/27/2024,6030050071               ,1584.0
173,       CDPI,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,185,R020823                       ,4/28/2024,6030050072               ,3635.0
174,       CDPI,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,187,R040823                       ,4/30/2024,6030050072               ,2484.0
175,       CDPI,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,188,R050823                       ,5/1/2024,6030050072               ,2648.0
176,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,153,010723                        ,3/27/2024,6030010007               ,20954.0
177,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,165,130723                        ,4/8/2024,6030010007               ,23210.0
178,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,167,150723                        ,4/10/2024,6030010007               ,24960.0
179,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,176,240723                        ,4/19/2024,6030010007               ,56160.0
180,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,220,060923                        ,6/2/2024,6030010007               ,31200.0
181,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,222,080923                        ,6/4/2024,6030010007               ,24960.0
182,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,224,100923                        ,6/6/2024,6030010007               ,12462.0
183,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,229,150923                        ,6/11/2024,6030010007               ,49920.0
184,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,230,160923                        ,6/12/2024,6030010007               ,18720.0
185,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,233,190923                        ,6/15/2024,6030010007               ,6240.0
186,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,251,071023                        ,7/3/2024,6030010007               ,18720.0
187,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,256,121023                        ,7/8/2024,6030010007               ,49920.0
188,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,224,100923                        ,6/6/2024,6030010019               ,2286.0
189,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,228,140923                        ,6/10/2024,6030010019               ,10368.0
190,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,229,150923                        ,6/11/2024,6030010019               ,6912.0
191,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,233,190923                        ,6/15/2024,6030010019               ,41472.0
192,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,234,200923                        ,6/16/2024,6030010019               ,6912.0
193,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,161,090723                        ,4/4/2024,6030010170               ,44493.0
194,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,175,230723                        ,4/18/2024,6030010170               ,39168.0
195,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,179,270723                        ,4/22/2024,6030010170               ,6528.0
196,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,197,140823                        ,5/10/2024,6030010170               ,19584.0
197,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,199,160823                        ,5/12/2024,6030010170               ,26112.0
198,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,203,200823                        ,5/16/2024,6030010170               ,13056.0
199,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,206,220823                        ,5/19/2024,6030010170               ,39168.0
200,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,215,010923                        ,5/28/2024,6030010170               ,32640.0
201,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,218,040923                        ,5/31/2024,6030010170               ,13056.0
202,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,220,060923                        ,6/2/2024,6030010170               ,32640.0
203,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,224,100923                        ,6/6/2024,6030010170               ,26112.0
204,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,229,150923                        ,6/11/2024,6030010170               ,39712.0
205,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,232,180923                        ,6/14/2024,6030010170               ,13056.0
206,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,235,210923                        ,6/17/2024,6030010170               ,13056.0
207,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,133,110623                        ,3/7/2024,6030010208               ,367.0
208,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,139,170623                        ,3/13/2024,6030010208               ,3840.0
209,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,156,040723                        ,3/30/2024,6030010208               ,9442.0
210,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,165,130723                        ,4/8/2024,6030010208               ,5760.0
211,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,197,140823                        ,5/10/2024,6030010208               ,5760.0
212,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,215,010923                        ,5/28/2024,6030010208               ,1920.0
213,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,220,060923                        ,6/2/2024,6030010208               ,7680.0
214,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,165,130723                        ,4/8/2024,6030010026               ,4814.0
215,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,181,290723                        ,4/24/2024,6030010026               ,3240.0
216,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,215,010923                        ,5/28/2024,6030010026               ,5184.0
217,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,224,100923                        ,6/6/2024,6030010026               ,15552.0
218,       CDPI,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,186,040723                        ,4/29/2024,6090020009               ,92.0
219,       CDPI,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,186,040723                        ,4/29/2024,6090020011               ,63.0
220,       CDPI,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",272,124,020623                        ,2/27/2024,6050100002               ,4074.0
221,       CDVM,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",60,502,120323                        ,3/11/2025,6010040002               ,7.0
222,       CDVM,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,295,170822                        ,8/16/2024,6011270001               ,144.0
223,       CDVM,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,392,221122                        ,11/21/2024,6011270001               ,100.0
224,       CDVM,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,294,160822                        ,8/15/2024,6011270002               ,0.0
225,       CDVM,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,326,180922                        ,9/16/2024,6011270002               ,0.0
226,       CDVM,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,527,060423                        ,4/5/2025,6010020204               ,0.0
227,       CDVM,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,644,310723                        ,7/31/2025,6010950016               ,60.0
228,       CDVM,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,510,210323                        ,3/19/2025,6010900031               ,125.0
229,       CDVM,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,515,250323                        ,3/24/2025,6010900002               ,41.0
230,       CDVM,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",304,513,220323                        ,3/22/2025,6010900001               ,18.0
231,       CDVM,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",160,259,120722                        ,7/11/2024,6010900032               ,0.0
232,       CDVM,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",160,511,210323                        ,3/20/2025,6010900032               ,68.0
233,       CDVM,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,517,250323                        ,3/26/2025,6010900018               ,0.0
234,       CDVM,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,421,211222                        ,12/20/2024,6010900024               ,301.0
235,       CDVM,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,491,240223                        ,2/28/2025,6010900024               ,1850.0
236,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,310,010922                        ,8/31/2024,6010010007               ,0.0
237,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,648,060823                        ,8/4/2025,6010010007               ,40.0
238,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,671,280823                        ,8/27/2025,6010010007               ,39.0
239,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,698,240923                        ,9/23/2025,6010010007               ,30.0
240,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,720,161023                        ,10/15/2025,6010010007               ,6092.0
241,       CDVM,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,260,120722                        ,7/12/2024,6010010184               ,0.0
242,       CDVM,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,372,021122                        ,11/1/2024,6010010184               ,94.0
243,       CDVM,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,415,151222                        ,12/14/2024,6010010184               ,360.0
244,       CDVM,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,230,130622                        ,6/12/2024,6010010077               ,0.0
245,       CDVM,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,664,210823                        ,8/20/2025,6010010077               ,814.0
246,       CDVM,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,704,290923                        ,9/29/2025,6010010077               ,0.0
247,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,273,260722                        ,7/25/2024,6010010112               ,0.0
248,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,672,290823                        ,8/28/2025,6010010112               ,42.0
249,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,685,110923                        ,9/10/2025,6010010112               ,12.0
250,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,702,280923                        ,9/27/2025,6010010112               ,1980.0
251,       CDVM,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,695,180923                        ,9/20/2025,6010010008               ,60.0
252,       CDVM,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,706,021023                        ,10/1/2025,6010010008               ,2600.0
253,       CDVM,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,381,111122                        ,11/10/2024,6011570002               ,5.0
254,       CDVM,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,504,140323                        ,3/13/2025,6011570002               ,360.0
255,       CDVM,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,373,031122                        ,11/2/2024,6011570005               ,398.0
256,       CDVM,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,511,210323                        ,3/20/2025,6011570005               ,160.0
257,       CDVM,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,504,120323                        ,3/13/2025,6010570019               ,0.0
258,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,184,010722                        ,4/27/2024,6040100010               ,0.0
259,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,228,150823                        ,6/10/2024,6040100010               ,0.0
260,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,267,230923                        ,7/19/2024,6040100010               ,0.0
261,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,284,101023                        ,8/5/2024,6040100010               ,16820.0
262,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,183,010723                        ,4/26/2024,6040100009               ,23.0
263,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,195,130723                        ,5/8/2024,6040100009               ,0.0
264,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,214,010823                        ,5/27/2024,6040100009               ,91.0
265,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,247,030923                        ,6/29/2024,6040100009               ,14850.0
266,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,256,080923                        ,7/8/2024,6040100009               ,2592.0
267,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,270,260923                        ,7/22/2024,6040100009               ,4608.0
268,       CDVM,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",60,209,250923                        ,5/22/2024,6040100014               ,0.0
269,       CDVM,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",377,212,280923                        ,5/25/2024,6040100001               ,2211.0
270,       CDVM,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",377,224,101023                        ,6/6/2024,6040100001               ,15457.0
271,       CDVM,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",80,267,230923                        ,7/19/2024,6040100003               ,2348.0
272,       CDVM,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",80,289,151023                        ,8/10/2024,6040100003               ,2881.0
273,       CDVM,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,254,R101023                       ,7/6/2024,6030330001               ,1795.0
274,       CDVM,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",80,265,R211023                       ,7/17/2024,6030050074               ,560.0
275,       CDVM,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,262,R181023                       ,7/14/2024,6030050070               ,2080.0
276,       CDVM,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,263,R191023                       ,7/15/2024,6030050070               ,2600.0
277,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,254,R101023                       ,7/6/2024,6030050071               ,274.0
278,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,255,R111023                       ,7/7/2024,6030050071               ,144.0
279,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,256,R121023                       ,7/8/2024,6030050071               ,4860.0
280,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,257,R131023                       ,7/9/2024,6030050071               ,3024.0
281,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,262,R181023                       ,7/14/2024,6030050071               ,6768.0
282,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,263,R191023                       ,7/15/2024,6030050071               ,1008.0
283,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,264,R201023                       ,7/16/2024,6030050071               ,2016.0
284,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,254,R101023                       ,7/6/2024,6030050069               ,0.0
285,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,255,R111023                       ,7/7/2024,6030050069               ,2720.0
286,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,256,R121023                       ,7/8/2024,6030050069               ,9818.0
287,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,257,R131023                       ,7/9/2024,6030050069               ,1632.0
288,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,262,R181023                       ,7/14/2024,6030050069               ,10608.0
289,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,263,R191023                       ,7/15/2024,6030050069               ,4624.0
290,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,265,R211023                       ,7/17/2024,6030050069               ,4352.0
291,       CDVM,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,229,160823                        ,6/11/2024,6030040040               ,0.0
292,       CDVM,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,238,250823                        ,6/20/2024,6030040040               ,0.0
293,       CDVM,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,242,230823                        ,6/24/2024,6030040040               ,0.0
294,       CDVM,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,229,160823                        ,6/11/2024,6030040007               ,12513.0
295,       CDVM,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",272,238,250823                        ,6/20/2024,6030040073               ,1308.0
296,       CDVM,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",108,238,250823                        ,6/20/2024,6030040057               ,2119.0
297,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,229,150923                        ,6/11/2024,6030010007               ,0.0
298,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,230,160923                        ,6/12/2024,6030010007               ,0.0
299,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,245,011023                        ,6/27/2024,6030010007               ,776.0
300,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,249,051023                        ,7/1/2024,6030010007               ,1586.0
301,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,251,071023                        ,7/3/2024,6030010007               ,1560.0
302,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,255,111023                        ,7/7/2024,6030010007               ,33800.0
303,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,256,121023                        ,7/8/2024,6030010007               ,14300.0
304,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,259,151023                        ,7/11/2024,6030010007               ,26520.0
305,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,215,010923                        ,5/28/2024,6030010019               ,432.0
306,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,224,100923                        ,6/6/2024,6030010019               ,56.0
307,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,228,140923                        ,6/10/2024,6030010019               ,0.0
308,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,233,190923                        ,6/15/2024,6030010019               ,0.0
309,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,234,200923                        ,6/16/2024,6030010019               ,0.0
310,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,249,051023                        ,7/1/2024,6030010019               ,144.0
311,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,250,061023                        ,7/2/2024,6030010019               ,450.0
312,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,256,121023                        ,7/8/2024,6030010019               ,31536.0
313,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,158,050823                        ,4/1/2024,6030010129               ,5220.0
314,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,183,300823                        ,4/26/2024,6030010129               ,201.0
315,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,185,010923                        ,4/28/2024,6030010129               ,377.0
316,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,190,060923                        ,5/3/2024,6030010129               ,33176.0
317,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,218,040923                        ,5/31/2024,6030010129               ,377.0
318,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,222,081023                        ,6/4/2024,6030010129               ,6032.0
319,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,228,140923                        ,6/10/2024,6030010129               ,377.0
320,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,186,030823                        ,4/29/2024,6030010170               ,0.0
321,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,220,060923                        ,6/2/2024,6030010170               ,188.0
322,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,224,100923                        ,6/6/2024,6030010170               ,0.0
323,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,229,150923                        ,6/11/2024,6030010170               ,272.0
324,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,235,210923                        ,6/17/2024,6030010170               ,272.0
325,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,239,250923                        ,6/21/2024,6030010170               ,272.0
326,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,247,031023                        ,6/29/2024,6030010170               ,2979.0
327,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,251,071023                        ,7/3/2024,6030010170               ,22372.0
328,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,253,091023                        ,7/5/2024,6030010170               ,4080.0
329,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,259,151023                        ,7/11/2024,6030010170               ,49232.0
330,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,189,060823                        ,5/2/2024,6030010208               ,0.0
331,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,209,260823                        ,5/22/2024,6030010208               ,81.0
332,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,252,081023                        ,7/4/2024,6030010208               ,2672.0
333,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,262,181023                        ,7/14/2024,6030010208               ,7520.0
334,       CDVM,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,181,290723                        ,4/24/2024,6030010026               ,93.0
335,       CDVM,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,249,051023                        ,7/1/2024,6030010026               ,19811.0
