,Artículo@Cliente (Facturación) None,Artículo@DESC,Boca de Entrega@Cliente (Facturación) None,Boca de Entrega@DESC,Dias Mínimo
3734,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",229016,ASOC.MUTUAL SOCIOS Y ADHER.COOP.AGR.RAMA,120.0
3735,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",231537,RODEGHIERO ANTONIO GUIDO                ,120.0
3736,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",231884,MINISTERIO DE DESARROLLO SOCIAL         ,120.0
3737,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",232169,INC S.A. (MUNRO)                        ,240.0
3738,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",232173,DORINKA S.R.L. (CD - MORENO)            ,120.0
3739,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",232571,LIBERTAD S.A. (LICEO)                   ,180.0
3740,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",237774,ASOC.COLEGIO ADVENTISTA DEL PLATA       ,120.0
3741,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",237840,INC S.A. (E.ECHEVERRIA)                 ,240.0
3742,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",239333,MAYORA VICTOR EDUARDO                   ,120.0
3743,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",239343,CORMORAN S.A. SERV. MAYORISTA           ,60.0
3744,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",239554,PANADERIA GUERSCOVICH S.R.L.            ,120.0
3745,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",239559,ECOSER S.R.L.                           ,120.0
3746,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",239565,ESCUDERO MANUEL ALFREDO                 ,120.0
3747,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",240843,CARNES PACK T.L. S.A. (TREN. LAU.-ROCA) ,120.0
3748,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",240932,REALES AGRUP. (LA PLATA-208 Y532)       ,120.0
3749,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241153,SUPERMERCADOS TOLEDO S.A. (CENTRAL)     ,120.0
3750,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241197,MAYCAR S.A.(BURZACO)                    ,150.0
3751,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241198,MAYCAR S.A. (MALVINAS)                  ,150.0
3752,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241203,MAYCAR S.A. (QUILMES OESTE)             ,150.0
3753,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241205,MAYCAR S.A. (MORENO)                    ,150.0
3754,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241207,MAYCAR S.A. (CAP-TRONADOR)              ,150.0
3755,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241210,MAYCAR S.A. (LAFERRERE)                 ,150.0
3756,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241215,MAYCAR S.A. (CAP-GALLO)                 ,150.0
3757,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241217,MAYCAR S.A. (LA PLATA)                  ,150.0
3758,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241219,MAYCAR S.A. (LOMA HERMOSA)              ,150.0
3759,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",241245,COTO S.A. (BARRIO ESTEBAN ECHEVERRIA)   ,300.0
3760,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",242392,ORGANIZACION CARRERA S.R.L.             ,120.0
3761,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",242402,DALLIA MIGUEL DOMINGO                   ,120.0
3762,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",242940,SAJEL SOCIEDAD ANONIMA                  ,120.0
3763,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",242957,EL OBRERO S.A.                          ,120.0
3764,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",243249,BASABILBASO ALBERTO SALVADOR            ,120.0
3765,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",243263,KILBEL S.A.                             ,60.0
3766,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",243264,MAGANI MARIO OSVALDO                    ,120.0
3767,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",243278,SERRICHIO JUAN CARLOS ANTONIO           ,120.0
3768,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",243282,SUPERMERCADOS BATTISTI S.R.L.           ,120.0
3769,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",243613,UNION AGRICOLA DE ROMANG COOP.LTDA.     ,120.0
3770,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",245032,COOP.OBRERA LTDA. (I.WHITE-ACC.AL PUERTO,120.0
3771,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",245262,DIA ARGENTINA SA (VICENTE LOPEZ)        ,605.0
3772,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",245298,MAYCAR S.A (YRIGOYEN-EL TALAR)          ,150.0
3773,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",245301,MAYCAR S.A. (AVELLANEDA)                ,150.0
3774,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",245302,MAYCAR S.A. (SAN JUSTO)                 ,150.0
3775,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",246477,ROSARIO COMPRAS AGRUPACION DE COLABORACI,120.0
3776,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",248540,SUPER SERANIL S.R.L.                    ,120.0
3777,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",250427,NUEVO IMPACTO AGRUP. COLAB (CAP.BERMUDEZ,120.0
3778,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",250428,NUEVO IMPACTO AGRUP. COLAB (SAN LORENZO),120.0
3779,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",250619,LA SANDRO S.R.L.                        ,120.0
3780,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",250901,VIFOOD S.R.L.                           ,120.0
3781,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",252499,CHUMACERO CRISTINA                      ,120.0
3782,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",252641,TRIUNFADORES S.A.                       ,120.0
3783,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",253425,DIA ARGENTINA SA (BURZACO)              ,605.0
3784,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",255567,SACCOMANI GUILLERMO Y CARLOS S.H.       ,120.0
3785,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",255871,DAMESCO S.A.                            ,120.0
3786,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",255890,"COOP.DE PROV,CONSUMO Y CREDITO MADRE    ",120.0
3787,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",255892,QUIROGA OSVALDO MILTON                  ,120.0
3788,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",256477,DAMESCO S.A. (AV.PARAGUAY 1250)         ,120.0
3789,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",256486,EL OBRERO S.A. (R. LEACH 20)            ,120.0
3790,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",256744,AIELLO SUPERMERCADOS (EX RUTA 7)        ,120.0
3791,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",257853,INC S.A. (J.SALGUERO 3172-CAP.FED.)     ,240.0
3792,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",259545,CHAQUEÑITO SRL                          ,120.0
3793,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",260883,MARIANO S.A. (J B JUSTO)                ,120.0
3794,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",267573,SUPERMERCADOS PETRELLI S.A              ,120.0
3795,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",267752,MAYCAR S.A. (NEUQUEN)                   ,150.0
3796,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",268380,EL SATURNO SUPERMERCADO S.A.            ,120.0
3797,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",269517,CASTETS Y TANINO SRL                    ,120.0
3798,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",270221,MIRABET DANIELA GEORGINA                ,120.0
3799,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",270449,EL INDIO S.R.L. (TARTAGAL)              ,120.0
3800,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",273866,BERTOLIN JUAN CARLOS (LAS HERAS 936)    ,120.0
3801,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",274650,COOP.AGR.GAN.E IND.DE PATAGONES Y VIEDMA,120.0
3802,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",274749,AIMETTA JORGE GUSTAVO                   ,120.0
3803,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",279534,ALBERDI SOCIEDAD ANONIMA (RUTA 66)      ,120.0
3804,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",280187,MEGAUNION AGRUP.DE COLABORACION EMP     ,120.0
3805,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",280890,SUPERMERCADOS MAYOR S.A.                ,120.0
3806,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",281114,MARABOTTO JOSE DANIEL                   ,120.0
3807,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",286734,MAYCAR S.A. (MAR DEL PLATA)             ,150.0
3808,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",287499,LA REINA S.A (OROÑO 3478)               ,120.0
3809,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",287665,LA REINA S.A                            ,120.0
3810,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",287701,JOSIMAR S.A. (CENTRO DISTRIBUCION)      ,120.0
3811,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",288806,NUEVO IMPACTO AGRUP. COLAB (SAN LORENZO),120.0
3812,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",288829,TOMAS DE LEON S.A.C.I.F.A. (LA GIOIOSSA),120.0
3813,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",291155,INC S.A. (ESTEBAN ECHEVERRIA STD II 953),240.0
3814,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",293065,MILLAN S.A. (SANTA CATALINA)            ,120.0
3815,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",294866,MAYCAR S.A. (BAHIA BLANCA)              ,150.0
3816,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",301076,COMERCIAL GALETTI HNOS SRL              ,120.0
3817,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",301161,DISTRIBUIDORA JOTA BE S.A. ( RUTA 5 )   ,120.0
3818,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",301323,AGRUP. DE SUP. SAN NICOLAS (SAN NIC)    ,120.0
3819,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",301931,RAFFIN HUGO ARNALDO                     ,120.0
3820,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",305478,AUTOSERVICIO CENTRO S.R.L.              ,120.0
3821,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",306104,MAYCAR S.A. (PILAR)                     ,150.0
3822,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",306423,LA BARBA MARIANO CARLOS                 ,120.0
3823,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",307036,NUEVO MASOL MAYORISTA S.A (VILLA NUEVA) ,120.0
3824,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",307041,NUEVO MASOL MAYORISTA S.A (SAN RAFAEL)  ,120.0
3825,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",307254,NUEVO IMPACTO AGRUP. COLAB (SAN LORENZO),120.0
3826,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",309488,AUTOSERVICIO BECO SH DE THEUMER Y MONDIN,120.0
3827,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",309837,DIA ARGENTINA S.A. (PARANA)             ,605.0
3828,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",311631,ANTOMAX S.R.L.                          ,120.0
3829,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",313729,MAS S.R.L.                              ,120.0
3830,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",318854,DIA ARGENTINA S.A. (TORTUGUITAS)        ,605.0
3831,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",319307,CAPRIOLO S.R.L.                         ,120.0
3832,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",322298,BAEZ SUSANA GRACIELA                    ,120.0
3833,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",322850,ASOC.EMPLEADOS DE COMERCIO DE ROSARIO   ,120.0
3834,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",324060,GUILLERMO SAEZ S.R.L.                   ,120.0
3835,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",324293,SUPERMERCADO TUTI 2 S.A. (AV.SAN MARTIN),120.0
3836,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",324689,BOSIN S.A.                              ,120.0
3837,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",327243,FAGUMA S.R.L.                           ,120.0
3838,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",327388,FAGUMA S.R.L. (TUCUMAN)                 ,120.0
3839,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",330329,GRUPO 2000 AGRUPACION (MALVINAS ARG)    ,120.0
3840,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",330703,SUPER CORDOBA A GRANEL S.A (MALAGUEÑO)  ,120.0
3841,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",330916,CENCOSUD S.A. (MONTE GRANDE)            ,370.0
3842,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",330918,CENCOSUD S.A. (CORDOBA)                 ,365.0
3843,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",330919,CENCOSUD S.A. (MZA-EX VEA RUTA 7 Y CONC),300.0
3844,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",330921,CENCOSUD S.A. (COLOMBRES)               ,300.0
3845,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",333505,NUEVO PREMIUM S.A.  (ROSARIO)           ,120.0
3846,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",340418,SUPERMERCADO MAFER S.A.S.               ,120.0
3847,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",344134,CYRE S.A.                               ,120.0
3848,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",346100,ALBERDI SOCIEDAD ANONIMA (TUCUMAN)      ,120.0
3849,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",347207,NUEVO MASOL MAYORISTA S.A. (TUNUYAN)    ,120.0
3850,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",355033,MARABOTTO DISTRIBUCIONES S.A.           ,120.0
3851,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",357919,LAS CINCO ESQUINAS S.A.S                ,120.0
3852,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",360190,MILLAN S.A. (LAS HERAS)                 ,120.0
3853,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",360951,ALE - WEI SOCIEDAD ANONIMA (PELLEGRINI) ,120.0
3854,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",362816,ARCE DIEGO IGNACIO                      ,120.0
3855,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",363170,WESTBERG ENRIQUE EDUARDO (SGO DEL ESTERO,120.0
3856,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.                         ",365523,MINISTERIO DE DESARROLLO SOCIAL(V.MARTEL,120.0
3857,6010040114               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,ABASTECEMOS DE OCCIDENTE     ",293459,ABASTECEMOS DE OCCIDENTE S.A.           ,120.0
3858,6010040115               ,"AC,CADA DIA,GIR,6X3L,B,ESP,ABASTECEMOS DE OCCIDENTE         ",293459,ABASTECEMOS DE OCCIDENTE S.A.           ,120.0
3859,6010040118               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,COMPANIA D SIERRA SAS        ",314831,COMPAÑIA DSIERRA S.A.S.                 ,120.0
3860,6010040119               ,"AC,CADA DIA,GIR,6X3L,B,ESP,COMPANIA D SIERRA SAS            ",314831,COMPAÑIA DSIERRA S.A.S.                 ,120.0
3861,6010040124               ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,ABASTECEMOS DE OCCIDENTE      ",293459,ABASTECEMOS DE OCCIDENTE S.A.           ,120.0
3862,6010040126               ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,COMPANIA D SIERRA SAS         ",314831,COMPAÑIA DSIERRA S.A.S.                 ,120.0
3863,6010040130               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,MERCAMIO S.A.                ",275967,MERCAMIO S.A.                           ,120.0
3864,6010040131               ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,MERCAMIO S.A.                 ",275967,MERCAMIO S.A.                           ,120.0
3865,6010040132               ,"AC,CADA DIA,GIR,6X3L,B,ESP,MERCAMIO S.A.                    ",275967,MERCAMIO S.A.                           ,120.0
3866,6010040134               ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,INVERSIONES SUPERVAQUITA      ",328766,INVERSIONES SUPERVAQUITA LA 33 S.A.S.   ,120.0
3867,6010040135               ,"AC,CADA DIA,GIR,6X3L,B,ESP,INVERSIONES SUPERVAQUITA         ",328766,INVERSIONES SUPERVAQUITA LA 33 S.A.S.   ,120.0
3868,6010040144               ,"AC,CADA DIA,SOJA,12X900ML,B,ESP,NEXFOODS LLC                ",339338,NEXFOODS LLC                            ,120.0
3869,6010040149               ,"AC,CADA DIA,SOJA,12X900ML,B,ESP,ALIMENTOS SATVICOS          ",339338,NEXFOODS LLC                            ,120.0
3870,6010040151               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,INVERCOMER DEL CARIBE S.A.S. ",363389,INVERCOMER DEL CARIBE SAS								       ,120.0
3871,6010040153               ,"AC,CADA DIA,GIR,6X3L,B,ESP,INVERCOMER DEL CARIBE S.A.S.     ",363389,INVERCOMER DEL CARIBE SAS								       ,120.0
3872,6010050010               ,"AC,RIO DE LA PLATA,GIR,12X900ML,B,ESP,SOLDO HNOS S.A.       ",221603,SOLDO HNOS. S.A.                        ,120.0
3873,6010080001               ,"AC,DEL CAMPO,SOJA,12X1L,B,ESP,INTERLOOM S.A.                ",221598,INTERLOOM S.A.C                         ,120.0
3874,6010080008               ,"AC,DEL CAMPO,SOJA,12X900ML,B,ESP,INTERLOOM S.A.             ",221598,INTERLOOM S.A.C                         ,120.0
3875,6010080014               ,"AC,DEL CAMPO,GIR,4X5L,C,ESP,INTERLOOM S.A.                  ",221598,INTERLOOM S.A.C                         ,120.0
3876,6010080015               ,"AC,DEL CAMPO,GIR,12X900ML,B,ESP,INTERLOOM S.A.              ",221598,INTERLOOM S.A.C                         ,120.0
3877,6010080016               ,"AC,DEL CAMPO,SOJA,24X500ML,B,ESP,INTERLOOM S.A.             ",221598,INTERLOOM S.A.C                         ,120.0
3878,6010080017               ,"AC,DEL CAMPO,SOJA,6X3L,B,ESP,INTERLOOM S.A.                 ",221598,INTERLOOM S.A.C                         ,120.0
3879,6010080018               ,"AC,DEL CAMPO,SOJA,4X5L,C,ESP,INTERLOOM S.A.                 ",221598,INTERLOOM S.A.C                         ,120.0
3880,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",200077,LA AGRICOLA REG.COOP.LTDA.              ,120.0
3881,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",200561,COTAGRO COOP. AGROP.LTDA.               ,120.0
3882,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",202821,HIJOS DE BENJAMIN TOVO S.R.L.           ,120.0
3883,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",202826,VAZQUEZ Y CIA S.A.                      ,120.0
3884,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",204962,CEREALES SANTA LUCIA S.A.               ,120.0
3885,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",206635,COOP.AGRIC.Y DE CONSUMO LTDA. SANTA ROSA,120.0
3886,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",215258,MILLAN S.A.                             ,120.0
3887,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",215820,UNION AGRICOLA DE AVELLANEDA COOP.LTDA  ,120.0
3888,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",220240,SUPERMERCADO EUROPA S.R.L.              ,120.0
3889,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",220367,PINTO HNOS. S.A.                        ,120.0
3890,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",220370,ANTONIAZZI HERMANOS S.A.                ,120.0
3891,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",220371,SUPERMERCADO EL TUNEL S.A.              ,120.0
3892,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",220376,KILGELMANN S.R.L.                       ,60.0
3893,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",223397,S.A. IMP.Y EXP.DE LA PATAGONIA          ,425.0
3894,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",225582,ANSELMI Y CIA. S.R.L.                   ,120.0
3895,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",225593,BRUSA VICTOR RAUL                       ,120.0
3896,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",225605,COOP.PROV.Y CRED.DE SUPERMERC.ALMACOR   ,120.0
3897,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",225612,DELFIN S.A.                             ,120.0
3898,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",225675,PEDROTTI DISTRIBUCIONES S.R.L.          ,120.0
3899,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",225706,SUPERIMPERIO S.A                        ,120.0
3900,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",225908,SUC. DE BLANCH BENJAMIN LUIS            ,120.0
3901,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",226759,ARNALDO P. APPELLA S.A.                 ,120.0
3902,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",226767,CODISER S.A.                            ,120.0
3903,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",226796,LA GENOVESA SUPERMERCADOS S.A.          ,120.0
3904,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",226806,MASIVOS S.A.                            ,180.0
3905,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",226810,RICARDO NINI SOCIEDAD ANONIMA           ,120.0
3906,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",226814,PUELCHE S.A.I.C.Y.F.                    ,120.0
3907,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",228122,RAMON BUJ E HIJOS SA                    ,120.0
3908,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",228629,POTIGIAN GOLOSINAS SACIFI               ,120.0
3909,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",228637,LORO PICENO S.R.L.                      ,120.0
3910,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.              ",228809,PIANTONI HNOS SACIFI Y A                ,120.0
