,Boca de entrega,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Artículo@LITM,Artículo@Descripcion,Pallets Solicitados,Cajas Solicitadas
26,242848,SD,174221,6010900002,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.      ",0.205128,32.0
27,242848,SD,174221,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",0.432432,80.0
28,242848,SD,174222,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",3.0,150.0
29,359653,SD,660753,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.034615,9.0
30,330916,SD,174215,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",2.472222,178.0
31,330916,SD,174216,6010950016,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.            ",1.12,84.0
32,330916,SD,174217,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",0.8,40.0
33,330916,SD,174218,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",0.2,10.0
34,330919,SD,174108,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.09375,15.0
35,330919,SD,174195,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.129464,29.0
36,241245,SD,174224,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",7.114583,1366.0
37,241245,SD,174224,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.78125,150.0
38,241245,SD,661344,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",5.208333,1250.0
39,241245,SD,661344,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.458333,110.0
40,241245,SD,661344,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",0.070833,17.0
41,241245,SD,661344,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",0.1875,45.0
42,241245,SD,661344,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",2.0,216.0
43,241245,SD,661344,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",5.104167,1225.0
44,241245,SD,661344,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",0.083333,9.0
45,241245,SD,661344,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",2.916667,700.0
46,241245,SD,661345,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",24.0,3024.0
47,241245,SD,661346,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",22.287037,2407.0
48,241245,SD,661347,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",15.68254,1976.0
49,241245,SD,661347,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",10.0,1080.0
50,284817,SD,174049,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",4.5,324.0
51,284817,SD,174049,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",1.0,60.0
52,284817,SD,174049,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",2.8,140.0
53,284817,SD,174049,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.089286,20.0
54,284817,SD,174049,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.401786,90.0
55,284817,SD,661048,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.219231,57.0
56,284817,SD,661048,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.538462,140.0
57,284817,SD,661048,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",1.125,162.0
58,284817,SD,661048,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",2.692308,700.0
59,284817,SD,661048,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",5.25,756.0
60,284817,SD,661048,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",1.875,510.0
61,284817,SD,661048,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",2.166667,234.0
62,284817,SD,661048,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.096154,25.0
63,284817,SD,661048,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",0.25,36.0
64,284817,SD,661048,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.076923,20.0
65,319406,SD,661018,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",0.5,72.0
66,319406,SD,661019,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",1.0,144.0
67,319406,SD,661277,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.153846,40.0
68,319406,SD,661286,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",1.0,260.0
69,301161,SD,660721,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",0.125,10.0
70,325049,SD,661294,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
71,325049,SD,661294,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",1.0,144.0
72,325049,SD,661294,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",1.0,260.0
73,325049,SD,661294,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",6.0,864.0
74,325049,SD,661294,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",6.0,648.0
75,325049,SD,661294,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",1.0,260.0
76,325049,SD,661294,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.25,68.0
77,317641,SD,173784,6010960007,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.            ",0.034722,5.0
78,335857,SD,173818,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",4.0,240.0
79,335857,SD,661039,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",1.0,377.0
80,335857,SD,661039,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",0.25,20.0
81,335857,SD,661039,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",1.0,80.0
82,335857,SD,661039,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",0.461538,174.0
83,335857,SD,661039,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",0.25,20.0
84,305223,SD,660197,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.153846,40.0
85,305223,SD,660197,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",0.125,18.0
86,316006,SD,174142,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1.0,72.0
87,261138,SD,174177,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",2.0,144.0
88,261138,SD,660785,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",0.019231,5.0
89,261138,SD,661287,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
90,261138,SD,661287,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",1.0,108.0
91,242156,SD,660997,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",0.735294,200.0
92,242156,SD,660997,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",1.851852,200.0
93,242156,SD,661062,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",2.5,200.0
94,307199,SD,661310,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",0.6,48.0
95,299351,SD,660377,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.030769,8.0
96,299351,SD,661197,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.030769,8.0
97,261131,SD,174158,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",0.125,20.0
98,261131,SD,174158,6010900002,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.      ",0.025641,4.0
99,261131,SD,174158,6010900018,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.     ",0.121795,19.0
100,261131,SD,174158,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",0.135135,25.0
101,338653,SD,174140,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1.0,72.0
102,338653,SD,174140,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",1.0,50.0
103,338653,SD,174176,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",0.09375,15.0
104,338653,SD,174176,6010900002,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.      ",0.032051,5.0
105,338653,SD,174176,6010900018,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.     ",0.032051,5.0
106,338653,SD,174176,6010900017,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.   ",0.016447,5.0
107,338653,SD,661237,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.153846,40.0
108,338653,SD,661237,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",0.153846,40.0
109,338653,SD,661237,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",0.125,18.0
110,338653,SD,661237,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.076923,20.0
111,338653,SD,661237,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",0.125,18.0
112,338653,SD,661237,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.076923,20.0
113,338653,SD,661237,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.125,34.0
114,260883,SD,173801,6010950015,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.            ",0.173611,25.0
115,226806,SD,174213,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",4.527778,326.0
116,226806,SD,661351,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.169118,46.0
117,226806,SD,661351,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",1.7,442.0
118,226806,SD,661351,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",1.736111,250.0
119,226806,SD,661351,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",1.0,260.0
120,281096,SD,659905,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.136029,37.0
121,241213,SD,660202,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",0.666667,72.0
122,282507,SD,660243,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",0.666667,72.0
123,241180,SD,661201,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.076923,20.0
124,241180,SD,661201,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",0.9375,135.0
125,241180,SD,661201,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.076923,20.0
126,363993,SD,661181,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.076923,20.0
127,363993,SD,661181,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.25,68.0
128,363993,SD,661182,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.076923,20.0
129,248095,SD,660939,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",0.5,72.0
130,248095,SD,660939,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",1.0,272.0
131,248095,SD,661291,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",1.0,260.0
132,241227,SD,173308,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.071429,16.0
133,241227,SD,173329,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.035714,8.0
134,241227,SD,173810,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.196429,44.0
135,241227,SD,661021,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.461538,120.0
136,267752,SD,661332,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.375,102.0
137,248894,SD,174090,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.285714,64.0
138,289078,SD,174091,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.196429,44.0
139,331183,SD,174095,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.142857,32.0
140,331183,SD,660929,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.25,68.0
141,331183,SD,660938,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.977941,266.0
142,331183,SD,661065,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.230769,60.0
143,331183,SD,661066,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.022059,6.0
144,331183,SD,661067,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",1.0,144.0
145,331183,SD,661067,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.576923,150.0
146,277494,SD,174088,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.285714,64.0
147,277494,SD,661034,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.5,136.0
148,277494,SD,661034,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.625,170.0
149,277494,SD,661156,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.230769,60.0
150,360190,SD,660735,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",1.346154,350.0
151,334294,SD,173847,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",1.0,60.0
152,334294,SD,660143,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",0.153846,58.0
153,334294,SD,660144,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",0.076923,29.0
154,334294,SD,660819,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",0.076923,20.0
155,334294,SD,660819,6030010129,"MAYO,NATURA,RVL 31%,L.G,192,8 CC,SH,ST (SIN TAPA),",0.076923,29.0
156,334294,SD,660819,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",0.125,34.0
157,334294,SD,660819,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",0.2,16.0
158,321388,SD,174163,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",0.06,3.0
159,258384,SD,173794,6010960007,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.            ",0.493056,71.0
160,258384,SD,173795,6010950015,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.            ",0.104167,15.0
161,258384,SD,173797,6010960007,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.            ",0.125,18.0
162,226810,SD,660775,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",2.558824,696.0
163,327955,SD,661282,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",0.161538,42.0
164,327955,SD,661282,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",0.347222,50.0
165,223397,SD,174198,6011570002,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.            ",3.333333,200.0
166,223397,SD,174198,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",2.777778,200.0
167,223397,SD,174198,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",1.339286,300.0
168,223397,SD,174198,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",0.892857,200.0
169,223397,SD,174198,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",4.017857,900.0
170,223397,SD,174198,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.892857,200.0
171,223397,SD,661334,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",2.488462,647.0
172,337685,SD,174167,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",0.55,88.0
173,323541,SD,174159,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",0.0625,10.0
174,323541,SD,174159,6010900002,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.      ",0.019231,3.0
175,323541,SD,174159,6010900018,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.     ",0.076923,12.0
176,323541,SD,174159,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",0.081081,15.0
177,354319,SD,661284,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",1.0,260.0
178,280862,SD,661285,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.125,34.0
179,261777,SD,661123,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",1.0,144.0
180,280890,SD,660998,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",1.0,260.0
181,228600,SD,173757,6010900017,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.   ",0.016447,5.0
182,228600,SD,660701,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",0.175,14.0
183,335698,SD,174085,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1.0,72.0
184,335698,SD,660732,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",0.230769,60.0
185,335698,SD,660732,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",0.375,54.0
186,335698,SD,660732,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",0.25,68.0
187,335698,SD,660732,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",0.333333,36.0
188,280889,SD,174171,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",0.0625,10.0
189,280889,SD,174171,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",0.108108,20.0
190,280889,SD,661280,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",1.0,80.0
191,280889,SD,661281,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",2.0,160.0
