,Boca de entrega,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Artículo@LITM,Artículo@Descripcion,Cajas Solicitadas,Pallets Solicitados
18,274066,SD,660858,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",1020.0,3.923077
19,274066,SD,660858,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",288.0,2.0
20,274066,SD,660858,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",748.0,2.75
21,274066,SD,660859,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",46.0,0.176923
22,274066,SD,660859,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",16.0,0.2
23,274066,SD,660859,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",84.0,0.323077
24,274066,SD,660859,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",20.0,0.076923
25,322298,SD,661364,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",5.0,0.018382
26,225591,SD,173799,6010900001,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",10.0,0.032895
27,359653,SD,660753,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",9.0,0.034615
28,330919,SD,174108,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",15.0,0.09375
29,330919,SD,174195,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",29.0,0.129464
30,319406,SD,661018,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",72.0,0.5
31,319406,SD,661019,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",144.0,1.0
32,319406,SD,661277,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",40.0,0.153846
33,319406,SD,661286,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",260.0,1.0
34,301161,SD,660721,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",10.0,0.125
35,317641,SD,173784,6010960007,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.            ",5.0,0.034722
36,305223,SD,660197,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",40.0,0.153846
37,305223,SD,660197,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",18.0,0.125
38,261138,SD,660785,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",5.0,0.019231
39,261138,SD,661287,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
40,261138,SD,661287,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",108.0,1.0
41,242156,SD,660997,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",200.0,0.735294
42,242156,SD,660997,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",200.0,1.851852
43,242156,SD,661062,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",200.0,2.5
44,307199,SD,661310,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",48.0,0.6
45,299351,SD,660377,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",8.0,0.030769
46,299351,SD,661197,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",8.0,0.030769
47,261131,SD,174158,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",20.0,0.125
48,261131,SD,174158,6010900002,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.      ",4.0,0.025641
49,261131,SD,174158,6010900018,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.     ",19.0,0.121795
50,261131,SD,174158,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",25.0,0.135135
51,260883,SD,173801,6010950015,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.            ",25.0,0.173611
52,281096,SD,659905,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",37.0,0.136029
53,241213,SD,660202,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",72.0,0.666667
54,282507,SD,660243,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",72.0,0.666667
55,241180,SD,661201,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
56,241180,SD,661201,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",135.0,0.9375
57,241180,SD,661201,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",20.0,0.076923
58,363993,SD,661181,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
59,363993,SD,661181,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",68.0,0.25
60,363993,SD,661182,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
61,248095,SD,660939,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",72.0,0.5
62,248095,SD,660939,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",272.0,1.0
63,248095,SD,661291,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",260.0,1.0
64,241227,SD,173308,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",16.0,0.071429
65,241227,SD,173329,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",8.0,0.035714
66,241227,SD,173810,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",44.0,0.196429
67,241227,SD,661021,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",120.0,0.461538
68,267752,SD,661332,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",102.0,0.375
69,248894,SD,174090,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",64.0,0.285714
70,289078,SD,174091,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",44.0,0.196429
71,331183,SD,174095,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",32.0,0.142857
72,331183,SD,660929,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",68.0,0.25
73,331183,SD,660938,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",266.0,0.977941
74,331183,SD,661065,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",60.0,0.230769
75,331183,SD,661066,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",6.0,0.022059
76,331183,SD,661067,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",144.0,1.0
77,331183,SD,661067,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",150.0,0.576923
78,277494,SD,174088,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",64.0,0.285714
79,277494,SD,661034,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",136.0,0.5
80,277494,SD,661034,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",170.0,0.625
81,277494,SD,661156,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",60.0,0.230769
82,360190,SD,660735,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",350.0,1.346154
83,321388,SD,174163,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",3.0,0.06
84,258384,SD,173794,6010960007,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.            ",71.0,0.493056
85,258384,SD,173795,6010950015,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.            ",15.0,0.104167
86,258384,SD,173797,6010960007,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.            ",18.0,0.125
87,226810,SD,660775,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",696.0,2.558824
88,327955,SD,661282,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",42.0,0.161538
89,327955,SD,661282,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",50.0,0.347222
90,337685,SD,174167,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",88.0,0.55
91,323541,SD,174159,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",10.0,0.0625
92,323541,SD,174159,6010900002,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.      ",3.0,0.019231
93,323541,SD,174159,6010900018,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.     ",12.0,0.076923
94,323541,SD,174159,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",15.0,0.081081
95,354319,SD,661284,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",260.0,1.0
96,280862,SD,661285,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",34.0,0.125
97,261777,SD,661123,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",144.0,1.0
98,280890,SD,660998,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",260.0,1.0
99,228600,SD,173757,6010900017,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.   ",5.0,0.016447
100,228600,SD,660701,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",14.0,0.175
101,280889,SD,174171,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",10.0,0.0625
102,280889,SD,174171,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",20.0,0.108108
103,280889,SD,661280,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",80.0,1.0
104,280889,SD,661281,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",160.0,2.0
105,361890,SD,174228,6010900018,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.     ",5.0,0.032051
106,361890,SD,174228,6010900017,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.   ",10.0,0.032895
107,361890,SD,661360,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",36.0,0.333333
