,Depósito Padre,cajas_x_pallets,SKU,Descripción,Fecha de Vencimiento,Dias al Vencimiento,Lote,Cajas Disponibles
338,       CDVM,272,6030040073               ,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",6/20/2024,238,250823                        ,1308.0
339,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",7/6/2024,254,R101023                       ,0.0
340,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",7/7/2024,255,R111023                       ,2720.0
341,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",7/8/2024,256,R121023                       ,9818.0
342,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",7/9/2024,257,R131023                       ,1632.0
343,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",7/14/2024,262,R181023                       ,10608.0
344,       CDVM,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",7/15/2024,263,R191023                       ,4624.0
345,       CDVM,272,6050100002               ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",4/25/2024,182,300723                        ,152.0
346,       CDVM,272,6050100002               ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",6/25/2024,243,290923                        ,6834.0
347,       CDVM,304,6010900001               ,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",3/22/2025,513,220323                        ,18.0
348,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",4/1/2024,158,050823                        ,5220.0
349,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",4/26/2024,183,300823                        ,201.0
350,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",4/28/2024,185,010923                        ,377.0
351,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",5/3/2024,190,060923                        ,33176.0
352,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",5/31/2024,218,040923                        ,377.0
353,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6/4/2024,222,081023                        ,6032.0
354,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6/10/2024,228,140923                        ,377.0
355,       CDVM,377,6040100001               ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",5/25/2024,212,280923                        ,2211.0
356,       CDVM,377,6040100001               ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",6/6/2024,224,101023                        ,15457.0
357,       CDVM,377,6050100001               ,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",3/31/2024,157,040823                        ,180.0
358,       CDVM,377,6050100001               ,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",5/26/2024,213,290923                        ,1885.0
359,       CDVM,377,6050100001               ,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",5/28/2024,215,011023                        ,3393.0
360,       CDVM,377,6090020010               ,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",5/12/2024,199,150923                        ,7176.0
361,       CDVM,377,6090020010               ,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",5/29/2024,216,021023                        ,13195.0
362,      CDCAU,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",4/28/2025,550,290423                        ,0.0
363,      CDCAU,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/4/2025,648,060823                        ,0.0
364,      CDLDC,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",4/18/2024,175,180422                        ,0.0
365,      CDLDC,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",3/28/2024,154,290322                        ,0.0
366,      CDLDC,60,6010040002               ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",3/10/2024,136,110322                        ,0.0
367,      CDLDC,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",4/15/2024,172,160422                        ,0.0
368,      CDLDC,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",8/15/2024,294,160822                        ,0.0
369,      CDLDC,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",3/13/2024,139,170623                        ,1195.0
370,      CDLDC,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",4/20/2024,177,250723                        ,6720.0
371,      CDLDC,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,215,010923                        ,51.0
372,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/7/2024,225,R110923                       ,162.0
373,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/8/2024,226,R120923                       ,4428.0
374,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/9/2024,227,R130923                       ,4104.0
375,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/10/2024,228,R140923                       ,4212.0
376,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/11/2024,229,R150923                       ,4212.0
377,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/12/2024,230,R160923                       ,2268.0
378,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/14/2024,232,R180923                       ,864.0
379,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/15/2024,233,R190923                       ,0.0
380,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/16/2024,234,R200923                       ,0.0
381,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/17/2024,235,R210923                       ,3926.0
382,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/18/2024,236,R220923                       ,5760.0
383,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/19/2024,237,R230923                       ,3276.0
384,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/21/2024,239,R250923                       ,5904.0
385,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6/22/2024,240,R260923                       ,6192.0
386,      CDLDC,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/28/2024,215,010923                        ,9131.0
387,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/7/2024,225,R110923                       ,0.0
388,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/8/2024,226,R120923                       ,0.0
389,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/9/2024,227,R130923                       ,0.0
390,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/10/2024,228,R140923                       ,0.0
391,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/11/2024,229,R150923                       ,2730.0
392,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/12/2024,230,R160923                       ,6347.0
393,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/15/2024,233,R190923                       ,5714.0
394,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/16/2024,234,R200923                       ,4940.0
395,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/17/2024,235,R210923                       ,3380.0
396,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/18/2024,236,R220923                       ,3640.0
397,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/19/2024,237,R230923                       ,3380.0
398,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/21/2024,239,R250923                       ,3640.0
399,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/22/2024,240,R260923                       ,3380.0
400,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/23/2024,241,R270923                       ,10660.0
401,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6/25/2024,243,R290923                       ,3120.0
402,      CDLDC,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/4/2024,161,090723                        ,4573.0
403,      CDLDC,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,215,010923                        ,7616.0
404,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/8/2024,226,R120923                       ,0.0
405,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/9/2024,227,R130923                       ,0.0
406,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/10/2024,228,R140923                       ,0.0
407,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/11/2024,229,R150923                       ,0.0
408,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/12/2024,230,R160923                       ,0.0
409,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/16/2024,234,R200923                       ,0.0
410,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/17/2024,235,R210923                       ,0.0
411,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/18/2024,236,R220923                       ,0.0
412,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/19/2024,237,R230923                       ,0.0
413,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/21/2024,239,R250923                       ,0.0
414,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/22/2024,240,R260923                       ,0.0
415,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/23/2024,241,R270923                       ,506.0
416,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6/25/2024,243,R290923                       ,3574.0
417,    CDCDCF1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",8/13/2025,657,120823                        ,33.0
418,    CDCDCF1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",9/20/2025,695,180923                        ,370.0
419,    CDCDCF1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/15/2025,690,160923                        ,98.0
420,    CDCDCF1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/23/2025,698,240923                        ,30.0
421,    CDCDCF1,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/19/2025,694,190923                        ,1570.0
422,    CDCDCF1,60,6010570019               ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",3/13/2025,504,120323                        ,249.0
423,    CDCDCF1,60,6011570002               ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",4/11/2025,533,120423                        ,3586.0
424,    CDCDCF1,60,6030010227               ,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",4/18/2024,175,220823                        ,0.0
425,    CDCDCF1,60,6030010227               ,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",5/8/2024,195,110923                        ,1064.0
426,    CDCDCF1,60,6040100014               ,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",4/14/2024,171,180823                        ,0.0
427,    CDCDCF1,60,6090020014               ,"MOSTAZA,NATURA,1504,8 G,SH,ST(SIN TAPA),ESP,MERCADO INTERNO",4/24/2024,181,280823                        ,50.0
428,    CDCDCF1,60,6090020014               ,"MOSTAZA,NATURA,1504,8 G,SH,ST(SIN TAPA),ESP,MERCADO INTERNO",5/15/2024,202,180923                        ,250.0
429,    CDCDCF1,72,6011570001               ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",3/14/2025,505,150323                        ,414.0
430,    CDCDCF1,72,6011570001               ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",4/10/2025,532,090423                        ,1725.0
431,    CDCDCF1,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,215,010923                        ,0.0
432,    CDCDCF1,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,220,060923                        ,0.0
433,    CDCDCF1,80,6030010228               ,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",5/18/2024,205,220823                        ,0.0
434,    CDCDCF1,80,6030010228               ,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",6/8/2024,226,120923                        ,186.0
435,    CDCDCF1,80,6040100015               ,"KET,NATURA,WENDY'S,4,3000GR,SH,ST,ESP,M.I./ARL",5/25/2024,212,300723                        ,0.0
436,    CDCDCF1,80,6040100015               ,"KET,NATURA,WENDY'S,4,3000GR,SH,ST,ESP,M.I./ARL",5/30/2024,217,040823                        ,161.0
437,    CDCDCF1,105,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",1/14/2025,446,150123                        ,1769.0
438,    CDCDCF1,105,6010040111               ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",2/8/2025,471,090223                        ,662.0
439,    CDCDCF1,105,6010950016               ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",6/13/2025,596,120623                        ,195.0
440,    CDCDCF1,105,6010950016               ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",7/10/2025,623,090723                        ,1917.0
441,    CDCDCF1,105,6010950016               ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",7/31/2025,644,310723                        ,2100.0
442,    CDCDCF1,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",11/21/2024,392,211122                        ,68.0
443,    CDCDCF1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/27/2024,184,010823                        ,108.0
444,    CDCDCF1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/8/2024,195,120823                        ,2164.0
445,    CDCDCF1,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,215,010923                        ,16351.0
446,    CDCDCF1,108,6030040057               ,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",6/20/2024,238,250823                        ,228.0
447,    CDCDCF1,144,6011270001               ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",3/10/2025,501,110323                        ,13.0
448,    CDCDCF1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/28/2024,215,010923                        ,7728.0
449,    CDCDCF1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/6/2024,224,100923                        ,1440.0
450,    CDCDCF1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/10/2024,228,140923                        ,12094.0
451,    CDCDCF1,144,6030040007               ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/11/2024,229,160823                        ,910.0
452,    CDCDCF1,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",5/27/2024,214,010823                        ,555.0
453,    CDCDCF1,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",4/29/2024,186,040723                        ,406.0
454,    CDCDCF1,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",6/2/2024,220,070823                        ,1008.0
455,    CDCDCF1,156,6010900002               ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",9/20/2024,330,210922                        ,8.0
456,    CDCDCF1,156,6010900002               ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",3/24/2025,515,250323                        ,120.0
457,    CDCDCF1,156,6010900018               ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",8/25/2024,304,250822                        ,104.0
458,    CDCDCF1,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",9/16/2024,326,170922                        ,4.0
459,    CDCDCF1,160,6010900031               ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",3/19/2025,510,210323                        ,1.0
460,    CDCDCF1,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",8/17/2024,296,180822                        ,14.0
461,    CDCDCF1,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",11/2/2024,373,031122                        ,160.0
462,    CDCDCF1,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",3/20/2025,511,210323                        ,480.0
463,    CDCDCF1,224,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",7/4/2025,617,186/23                        ,9.0
464,    CDCDCF1,224,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",9/12/2025,687,256/23                        ,427.0
465,    CDCDCF1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/28/2025,672,241/23                        ,1.0
466,    CDCDCF1,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/29/2025,673,242/23                        ,411.0
467,    CDCDCF1,224,6011640001               ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",8/1/2025,645,214/23                        ,183.0
468,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/20/2024,207,240823                        ,2669.0
469,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/26/2024,213,300823                        ,1300.0
470,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",5/28/2024,215,010923                        ,27710.0
471,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/2/2024,220,060923                        ,7800.0
472,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/6/2024,224,100923                        ,4676.0
473,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/11/2024,229,150923                        ,2600.0
474,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/12/2024,230,160923                        ,7280.0
475,    CDCDCF1,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",6/11/2024,229,160823                        ,2068.0
476,    CDCDCF1,260,6030330001               ,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",5/8/2024,195,R120823                       ,284.0
477,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,215,010923                        ,10088.0
478,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,220,060923                        ,5712.0
479,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/6/2024,224,100923                        ,10880.0
480,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/11/2024,229,150923                        ,3536.0
481,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/14/2024,232,180923                        ,2720.0
482,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/17/2024,235,210923                        ,10876.0
483,    CDCDCF1,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",4/1/2024,158,050823                        ,3887.0
484,    CDCDCF1,377,6040100001               ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",4/11/2024,168,150823                        ,2380.0
485,    CDCDCF1,377,6050100001               ,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",3/31/2024,157,040823                        ,125.0
486,    CDCDCF1,377,6090020010               ,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",4/22/2024,179,260823                        ,272.0
487,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",7/31/2024,279,300722                        ,0.0
488,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",8/31/2024,310,300822                        ,0.0
489,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",9/15/2024,325,160922                        ,0.0
490,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",10/18/2024,358,171022                        ,0.0
491,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",10/27/2024,367,281022                        ,0.0
492,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",12/13/2024,414,141222                        ,0.0
493,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",3/13/2025,504,130323                        ,0.0
494,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",3/24/2025,515,250323                        ,0.0
495,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",3/30/2025,521,300323                        ,0.0
496,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",4/20/2025,542,210423                        ,0.0
497,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",5/7/2025,559,080523                        ,0.0
498,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",5/16/2025,568,170523                        ,0.0
499,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",6/29/2025,612,300623                        ,0.0
500,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",7/31/2025,644,010823                        ,0.0
501,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",8/13/2025,657,120823                        ,0.0
502,    CDCDCO1,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",8/30/2025,674,310823                        ,0.0
503,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/8/2024,287,090822                        ,0.0
504,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/20/2024,299,210822                        ,0.0
505,    CDCDCO1,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/31/2024,310,010922                        ,0.0
