,Depósito Padre,cajas_x_pallets,SKU,Descripción,Fecha de Vencimiento,Dias al Vencimiento,Lote,Cajas Disponibles
167,       CDPI,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",4/29/2024,186,R030823                       ,2160.0
168,       CDPI,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/20/2024,207,R240823                       ,480.0
169,       CDPI,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/21/2024,208,R250823                       ,1440.0
170,       CDPI,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/22/2024,209,R260823                       ,880.0
171,       CDPI,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/26/2024,213,R300823                       ,720.0
172,       CDPI,80,6030050074               ,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",5/27/2024,214,R310823                       ,720.0
173,       CDPI,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/8/2024,165,130723                        ,4814.0
174,       CDPI,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/24/2024,181,290723                        ,3240.0
175,       CDPI,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",5/28/2024,215,010923                        ,5184.0
176,       CDPI,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",6/6/2024,224,100923                        ,15552.0
177,       CDPI,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/28/2024,185,R020823                       ,3635.0
178,       CDPI,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",4/30/2024,187,R040823                       ,2484.0
179,       CDPI,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/1/2024,188,R050823                       ,2648.0
180,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/6/2024,224,100923                        ,2286.0
181,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/10/2024,228,140923                        ,10368.0
182,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/11/2024,229,150923                        ,6912.0
183,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/15/2024,233,190923                        ,41472.0
184,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/16/2024,234,200923                        ,6912.0
185,       CDPI,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/14/2024,201,R180823                       ,5475.0
186,       CDPI,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/15/2024,202,R190823                       ,414.0
187,       CDPI,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/20/2024,207,R240823                       ,5328.0
188,       CDPI,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/21/2024,208,R250823                       ,8172.0
189,       CDPI,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/22/2024,209,R260823                       ,2261.0
190,       CDPI,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",5/27/2024,214,R310823                       ,1584.0
191,       CDPI,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",4/29/2024,186,040723                        ,63.0
192,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",3/27/2024,153,010723                        ,20954.0
193,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/8/2024,165,130723                        ,23210.0
194,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/10/2024,167,150723                        ,24960.0
195,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",4/19/2024,176,240723                        ,56160.0
196,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/2/2024,220,060923                        ,31200.0
197,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/4/2024,222,080923                        ,24960.0
198,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/6/2024,224,100923                        ,12462.0
199,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/11/2024,229,150923                        ,49920.0
200,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/12/2024,230,160923                        ,18720.0
201,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/15/2024,233,190923                        ,6240.0
202,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",7/3/2024,251,071023                        ,18720.0
203,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",7/8/2024,256,121023                        ,49920.0
204,       CDPI,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",5/27/2024,214,R310823                       ,791.0
205,       CDPI,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",4/29/2024,186,040723                        ,92.0
206,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/4/2024,161,090723                        ,44493.0
207,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/18/2024,175,230723                        ,39168.0
208,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/22/2024,179,270723                        ,6528.0
209,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/10/2024,197,140823                        ,19584.0
210,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/12/2024,199,160823                        ,26112.0
211,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/16/2024,203,200823                        ,13056.0
212,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/19/2024,206,220823                        ,39168.0
213,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/28/2024,215,010923                        ,32640.0
214,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",5/31/2024,218,040923                        ,13056.0
215,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,220,060923                        ,32640.0
216,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/6/2024,224,100923                        ,26112.0
217,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/11/2024,229,150923                        ,39712.0
218,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/14/2024,232,180923                        ,13056.0
219,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/17/2024,235,210923                        ,13056.0
220,       CDPI,272,6050100002               ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",2/27/2024,124,020623                        ,4074.0
221,       CDVM,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",9/20/2025,695,180923                        ,60.0
222,       CDVM,50,6010010008               ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",10/1/2025,706,021023                        ,2600.0
223,       CDVM,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/31/2024,310,010922                        ,0.0
224,       CDVM,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/4/2025,648,060823                        ,40.0
225,       CDVM,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",8/27/2025,671,280823                        ,39.0
226,       CDVM,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",9/23/2025,698,240923                        ,30.0
227,       CDVM,60,6010010007               ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",10/15/2025,720,161023                        ,6092.0
228,       CDVM,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",7/25/2024,273,260722                        ,0.0
229,       CDVM,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",8/28/2025,672,290823                        ,42.0
230,       CDVM,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/10/2025,685,110923                        ,12.0
231,       CDVM,60,6010010112               ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",9/27/2025,702,280923                        ,1620.0
232,       CDVM,60,6010020204               ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",4/5/2025,527,060423                        ,0.0
233,       CDVM,60,6010040002               ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",3/11/2025,502,120323                        ,7.0
234,       CDVM,60,6010570019               ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",3/13/2025,504,120323                        ,0.0
235,       CDVM,60,6011570002               ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",11/10/2024,381,111122                        ,5.0
236,       CDVM,60,6011570002               ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",3/13/2025,504,140323                        ,360.0
237,       CDVM,60,6040100014               ,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",5/22/2024,209,250923                        ,0.0
238,       CDVM,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",6/12/2024,230,130622                        ,0.0
239,       CDVM,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",8/20/2025,664,210823                        ,814.0
240,       CDVM,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",9/29/2025,704,290923                        ,0.0
241,       CDVM,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/2/2024,189,060823                        ,0.0
242,       CDVM,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",5/22/2024,209,260823                        ,81.0
243,       CDVM,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",7/4/2024,252,081023                        ,2672.0
244,       CDVM,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",7/14/2024,262,181023                        ,7520.0
245,       CDVM,80,6040100003               ,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",7/19/2024,267,230923                        ,2348.0
246,       CDVM,80,6040100003               ,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",8/10/2024,289,151023                        ,2881.0
247,       CDVM,80,6050100004               ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",3/4/2024,130,080623                        ,554.0
248,       CDVM,80,6050100004               ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",6/27/2024,245,011023                        ,2720.0
249,       CDVM,80,6090020012               ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",7/15/2024,263,190923                        ,1476.0
250,       CDVM,80,6090020012               ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",8/1/2024,280,061023                        ,4880.0
251,       CDVM,105,6010950016               ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",7/31/2025,644,310723                        ,60.0
252,       CDVM,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",8/15/2024,294,160822                        ,0.0
253,       CDVM,105,6011270002               ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",9/16/2024,326,180922                        ,0.0
254,       CDVM,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",4/24/2024,181,290723                        ,93.0
255,       CDVM,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",7/1/2024,249,051023                        ,19811.0
256,       CDVM,108,6030040057               ,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",6/20/2024,238,250823                        ,2119.0
257,       CDVM,144,6011270001               ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",8/16/2024,295,170822                        ,144.0
258,       CDVM,144,6011270001               ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",11/21/2024,392,221122                        ,100.0
259,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",5/28/2024,215,010923                        ,432.0
260,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/6/2024,224,100923                        ,56.0
261,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/10/2024,228,140923                        ,0.0
262,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/15/2024,233,190923                        ,0.0
263,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/16/2024,234,200923                        ,0.0
264,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",7/1/2024,249,051023                        ,144.0
265,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",7/2/2024,250,061023                        ,450.0
266,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",7/8/2024,256,121023                        ,31536.0
267,       CDVM,144,6030040007               ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6/11/2024,229,160823                        ,12513.0
268,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",7/6/2024,254,R101023                       ,274.0
269,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",7/7/2024,255,R111023                       ,144.0
270,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",7/8/2024,256,R121023                       ,4860.0
271,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",7/9/2024,257,R131023                       ,3024.0
272,       CDVM,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",7/14/2024,262,R181023                       ,6768.0
273,       CDVM,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",4/26/2024,183,010723                        ,23.0
274,       CDVM,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",5/8/2024,195,130723                        ,0.0
275,       CDVM,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",5/27/2024,214,010823                        ,91.0
276,       CDVM,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",6/29/2024,247,030923                        ,14850.0
277,       CDVM,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",7/8/2024,256,080923                        ,2592.0
278,       CDVM,144,6040100009               ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",7/22/2024,270,260923                        ,4608.0
279,       CDVM,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",4/5/2024,162,100623                        ,133.0
280,       CDVM,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",6/2/2024,220,070823                        ,173.0
281,       CDVM,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",7/8/2024,256,120923                        ,22860.0
282,       CDVM,156,6010900002               ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",3/24/2025,515,250323                        ,42.0
283,       CDVM,156,6010900018               ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",3/26/2025,517,250323                        ,0.0
284,       CDVM,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",7/12/2024,260,120722                        ,0.0
285,       CDVM,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",11/1/2024,372,021122                        ,94.0
286,       CDVM,160,6010010184               ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",12/14/2024,415,151222                        ,360.0
287,       CDVM,160,6010900031               ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",3/19/2025,510,210323                        ,125.0
288,       CDVM,160,6010900032               ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",7/11/2024,259,120722                        ,0.0
289,       CDVM,160,6010900032               ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",3/20/2025,511,210323                        ,68.0
290,       CDVM,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",11/2/2024,373,031122                        ,398.0
291,       CDVM,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",3/20/2025,511,210323                        ,160.0
292,       CDVM,185,6010900024               ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",12/20/2024,421,211222                        ,301.0
293,       CDVM,185,6010900024               ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",2/28/2025,491,240223                        ,1850.0
294,       CDVM,224,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",9/12/2025,687,256/23                        ,1292.0
295,       CDVM,224,6010140007               ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",9/13/2025,688,257/23                        ,224.0
296,       CDVM,224,6010140008               ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",7/5/2025,618,187/23                        ,0.0
297,       CDVM,224,6010140008               ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",9/14/2025,689,258/23                        ,1195.0
298,       CDVM,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/9/2025,653,223/23                        ,224.0
299,       CDVM,224,6010550008               ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",8/16/2025,660,229/23                        ,364.0
300,       CDVM,224,6011640001               ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",9/5/2025,680,249/23                        ,893.0
301,       CDVM,224,6011640001               ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",9/6/2025,681,250/23                        ,224.0
302,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/11/2024,229,150923                        ,0.0
303,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/12/2024,230,160923                        ,0.0
304,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6/27/2024,245,011023                        ,776.0
305,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",7/1/2024,249,051023                        ,1586.0
306,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",7/3/2024,251,071023                        ,1560.0
307,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",7/7/2024,255,111023                        ,33800.0
308,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",7/8/2024,256,121023                        ,14300.0
309,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",7/11/2024,259,151023                        ,26520.0
310,       CDVM,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",6/11/2024,229,160823                        ,0.0
311,       CDVM,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",6/20/2024,238,250823                        ,0.0
312,       CDVM,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",6/24/2024,242,230823                        ,0.0
313,       CDVM,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",7/14/2024,262,R181023                       ,2080.0
314,       CDVM,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",7/15/2024,263,R191023                       ,2600.0
315,       CDVM,260,6030330001               ,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",7/6/2024,254,R101023                       ,1795.0
316,       CDVM,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",4/27/2024,184,010722                        ,0.0
317,       CDVM,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",6/10/2024,228,150823                        ,0.0
318,       CDVM,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",7/19/2024,267,230923                        ,0.0
319,       CDVM,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",8/5/2024,284,101023                        ,16820.0
320,       CDVM,260,6050100007               ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",6/25/2024,243,290923                        ,36.0
321,       CDVM,260,6050100007               ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",6/27/2024,245,011023                        ,11680.0
322,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",4/5/2024,162,100623                        ,213.0
323,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",7/8/2024,256,120923                        ,186.0
324,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",7/14/2024,262,140923                        ,0.0
325,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",7/27/2024,275,011023                        ,27440.0
326,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",8/13/2024,292,181023                        ,22360.0
327,       CDVM,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",8/15/2024,294,201023                        ,1560.0
328,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",4/29/2024,186,030823                        ,0.0
329,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/2/2024,220,060923                        ,188.0
330,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/6/2024,224,100923                        ,0.0
331,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/11/2024,229,150923                        ,272.0
332,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/17/2024,235,210923                        ,272.0
333,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/21/2024,239,250923                        ,272.0
334,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6/29/2024,247,031023                        ,2979.0
335,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",7/3/2024,251,071023                        ,22372.0
336,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",7/5/2024,253,091023                        ,4080.0
337,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",7/11/2024,259,151023                        ,49232.0
