,Descripción,Dias al Vencimiento,Fecha de Vencimiento,Depósito Padre,Lote,cajas_x_pallets,SKU,Cajas Disponibles
510,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,6/10/2024,       CDPI,140923                        ,144,6030010019               ,10368.0
511,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,6/10/2024,       CDVM,140923                        ,144,6030010019               ,0.0
512,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,6/10/2024,    CDCDCF1,140923                        ,144,6030010019               ,12094.0
513,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,6/10/2024,    CDCDCO1,140923                        ,144,6030010019               ,0.0
514,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,6/10/2024,    CDVMZPA,140923                        ,144,6030010019               ,6912.0
515,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,6/11/2024,       CDGD,150923                        ,144,6030010019               ,0.0
516,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,6/11/2024,       CDPI,150923                        ,144,6030010019               ,6912.0
517,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,6/11/2024,    CDVMZPA,150923                        ,144,6030010019               ,3456.0
518,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",233,6/15/2024,       CDPI,190923                        ,144,6030010019               ,41472.0
519,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",233,6/15/2024,       CDVM,190923                        ,144,6030010019               ,0.0
520,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",233,6/15/2024,    CDVMZPA,190923                        ,144,6030010019               ,65664.0
521,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",234,6/16/2024,       CDPI,200923                        ,144,6030010019               ,6912.0
522,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",234,6/16/2024,       CDVM,200923                        ,144,6030010019               ,0.0
523,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",234,6/16/2024,    CDVMZPA,200923                        ,144,6030010019               ,3452.0
524,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",249,7/1/2024,       CDVM,051023                        ,144,6030010019               ,144.0
525,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",250,7/2/2024,       CDGD,061023                        ,144,6030010019               ,11178.0
526,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",250,7/2/2024,       CDVM,061023                        ,144,6030010019               ,450.0
527,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",256,7/8/2024,       CDVM,121023                        ,144,6030010019               ,31536.0
528,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",123,2/26/2024,    CDCDCO1,010723                        ,377,6030010129               ,290.0
529,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",130,3/4/2024,       CDGD,080723                        ,377,6030010129               ,285.0
530,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",158,4/1/2024,       CDGD,050823                        ,377,6030010129               ,2291.0
531,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",158,4/1/2024,       CDVM,050823                        ,377,6030010129               ,5220.0
532,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",158,4/1/2024,    CDCDCF1,050823                        ,377,6030010129               ,3887.0
533,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",183,4/26/2024,       CDVM,300823                        ,377,6030010129               ,201.0
534,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",185,4/28/2024,       CDVM,010923                        ,377,6030010129               ,377.0
535,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",190,5/3/2024,       CDVM,060923                        ,377,6030010129               ,33176.0
536,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",218,5/31/2024,       CDVM,040923                        ,377,6030010129               ,377.0
537,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",222,6/4/2024,       CDVM,081023                        ,377,6030010129               ,6032.0
538,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",228,6/10/2024,       CDVM,140923                        ,377,6030010129               ,377.0
539,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",136,3/10/2024,    CDCDCO1,140623                        ,272,6030010170               ,0.0
540,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",153,3/27/2024,    CDCDCO1,010723                        ,272,6030010170               ,0.0
541,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",161,4/4/2024,       CDPI,090723                        ,272,6030010170               ,44493.0
542,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",161,4/4/2024,      CDLDC,090723                        ,272,6030010170               ,4573.0
543,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",161,4/4/2024,    CDCDCO1,090723                        ,272,6030010170               ,0.0
544,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",161,4/4/2024,    CDVMZPA,090723                        ,272,6030010170               ,10901.0
545,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",162,4/5/2024,    CDCDCO1,040723                        ,272,6030010170               ,0.0
546,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",175,4/18/2024,       CDPI,230723                        ,272,6030010170               ,39168.0
547,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",175,4/18/2024,    CDVMZPA,230723                        ,272,6030010170               ,45696.0
548,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",179,4/22/2024,       CDPI,270723                        ,272,6030010170               ,6528.0
549,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",184,4/27/2024,    CDCDCO1,010823                        ,272,6030010170               ,2096.0
550,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",186,4/29/2024,       CDVM,030823                        ,272,6030010170               ,0.0
551,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",186,4/29/2024,    CDCDCO1,030823                        ,272,6030010170               ,4080.0
552,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",186,4/29/2024,    CDVMZPA,030823                        ,272,6030010170               ,13056.0
553,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",189,5/2/2024,    CDCDCO1,060823                        ,272,6030010170               ,7616.0
554,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",190,5/3/2024,    CDCDCO1,070823                        ,272,6030010170               ,8704.0
555,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",190,5/3/2024,    CDVMZPA,070823                        ,272,6030010170               ,26111.0
556,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",197,5/10/2024,       CDPI,140823                        ,272,6030010170               ,19584.0
557,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",197,5/10/2024,    CDCDCO1,140823                        ,272,6030010170               ,1088.0
558,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",197,5/10/2024,    CDVMZPA,140823                        ,272,6030010170               ,32640.0
559,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",199,5/12/2024,       CDPI,160823                        ,272,6030010170               ,26112.0
560,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",199,5/12/2024,    CDCDCO1,160823                        ,272,6030010170               ,12240.0
561,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",203,5/16/2024,       CDPI,200823                        ,272,6030010170               ,13056.0
562,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",203,5/16/2024,    CDCDCO1,200823                        ,272,6030010170               ,272.0
563,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",203,5/16/2024,    CDVMZPA,200823                        ,272,6030010170               ,13056.0
564,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",206,5/19/2024,       CDGD,220823                        ,272,6030010170               ,210.0
565,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",206,5/19/2024,       CDPI,220823                        ,272,6030010170               ,39168.0
566,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",206,5/19/2024,    CDVMZPA,220823                        ,272,6030010170               ,45696.0
567,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",213,5/26/2024,       CDGD,300823                        ,272,6030010170               ,0.0
568,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,       CDGD,010923                        ,272,6030010170               ,1564.0
569,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,       CDPI,010923                        ,272,6030010170               ,32640.0
570,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,      CDLDC,010923                        ,272,6030010170               ,7616.0
571,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,    CDCDCF1,010923                        ,272,6030010170               ,10088.0
572,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,    CDCDCO1,010923                        ,272,6030010170               ,1904.0
573,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,    CDVMZPA,010923                        ,272,6030010170               ,33184.0
574,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",218,5/31/2024,       CDPI,040923                        ,272,6030010170               ,13056.0
575,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",218,5/31/2024,    CDCDCO1,040923                        ,272,6030010170               ,2448.0
576,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,       CDGD,060923                        ,272,6030010170               ,272.0
577,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,       CDPI,060923                        ,272,6030010170               ,32640.0
578,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,       CDVM,060923                        ,272,6030010170               ,188.0
579,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,    CDCDCF1,060923                        ,272,6030010170               ,5712.0
580,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,    CDVMZPA,060923                        ,272,6030010170               ,19584.0
581,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,6/6/2024,       CDGD,100923                        ,272,6030010170               ,272.0
582,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,6/6/2024,       CDPI,100923                        ,272,6030010170               ,26112.0
583,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,6/6/2024,       CDVM,100923                        ,272,6030010170               ,0.0
584,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,6/6/2024,    CDCDCF1,100923                        ,272,6030010170               ,10880.0
585,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,6/6/2024,    CDVMZPA,100923                        ,272,6030010170               ,32640.0
586,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",229,6/11/2024,       CDPI,150923                        ,272,6030010170               ,39712.0
587,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",229,6/11/2024,       CDVM,150923                        ,272,6030010170               ,272.0
588,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",229,6/11/2024,    CDCDCF1,150923                        ,272,6030010170               ,3536.0
589,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",232,6/14/2024,       CDGD,180923                        ,272,6030010170               ,272.0
590,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",232,6/14/2024,       CDPI,180923                        ,272,6030010170               ,13056.0
591,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",232,6/14/2024,    CDCDCF1,180923                        ,272,6030010170               ,2720.0
592,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",232,6/14/2024,    CDVMZPA,180923                        ,272,6030010170               ,6528.0
593,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,6/17/2024,       CDGD,210923                        ,272,6030010170               ,3536.0
594,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,6/17/2024,       CDPI,210923                        ,272,6030010170               ,13056.0
595,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,6/17/2024,       CDVM,210923                        ,272,6030010170               ,272.0
596,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,6/17/2024,    CDCDCF1,210923                        ,272,6030010170               ,10876.0
597,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,6/17/2024,    CDCDCO1,210923                        ,272,6030010170               ,0.0
598,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,6/17/2024,    CDVMZPA,210923                        ,272,6030010170               ,19583.0
599,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",238,6/20/2024,    CDVMZPA,240923                        ,272,6030010170               ,13056.0
600,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",239,6/21/2024,       CDVM,250923                        ,272,6030010170               ,272.0
601,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",247,6/29/2024,       CDGD,031023                        ,272,6030010170               ,24752.0
602,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",247,6/29/2024,       CDVM,031023                        ,272,6030010170               ,2979.0
603,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",251,7/3/2024,       CDGD,071023                        ,272,6030010170               ,6528.0
604,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",251,7/3/2024,       CDVM,071023                        ,272,6030010170               ,22372.0
605,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",253,7/5/2024,       CDVM,091023                        ,272,6030010170               ,4080.0
606,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",259,7/11/2024,       CDVM,151023                        ,272,6030010170               ,49232.0
607,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",133,3/7/2024,       CDPI,110623                        ,80,6030010208               ,367.0
608,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",133,3/7/2024,    CDCDCO1,110623                        ,80,6030010208               ,0.0
609,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",133,3/7/2024,    CDVMZPA,110623                        ,80,6030010208               ,2028.0
610,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",139,3/13/2024,       CDGD,170623                        ,80,6030010208               ,2.0
611,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",139,3/13/2024,       CDPI,170623                        ,80,6030010208               ,3840.0
612,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",139,3/13/2024,      CDLDC,170623                        ,80,6030010208               ,1195.0
613,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",139,3/13/2024,    CDVMZPA,170623                        ,80,6030010208               ,3840.0
614,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",156,3/30/2024,       CDPI,040723                        ,80,6030010208               ,9442.0
615,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",156,3/30/2024,    CDCDCO1,040723                        ,80,6030010208               ,0.0
616,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",156,3/30/2024,    CDVMZPA,040723                        ,80,6030010208               ,7680.0
617,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",165,4/8/2024,       CDPI,130723                        ,80,6030010208               ,5760.0
618,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",165,4/8/2024,    CDCDCO1,130723                        ,80,6030010208               ,0.0
619,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",165,4/8/2024,    CDVMZPA,130723                        ,80,6030010208               ,7680.0
620,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",177,4/20/2024,      CDLDC,250723                        ,80,6030010208               ,6720.0
621,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",189,5/2/2024,       CDVM,060823                        ,80,6030010208               ,0.0
622,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",189,5/2/2024,    CDCDCO1,060823                        ,80,6030010208               ,3105.0
623,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",197,5/10/2024,       CDPI,140823                        ,80,6030010208               ,5760.0
624,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",197,5/10/2024,    CDVMZPA,140823                        ,80,6030010208               ,13440.0
625,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",209,5/22/2024,       CDGD,260823                        ,80,6030010208               ,119.0
626,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",209,5/22/2024,       CDVM,260823                        ,80,6030010208               ,81.0
627,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",209,5/22/2024,    CDCDCO1,260823                        ,80,6030010208               ,480.0
628,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,       CDGD,010923                        ,80,6030010208               ,640.0
629,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,       CDPI,010923                        ,80,6030010208               ,1920.0
630,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",215,5/28/2024,    CDCDCF1,010923                        ,80,6030010208               ,0.0
631,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,       CDPI,060923                        ,80,6030010208               ,7680.0
632,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,    CDCDCF1,060923                        ,80,6030010208               ,0.0
633,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",220,6/2/2024,    CDVMZPA,060923                        ,80,6030010208               ,9600.0
634,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",252,7/4/2024,       CDGD,081023                        ,80,6030010208               ,3200.0
635,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",252,7/4/2024,       CDVM,081023                        ,80,6030010208               ,2672.0
636,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",262,7/14/2024,       CDVM,181023                        ,80,6030010208               ,7520.0
637,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",130,3/4/2024,    CDCDCO1,080623                        ,108,6030010026               ,1087.0
638,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",158,4/1/2024,    CDCDCO1,060723                        ,108,6030010026               ,1296.0
639,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",165,4/8/2024,       CDGD,130723                        ,108,6030010026               ,83.0
640,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",165,4/8/2024,       CDPI,130723                        ,108,6030010026               ,4814.0
641,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",165,4/8/2024,    CDCDCO1,130723                        ,108,6030010026               ,1512.0
642,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",181,4/24/2024,       CDPI,290723                        ,108,6030010026               ,3240.0
643,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",181,4/24/2024,       CDVM,290723                        ,108,6030010026               ,93.0
644,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",181,4/24/2024,    CDCDCO1,290723                        ,108,6030010026               ,1512.0
645,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",184,4/27/2024,    CDCDCF1,010823                        ,108,6030010026               ,108.0
646,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",184,4/27/2024,    CDCDCO1,010823                        ,108,6030010026               ,4212.0
647,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",184,4/27/2024,    CDVMZPA,010823                        ,108,6030010026               ,13556.0
648,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",195,5/8/2024,    CDCDCF1,120823                        ,108,6030010026               ,2164.0
649,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",195,5/8/2024,    CDCDCO1,120823                        ,108,6030010026               ,1944.0
650,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,       CDGD,010923                        ,108,6030010026               ,0.0
651,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,       CDPI,010923                        ,108,6030010026               ,5184.0
652,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,      CDLDC,010923                        ,108,6030010026               ,51.0
653,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,    CDCDCF1,010923                        ,108,6030010026               ,16351.0
654,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,    CDCDCO1,010923                        ,108,6030010026               ,3456.0
655,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",215,5/28/2024,    CDVMZPA,010923                        ,108,6030010026               ,2592.0
656,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",224,6/6/2024,       CDPI,100923                        ,108,6030010026               ,15552.0
657,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",224,6/6/2024,    CDVMZPA,100923                        ,108,6030010026               ,5180.0
658,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",249,7/1/2024,       CDGD,051023                        ,108,6030010026               ,9432.0
659,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",249,7/1/2024,       CDVM,051023                        ,108,6030010026               ,19811.0
660,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",249,7/1/2024,    CDCDCO1,051023                        ,108,6030010026               ,1836.0
661,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",205,5/18/2024,    CDCDCF1,220823                        ,80,6030010228               ,0.0
662,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",226,6/8/2024,    CDCDCF1,120923                        ,80,6030010228               ,186.0
663,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",162,4/5/2024,       CDVM,100623                        ,260,6090020009               ,213.0
664,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",162,4/5/2024,    CDCDCO1,100623                        ,260,6090020009               ,0.0
665,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",186,4/29/2024,       CDPI,040723                        ,260,6090020009               ,92.0
