,Lote,Descripción,Dias al Vencimiento,cajas_x_pallets,Fecha de Vencimiento,SKU,Depósito Padre,Cajas Disponibles
160,070823                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",220,260,6/2/2024,6090020009               ,    CDVMZPA,18060.0
161,070823                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,144,6/2/2024,6090020011               ,       CDGD,261.0
162,070823                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,144,6/2/2024,6090020011               ,       CDVM,173.0
163,070823                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,144,6/2/2024,6090020011               ,    CDCDCF1,1008.0
164,070823                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,144,6/2/2024,6090020011               ,    CDCDCO1,108.0
165,070922                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",317,60,9/7/2024,6010570019               ,    CDCDCO1,0.0
166,071023                        ,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I.",711,160,10/6/2025,6010900037               ,       CDGD,3745.0
167,071023                        ,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.",711,160,10/6/2025,6010900040               ,       CDGD,3744.0
168,071023                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",711,60,10/6/2025,6010010007               ,       CDGD,0.0
169,071023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,260,7/3/2024,6030010007               ,       CDPI,18720.0
170,071023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,260,7/3/2024,6030010007               ,       CDVM,1560.0
171,071023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,260,7/3/2024,6030010007               ,    CDCDCO1,3640.0
172,071023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",251,260,7/3/2024,6030010007               ,    CDVMZPA,24960.0
173,071023                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",251,272,7/3/2024,6030010170               ,       CDGD,6528.0
174,071023                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",251,272,7/3/2024,6030010170               ,       CDVM,22372.0
175,080523                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",559,50,5/7/2025,6010010008               ,    CDCDCO1,0.0
176,080623                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",130,144,3/4/2024,6030010019               ,    CDCDCO1,0.0
177,080623                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",130,108,3/4/2024,6030010026               ,    CDCDCO1,1087.0
178,080623                        ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",130,80,3/4/2024,6050100004               ,       CDGD,0.0
179,080623                        ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",130,80,3/4/2024,6050100004               ,       CDVM,554.0
180,080623                        ,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",130,80,3/4/2024,6050100004               ,    CDCDCO1,34.0
181,080723                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",130,377,3/4/2024,6030010129               ,       CDGD,285.0
182,080823                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",652,60,8/8/2025,6010020204               ,    CDCDCO1,1407.0
183,080923                        ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",256,144,7/8/2024,6040100009               ,       CDVM,2592.0
184,080923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",222,260,6/4/2024,6030010007               ,       CDGD,177.0
185,080923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",222,260,6/4/2024,6030010007               ,       CDPI,24960.0
186,080923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",222,260,6/4/2024,6030010007               ,    CDVMZPA,24960.0
187,081023                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",222,377,6/4/2024,6030010129               ,       CDVM,6032.0
188,081023                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",252,80,7/4/2024,6030010208               ,       CDGD,3200.0
189,081023                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",252,80,7/4/2024,6030010208               ,       CDVM,2672.0
190,090223                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",471,105,2/8/2025,6010040111               ,    CDCDCF1,662.0
191,090423                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",532,72,4/10/2025,6011570001               ,       CDGD,3452.0
192,090423                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",532,72,4/10/2025,6011570001               ,    CDCDCF1,1725.0
193,090723                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",623,105,7/10/2025,6010950016               ,    CDCDCF1,1917.0
194,090723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",161,272,4/4/2024,6030010170               ,       CDPI,44493.0
195,090723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",161,272,4/4/2024,6030010170               ,      CDLDC,4573.0
196,090723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",161,272,4/4/2024,6030010170               ,    CDCDCO1,0.0
197,090723                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",161,272,4/4/2024,6030010170               ,    CDVMZPA,10901.0
198,090822                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",287,60,8/8/2024,6010010007               ,    CDCDCO1,0.0
199,090923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",683,72,9/8/2025,6010010077               ,       CDGD,0.0
200,090923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",683,72,9/8/2025,6010010077               ,    CDCDCO1,288.0
201,091023                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",713,60,10/8/2025,6010020204               ,       CDGD,480.0
202,091023                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",713,60,10/8/2025,6010020204               ,    CDCDCO1,5040.0
203,091023                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",253,272,7/5/2024,6030010170               ,       CDVM,4080.0
204,100623                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",162,260,4/5/2024,6090020009               ,       CDVM,213.0
205,100623                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",162,260,4/5/2024,6090020009               ,    CDCDCO1,0.0
206,100623                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",162,144,4/5/2024,6090020011               ,       CDVM,133.0
207,100922                        ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",319,60,9/9/2024,6010020199               ,       CDGD,79.0
208,100922                        ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",319,60,9/9/2024,6010020199               ,    CDCDCO1,60.0
209,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",224,260,6/6/2024,6030010007               ,       CDPI,12462.0
210,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",224,260,6/6/2024,6030010007               ,    CDCDCF1,4676.0
211,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,144,6/6/2024,6030010019               ,       CDGD,0.0
212,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,144,6/6/2024,6030010019               ,       CDPI,2286.0
213,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,144,6/6/2024,6030010019               ,       CDVM,56.0
214,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,144,6/6/2024,6030010019               ,    CDCDCF1,1440.0
215,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,144,6/6/2024,6030010019               ,    CDVMZPA,240.0
216,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,272,6/6/2024,6030010170               ,       CDGD,272.0
217,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,272,6/6/2024,6030010170               ,       CDPI,26112.0
218,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,272,6/6/2024,6030010170               ,       CDVM,0.0
219,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,272,6/6/2024,6030010170               ,    CDCDCF1,10880.0
220,100923                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,272,6/6/2024,6030010170               ,    CDVMZPA,32640.0
221,100923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",224,108,6/6/2024,6030010026               ,       CDPI,15552.0
222,100923                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",224,108,6/6/2024,6030010026               ,    CDVMZPA,5180.0
223,101023                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",284,260,8/5/2024,6040100010               ,       CDGD,2952.0
224,101023                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",284,260,8/5/2024,6040100010               ,       CDVM,16820.0
225,101023                        ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",224,377,6/6/2024,6040100001               ,       CDVM,15457.0
226,110322                        ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",136,60,3/10/2024,6010040002               ,      CDLDC,0.0
227,110323                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",501,144,3/10/2025,6011270001               ,       CDGD,49.0
228,110323                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",501,144,3/10/2025,6011270001               ,    CDCDCF1,13.0
229,110323                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",505,60,3/14/2025,6010020204               ,    CDCDCO1,0.0
230,110623                        ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",163,260,4/6/2024,6030040040               ,       CDGD,37.0
231,110623                        ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",163,260,4/6/2024,6030040040               ,    CDCDCO1,0.0
232,110623                        ,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",163,272,4/6/2024,6030040073               ,    CDCDCO1,0.0
233,110623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",133,80,3/7/2024,6030010208               ,       CDPI,367.0
234,110623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",133,80,3/7/2024,6030010208               ,    CDCDCO1,0.0
235,110623                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",133,80,3/7/2024,6030010208               ,    CDVMZPA,2028.0
236,110922                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",320,60,9/10/2024,6010010007               ,    CDCDCO1,0.0
237,110923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",685,60,9/10/2025,6010010112               ,       CDGD,26.0
238,110923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",685,60,9/10/2025,6010010112               ,       CDVM,12.0
239,110923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",685,60,9/10/2025,6010010112               ,    CDCDCO1,2880.0
240,110923                        ,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",195,60,5/8/2024,6030010227               ,    CDCDCF1,1064.0
241,111023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",255,260,7/7/2024,6030010007               ,       CDVM,33800.0
242,111023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",255,260,7/7/2024,6030010007               ,    CDVMZPA,18720.0
243,111122                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",381,60,11/10/2024,6011570002               ,       CDVM,5.0
244,116/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",182,224,4/25/2024,6010550008               ,    CDCDCO1,0.0
245,120123                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",443,72,1/11/2025,6011570001               ,    CDCDCO1,25.0
246,120323                        ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",502,60,3/11/2025,6010040002               ,       CDVM,7.0
247,120323                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",504,60,3/13/2025,6010570019               ,       CDGD,0.0
248,120323                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",504,60,3/13/2025,6010570019               ,       CDVM,0.0
249,120323                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",504,60,3/13/2025,6010570019               ,    CDCDCF1,249.0
250,120423                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",533,60,4/11/2025,6011570002               ,       CDGD,3349.0
251,120423                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",533,60,4/11/2025,6011570002               ,    CDCDCF1,3586.0
252,120423                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",533,60,4/11/2025,6011570002               ,    CDCDCO1,240.0
253,120623                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",596,105,6/13/2025,6010950016               ,    CDCDCF1,195.0
254,120722                        ,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.",260,144,7/12/2024,6010950015               ,    CDCDCO1,0.0
255,120722                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",260,160,7/12/2024,6010900031               ,    CDCDCO1,0.0
256,120722                        ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",259,160,7/11/2024,6010900032               ,       CDVM,0.0
257,120722                        ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",259,160,7/11/2024,6010900032               ,    CDCDCO1,0.0
258,120722                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",260,160,7/12/2024,6010010184               ,       CDVM,0.0
259,120823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",657,50,8/13/2025,6010010008               ,       CDGD,4.0
260,120823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",657,50,8/13/2025,6010010008               ,    CDCDCF1,0.0
261,120823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",657,50,8/13/2025,6010010008               ,    CDCDCO1,0.0
262,120823                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",195,108,5/8/2024,6030010026               ,    CDCDCF1,2164.0
263,120823                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",195,108,5/8/2024,6030010026               ,    CDCDCO1,1944.0
264,120922                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",321,60,9/11/2024,6010010112               ,    CDCDCO1,0.0
265,120923                        ,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",226,80,6/8/2024,6030010228               ,    CDCDCF1,186.0
266,120923                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",256,260,7/8/2024,6090020009               ,       CDGD,780.0
267,120923                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",256,260,7/8/2024,6090020009               ,       CDVM,186.0
268,120923                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",256,144,7/8/2024,6090020011               ,       CDGD,144.0
269,120923                        ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",256,144,7/8/2024,6090020011               ,       CDVM,22860.0
270,121023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",256,260,7/8/2024,6030010007               ,       CDPI,49920.0
271,121023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",256,260,7/8/2024,6030010007               ,       CDVM,14300.0
272,121023                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",256,144,7/8/2024,6030010019               ,       CDVM,31536.0
273,123/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",554,224,5/2/2025,6011640001               ,    CDCDCO1,0.0
274,130323                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",504,50,3/13/2025,6010010008               ,    CDCDCO1,0.0
275,130622                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",230,72,6/12/2024,6010010077               ,       CDVM,0.0
276,130723                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",195,260,5/8/2024,6040100010               ,    CDCDCO1,0.0
277,130723                        ,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",195,144,5/8/2024,6040100009               ,       CDVM,0.0
278,130723                        ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",135,377,3/9/2024,6040100001               ,    CDCDCO1,29.0
279,130723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",165,260,4/8/2024,6030010007               ,       CDPI,23210.0
280,130723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",165,260,4/8/2024,6030010007               ,    CDCDCO1,0.0
281,130723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",165,260,4/8/2024,6030010007               ,    CDVMZPA,12480.0
282,130723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",165,80,4/8/2024,6030010208               ,       CDPI,5760.0
283,130723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",165,80,4/8/2024,6030010208               ,    CDCDCO1,0.0
284,130723                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",165,80,4/8/2024,6030010208               ,    CDVMZPA,7680.0
285,130723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",165,108,4/8/2024,6030010026               ,       CDGD,83.0
286,130723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",165,108,4/8/2024,6030010026               ,       CDPI,4814.0
287,130723                        ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",165,108,4/8/2024,6030010026               ,    CDCDCO1,1512.0
288,130823                        ,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",656,60,8/12/2025,6010010007               ,    CDCDCO1,0.0
289,130823                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",196,144,5/9/2024,6030010019               ,    CDCDCO1,1872.0
290,137/22                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",203,224,5/16/2024,6010140007               ,    CDCDCO1,0.0
291,139/22                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",570,224,5/18/2025,6011640001               ,    CDCDCO1,6.0
292,140323                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",504,60,3/13/2025,6011570002               ,       CDVM,360.0
293,140323                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",504,60,3/13/2025,6011570002               ,    CDCDCO1,60.0
294,140623                        ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",166,144,4/9/2024,6030040007               ,    CDCDCO1,0.0
295,140623                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",136,272,3/10/2024,6030010170               ,    CDCDCO1,0.0
296,140823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",197,260,5/10/2024,6030010007               ,       CDGD,0.0
297,140823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",197,260,5/10/2024,6030010007               ,    CDCDCO1,2860.0
298,140823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",197,272,5/10/2024,6030010170               ,       CDPI,19584.0
299,140823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",197,272,5/10/2024,6030010170               ,    CDCDCO1,1088.0
300,140823                        ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",197,272,5/10/2024,6030010170               ,    CDVMZPA,32640.0
301,140823                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",197,80,5/10/2024,6030010208               ,       CDPI,5760.0
302,140823                        ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",197,80,5/10/2024,6030010208               ,    CDVMZPA,13440.0
303,140923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,144,6/10/2024,6030010019               ,       CDGD,64.0
304,140923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,144,6/10/2024,6030010019               ,       CDPI,10368.0
305,140923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,144,6/10/2024,6030010019               ,       CDVM,0.0
306,140923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,144,6/10/2024,6030010019               ,    CDCDCF1,12094.0
307,140923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,144,6/10/2024,6030010019               ,    CDCDCO1,0.0
308,140923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,144,6/10/2024,6030010019               ,    CDVMZPA,6912.0
309,140923                        ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",228,377,6/10/2024,6030010129               ,       CDVM,377.0
310,140923                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",262,260,7/14/2024,6090020009               ,       CDGD,1560.0
311,140923                        ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",262,260,7/14/2024,6090020009               ,       CDVM,0.0
312,141122                        ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",384,105,11/13/2024,6010570018               ,    CDCDCO1,0.0
313,141222                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",414,50,12/13/2024,6010010008               ,    CDCDCO1,0.0
314,147/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",213,224,5/26/2024,6010550008               ,    CDCDCO1,0.0
315,150123                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",446,105,1/14/2025,6010040111               ,    CDCDCF1,1769.0
316,150223                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",478,60,2/15/2025,6010020204               ,    CDCDCO1,0.0
317,150323                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",505,105,3/14/2025,6010950016               ,    CDCDCO1,0.0
318,150323                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",505,72,3/14/2025,6011570001               ,    CDCDCF1,414.0
319,150323                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",505,72,3/14/2025,6011570001               ,    CDCDCO1,72.0
320,150723                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",627,72,7/14/2025,6010010077               ,    CDCDCO1,0.0
321,150723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",167,260,4/10/2024,6030010007               ,       CDPI,24960.0
322,150723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",167,260,4/10/2024,6030010007               ,    CDCDCO1,1891.0
323,150723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",167,260,4/10/2024,6030010007               ,    CDVMZPA,24960.0
324,150823                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",228,260,6/10/2024,6040100010               ,       CDGD,0.0
325,150823                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",228,260,6/10/2024,6040100010               ,       CDVM,0.0
326,150823                        ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",228,260,6/10/2024,6040100010               ,    CDCDCO1,1000.0
327,150823                        ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",168,377,4/11/2024,6040100001               ,       CDGD,1013.0
328,150823                        ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",168,377,4/11/2024,6040100001               ,    CDCDCF1,2380.0
329,150923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",229,260,6/11/2024,6030010007               ,       CDPI,49920.0
