,Depósito Padre,Descripción,SKU,Lote,Fecha de Vencimiento,cajas_x_pallets,Dias al Vencimiento,Cajas Disponibles
168,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R190823                       ,5/15/2024,144,202,414.0
169,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R240823                       ,5/20/2024,144,207,5328.0
170,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R250823                       ,5/21/2024,144,208,8172.0
171,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R260823                       ,5/22/2024,144,209,2261.0
172,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R310823                       ,5/27/2024,144,214,1584.0
173,       CDPI,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050072               ,R020823                       ,4/28/2024,108,185,3635.0
174,       CDPI,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050072               ,R040823                       ,4/30/2024,108,187,2484.0
175,       CDPI,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050072               ,R050823                       ,5/1/2024,108,188,2648.0
176,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,010723                        ,3/27/2024,260,153,20954.0
177,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,060923                        ,6/2/2024,260,220,31200.0
178,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,071023                        ,7/3/2024,260,251,18720.0
179,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,080923                        ,6/4/2024,260,222,24960.0
180,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,100923                        ,6/6/2024,260,224,12462.0
181,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,121023                        ,7/8/2024,260,256,49920.0
182,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,130723                        ,4/8/2024,260,165,23210.0
183,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,150723                        ,4/10/2024,260,167,24960.0
184,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,150923                        ,6/11/2024,260,229,49920.0
185,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,160923                        ,6/12/2024,260,230,18720.0
186,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,190923                        ,6/15/2024,260,233,6240.0
187,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,240723                        ,4/19/2024,260,176,56160.0
188,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,100923                        ,6/6/2024,144,224,2286.0
189,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,140923                        ,6/10/2024,144,228,10368.0
190,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,150923                        ,6/11/2024,144,229,6912.0
191,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,190923                        ,6/15/2024,144,233,41472.0
192,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,200923                        ,6/16/2024,144,234,6912.0
193,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,010923                        ,5/28/2024,272,215,32640.0
194,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,040923                        ,5/31/2024,272,218,13056.0
195,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,060923                        ,6/2/2024,272,220,32640.0
196,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,090723                        ,4/4/2024,272,161,44493.0
197,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,100923                        ,6/6/2024,272,224,26112.0
198,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,140823                        ,5/10/2024,272,197,19584.0
199,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,150923                        ,6/11/2024,272,229,39712.0
200,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,160823                        ,5/12/2024,272,199,26112.0
201,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,180923                        ,6/14/2024,272,232,13056.0
202,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,200823                        ,5/16/2024,272,203,13056.0
203,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,210923                        ,6/17/2024,272,235,13056.0
204,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,220823                        ,5/19/2024,272,206,39168.0
205,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,230723                        ,4/18/2024,272,175,39168.0
206,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,270723                        ,4/22/2024,272,179,6528.0
207,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,010923                        ,5/28/2024,80,215,1920.0
208,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,040723                        ,3/30/2024,80,156,9442.0
209,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,060923                        ,6/2/2024,80,220,7680.0
210,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,110623                        ,3/7/2024,80,133,367.0
211,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,130723                        ,4/8/2024,80,165,5760.0
212,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,140823                        ,5/10/2024,80,197,5760.0
213,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,170623                        ,3/13/2024,80,139,3840.0
214,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",6030010026               ,010923                        ,5/28/2024,108,215,5184.0
215,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",6030010026               ,100923                        ,6/6/2024,108,224,15552.0
216,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",6030010026               ,130723                        ,4/8/2024,108,165,4814.0
217,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",6030010026               ,290723                        ,4/24/2024,108,181,3240.0
218,       CDPI,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",6090020009               ,040723                        ,4/29/2024,260,186,92.0
219,       CDPI,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",6090020011               ,040723                        ,4/29/2024,144,186,63.0
220,       CDPI,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",6050100002               ,020623                        ,2/27/2024,272,124,4074.0
221,       CDVM,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",6010040002               ,120323                        ,3/11/2025,60,502,7.0
222,       CDVM,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",6011270001               ,170822                        ,8/16/2024,144,295,144.0
223,       CDVM,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",6011270001               ,221122                        ,11/21/2024,144,392,100.0
224,       CDVM,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",6011270002               ,160822                        ,8/15/2024,105,294,0.0
225,       CDVM,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",6011270002               ,180922                        ,9/16/2024,105,326,0.0
226,       CDVM,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",6010020204               ,060423                        ,4/5/2025,60,527,0.0
227,       CDVM,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",6010950016               ,310723                        ,7/31/2025,105,644,60.0
228,       CDVM,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",6010900031               ,210323                        ,3/19/2025,160,510,125.0
229,       CDVM,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",6010900002               ,250323                        ,3/24/2025,156,515,41.0
230,       CDVM,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",6010900001               ,220323                        ,3/22/2025,304,513,18.0
231,       CDVM,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",6010900032               ,120722                        ,7/11/2024,160,259,0.0
232,       CDVM,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",6010900032               ,210323                        ,3/20/2025,160,511,68.0
233,       CDVM,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",6010900018               ,250323                        ,3/26/2025,156,517,0.0
234,       CDVM,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",6010900024               ,211222                        ,12/20/2024,185,421,301.0
235,       CDVM,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",6010900024               ,240223                        ,2/28/2025,185,491,1850.0
236,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",6010010007               ,010922                        ,8/31/2024,60,310,0.0
237,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",6010010007               ,060823                        ,8/4/2025,60,648,40.0
238,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",6010010007               ,161023                        ,10/15/2025,60,720,6092.0
239,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",6010010007               ,240923                        ,9/23/2025,60,698,30.0
240,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",6010010007               ,280823                        ,8/27/2025,60,671,39.0
241,       CDVM,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",6010010184               ,021122                        ,11/1/2024,160,372,94.0
242,       CDVM,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",6010010184               ,120722                        ,7/12/2024,160,260,0.0
243,       CDVM,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",6010010184               ,151222                        ,12/14/2024,160,415,360.0
244,       CDVM,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",6010010077               ,130622                        ,6/12/2024,72,230,0.0
245,       CDVM,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",6010010077               ,210823                        ,8/20/2025,72,664,814.0
246,       CDVM,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",6010010077               ,290923                        ,9/29/2025,72,704,0.0
247,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",6010010112               ,110923                        ,9/10/2025,60,685,12.0
248,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",6010010112               ,260722                        ,7/25/2024,60,273,0.0
249,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",6010010112               ,280923                        ,9/27/2025,60,702,1980.0
250,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",6010010112               ,290823                        ,8/28/2025,60,672,42.0
251,       CDVM,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",6010010008               ,021023                        ,10/1/2025,50,706,2600.0
252,       CDVM,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",6010010008               ,180923                        ,9/20/2025,50,695,60.0
253,       CDVM,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",6011570002               ,111122                        ,11/10/2024,60,381,5.0
254,       CDVM,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",6011570002               ,140323                        ,3/13/2025,60,504,360.0
255,       CDVM,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",6011570005               ,031122                        ,11/2/2024,160,373,398.0
256,       CDVM,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",6011570005               ,210323                        ,3/20/2025,160,511,160.0
257,       CDVM,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",6010570019               ,120323                        ,3/13/2025,60,504,0.0
258,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",6040100010               ,010722                        ,4/27/2024,260,184,0.0
259,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",6040100010               ,101023                        ,8/5/2024,260,284,16820.0
260,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",6040100010               ,150823                        ,6/10/2024,260,228,0.0
261,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",6040100010               ,230923                        ,7/19/2024,260,267,0.0
262,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",6040100009               ,010723                        ,4/26/2024,144,183,23.0
263,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",6040100009               ,010823                        ,5/27/2024,144,214,91.0
264,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",6040100009               ,030923                        ,6/29/2024,144,247,14850.0
265,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",6040100009               ,080923                        ,7/8/2024,144,256,2592.0
266,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",6040100009               ,130723                        ,5/8/2024,144,195,0.0
267,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",6040100009               ,260923                        ,7/22/2024,144,270,4608.0
268,       CDVM,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",6040100014               ,250923                        ,5/22/2024,60,209,0.0
269,       CDVM,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",6040100001               ,101023                        ,6/6/2024,377,224,15457.0
270,       CDVM,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",6040100001               ,280923                        ,5/25/2024,377,212,2211.0
271,       CDVM,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",6040100003               ,151023                        ,8/10/2024,80,289,2881.0
272,       CDVM,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",6040100003               ,230923                        ,7/19/2024,80,267,2348.0
273,       CDVM,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",6030330001               ,R101023                       ,7/6/2024,260,254,1795.0
274,       CDVM,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",6030050074               ,R211023                       ,7/17/2024,80,265,560.0
275,       CDVM,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6030050070               ,R181023                       ,7/14/2024,260,262,2080.0
276,       CDVM,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",6030050070               ,R191023                       ,7/15/2024,260,263,2600.0
277,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R101023                       ,7/6/2024,144,254,274.0
278,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R111023                       ,7/7/2024,144,255,144.0
279,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R121023                       ,7/8/2024,144,256,4860.0
280,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R131023                       ,7/9/2024,144,257,3024.0
281,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R181023                       ,7/14/2024,144,262,6768.0
282,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R191023                       ,7/15/2024,144,263,1008.0
283,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",6030050071               ,R201023                       ,7/16/2024,144,264,2016.0
284,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6030050069               ,R101023                       ,7/6/2024,272,254,0.0
285,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6030050069               ,R111023                       ,7/7/2024,272,255,2720.0
286,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6030050069               ,R121023                       ,7/8/2024,272,256,9818.0
287,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6030050069               ,R131023                       ,7/9/2024,272,257,1632.0
288,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6030050069               ,R181023                       ,7/14/2024,272,262,10608.0
289,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6030050069               ,R191023                       ,7/15/2024,272,263,4624.0
290,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",6030050069               ,R211023                       ,7/17/2024,272,265,4352.0
291,       CDVM,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",6030040040               ,160823                        ,6/11/2024,260,229,0.0
292,       CDVM,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",6030040040               ,230823                        ,6/24/2024,260,242,0.0
293,       CDVM,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",6030040040               ,250823                        ,6/20/2024,260,238,0.0
294,       CDVM,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030040007               ,160823                        ,6/11/2024,144,229,12513.0
295,       CDVM,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",6030040073               ,250823                        ,6/20/2024,272,238,1308.0
296,       CDVM,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",6030040057               ,250823                        ,6/20/2024,108,238,2119.0
297,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,011023                        ,6/27/2024,260,245,776.0
298,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,051023                        ,7/1/2024,260,249,1586.0
299,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,071023                        ,7/3/2024,260,251,1560.0
300,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,111023                        ,7/7/2024,260,255,33800.0
301,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,121023                        ,7/8/2024,260,256,14300.0
302,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,150923                        ,6/11/2024,260,229,0.0
303,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,151023                        ,7/11/2024,260,259,26520.0
304,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",6030010007               ,160923                        ,6/12/2024,260,230,0.0
305,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,010923                        ,5/28/2024,144,215,432.0
306,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,051023                        ,7/1/2024,144,249,144.0
307,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,061023                        ,7/2/2024,144,250,450.0
308,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,100923                        ,6/6/2024,144,224,56.0
309,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,121023                        ,7/8/2024,144,256,31536.0
310,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,140923                        ,6/10/2024,144,228,0.0
311,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,190923                        ,6/15/2024,144,233,0.0
312,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",6030010019               ,200923                        ,6/16/2024,144,234,0.0
313,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6030010129               ,010923                        ,4/28/2024,377,185,377.0
314,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6030010129               ,040923                        ,5/31/2024,377,218,377.0
315,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6030010129               ,050823                        ,4/1/2024,377,158,5220.0
316,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6030010129               ,060923                        ,5/3/2024,377,190,33176.0
317,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6030010129               ,081023                        ,6/4/2024,377,222,6032.0
318,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6030010129               ,140923                        ,6/10/2024,377,228,377.0
319,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",6030010129               ,300823                        ,4/26/2024,377,183,201.0
320,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,030823                        ,4/29/2024,272,186,0.0
321,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,031023                        ,6/29/2024,272,247,2979.0
322,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,060923                        ,6/2/2024,272,220,188.0
323,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,071023                        ,7/3/2024,272,251,22372.0
324,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,091023                        ,7/5/2024,272,253,4080.0
325,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,100923                        ,6/6/2024,272,224,0.0
326,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,150923                        ,6/11/2024,272,229,272.0
327,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,151023                        ,7/11/2024,272,259,49232.0
328,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,210923                        ,6/17/2024,272,235,272.0
329,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010170               ,250923                        ,6/21/2024,272,239,272.0
330,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,060823                        ,5/2/2024,80,189,0.0
331,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,081023                        ,7/4/2024,80,252,2672.0
332,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,181023                        ,7/14/2024,80,262,7520.0
333,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",6030010208               ,260823                        ,5/22/2024,80,209,81.0
334,       CDVM,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",6030010026               ,051023                        ,7/1/2024,108,249,19811.0
335,       CDVM,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",6030010026               ,290723                        ,4/24/2024,108,181,93.0
