,SKU,cajas_x_pallets,Depósito Padre,Fecha de Vencimiento,Dias al Vencimiento,Lote,Descripción,Cajas Disponibles
56,6010010008               ,50,    CDCDCO1,4/20/2025,542,210423                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",0.0
57,6010010008               ,50,    CDCDCO1,5/7/2025,559,080523                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",0.0
58,6010010008               ,50,    CDCDCO1,5/16/2025,568,170523                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",0.0
59,6010010008               ,50,    CDCDCO1,6/29/2025,612,300623                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",0.0
60,6010010008               ,50,    CDCDCO1,7/31/2025,644,010823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",0.0
61,6010010008               ,50,    CDCDCO1,8/13/2025,657,120823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",0.0
62,6010010008               ,50,    CDCDCO1,8/30/2025,674,310823                        ,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",0.0
63,6010010077               ,72,       CDGD,8/4/2024,283,060822                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
64,6010010077               ,72,       CDGD,9/8/2025,683,090923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
65,6010010077               ,72,       CDGD,9/29/2025,704,290923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
66,6010010077               ,72,       CDGD,10/21/2025,726,231023                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",14690.0
67,6010010077               ,72,       CDGD,10/24/2025,729,251023                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",16200.0
68,6010010077               ,72,       CDVM,6/12/2024,230,130622                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
69,6010010077               ,72,       CDVM,8/20/2025,664,210823                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",814.0
70,6010010077               ,72,       CDVM,9/29/2025,704,290923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
71,6010010077               ,72,      CDLDC,4/15/2024,172,160422                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
72,6010010077               ,72,      CDLDC,8/15/2024,294,160822                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
73,6010010077               ,72,    CDCDCO1,8/26/2024,305,270822                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
74,6010010077               ,72,    CDCDCO1,9/4/2024,314,060922                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
75,6010010077               ,72,    CDCDCO1,9/19/2024,329,190922                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
76,6010010077               ,72,    CDCDCO1,11/25/2024,396,261122                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
77,6010010077               ,72,    CDCDCO1,12/15/2024,416,161222                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
78,6010010077               ,72,    CDCDCO1,2/27/2025,490,280223                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
79,6010010077               ,72,    CDCDCO1,5/2/2025,554,030523                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
80,6010010077               ,72,    CDCDCO1,5/18/2025,570,190523                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
81,6010010077               ,72,    CDCDCO1,5/24/2025,576,230523                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
82,6010010077               ,72,    CDCDCO1,6/3/2025,586,040623                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
83,6010010077               ,72,    CDCDCO1,7/4/2025,617,050723                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
84,6010010077               ,72,    CDCDCO1,7/14/2025,627,150723                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
85,6010010077               ,72,    CDCDCO1,7/31/2025,644,010823                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
86,6010010077               ,72,    CDCDCO1,8/17/2025,661,180823                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",0.0
87,6010010077               ,72,    CDCDCO1,8/20/2025,664,210823                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",4006.0
88,6010010077               ,72,    CDCDCO1,9/8/2025,683,090923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",288.0
89,6010010077               ,72,    CDCDCO1,9/21/2025,696,220923                        ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",1440.0
90,6010010112               ,60,       CDGD,9/10/2025,685,110923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",26.0
91,6010010112               ,60,       CDGD,9/19/2025,694,190923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",0.0
92,6010010112               ,60,       CDGD,9/27/2025,702,280923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",12.0
93,6010010112               ,60,       CDVM,7/25/2024,273,260722                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",0.0
94,6010010112               ,60,       CDVM,8/28/2025,672,290823                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",42.0
95,6010010112               ,60,       CDVM,9/10/2025,685,110923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",12.0
96,6010010112               ,60,       CDVM,9/27/2025,702,280923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",1980.0
97,6010010112               ,60,    CDCDCF1,9/19/2025,694,190923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",1570.0
98,6010010112               ,60,    CDCDCO1,8/15/2024,294,160822                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",0.0
99,6010010112               ,60,    CDCDCO1,9/11/2024,321,120922                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",0.0
100,6010010112               ,60,    CDCDCO1,12/21/2024,422,221222                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",0.0
101,6010010112               ,60,    CDCDCO1,2/6/2025,469,060223                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",0.0
102,6010010112               ,60,    CDCDCO1,2/22/2025,485,210223                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",236.0
103,6010010112               ,60,    CDCDCO1,5/3/2025,555,040523                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",360.0
104,6010010112               ,60,    CDCDCO1,6/20/2025,603,170623                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",1440.0
105,6010010112               ,60,    CDCDCO1,6/26/2025,609,270623                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",419.0
106,6010010112               ,60,    CDCDCO1,7/25/2025,638,250723                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",0.0
107,6010010112               ,60,    CDCDCO1,8/16/2025,660,170823                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",300.0
108,6010010112               ,60,    CDCDCO1,9/10/2025,685,110923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",2880.0
109,6010010112               ,60,    CDCDCO1,9/27/2025,702,280923                        ,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",1440.0
110,6010010184               ,160,       CDGD,9/16/2024,326,170922                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",80.0
111,6010010184               ,160,       CDGD,10/14/2024,354,161022                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160.0
112,6010010184               ,160,       CDGD,12/14/2024,415,151222                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",183.0
113,6010010184               ,160,       CDVM,7/12/2024,260,120722                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",0.0
114,6010010184               ,160,       CDVM,11/1/2024,372,021122                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",94.0
115,6010010184               ,160,       CDVM,12/14/2024,415,151222                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",360.0
116,6010010184               ,160,    CDCDCF1,9/16/2024,326,170922                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",4.0
117,6010010184               ,160,    CDCDCO1,9/16/2024,326,170922                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",0.0
118,6010010184               ,160,    CDCDCO1,10/14/2024,354,161022                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",0.0
119,6010010184               ,160,    CDCDCO1,11/1/2024,372,021122                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",0.0
120,6010010184               ,160,    CDCDCO1,12/14/2024,415,151222                        ,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",0.0
121,6010020199               ,60,       CDGD,9/9/2024,319,100922                        ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",79.0
122,6010020199               ,60,       CDGD,10/1/2024,341,031022                        ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",720.0
123,6010020199               ,60,    CDCDCO1,9/9/2024,319,100922                        ,"AC,FAMILIAR,GIR,12X1,5L,B,ESP,M.I.",60.0
124,6010020204               ,60,       CDGD,8/25/2025,669,250823                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",5.0
125,6010020204               ,60,       CDGD,10/8/2025,713,091023                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",480.0
126,6010020204               ,60,       CDVM,4/5/2025,527,060423                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
127,6010020204               ,60,    CDCDCO1,10/18/2024,358,191022                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
128,6010020204               ,60,    CDCDCO1,12/2/2024,403,011222                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
129,6010020204               ,60,    CDCDCO1,12/19/2024,420,201222                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
130,6010020204               ,60,    CDCDCO1,2/2/2025,465,020223                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
131,6010020204               ,60,    CDCDCO1,2/15/2025,478,150223                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
132,6010020204               ,60,    CDCDCO1,2/27/2025,490,270223                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
133,6010020204               ,60,    CDCDCO1,3/14/2025,505,110323                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
134,6010020204               ,60,    CDCDCO1,4/5/2025,527,060423                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
135,6010020204               ,60,    CDCDCO1,5/2/2025,554,020523                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
136,6010020204               ,60,    CDCDCO1,5/15/2025,567,160523                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
137,6010020204               ,60,    CDCDCO1,7/6/2025,619,070723                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
138,6010020204               ,60,    CDCDCO1,7/24/2025,637,250723                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",0.0
139,6010020204               ,60,    CDCDCO1,8/8/2025,652,080823                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",1407.0
140,6010020204               ,60,    CDCDCO1,8/25/2025,669,250823                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",6900.0
141,6010020204               ,60,    CDCDCO1,10/8/2025,713,091023                        ,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",5040.0
142,6010040002               ,60,       CDVM,3/11/2025,502,120323                        ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",7.0
143,6010040002               ,60,      CDLDC,3/10/2024,136,110322                        ,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",0.0
144,6010040111               ,105,       CDGD,4/15/2025,537,160423                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",571.0
145,6010040111               ,105,       CDGD,10/10/2025,715,041023                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",110.0
146,6010040111               ,105,    CDCDCF1,1/14/2025,446,150123                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",1769.0
147,6010040111               ,105,    CDCDCF1,2/8/2025,471,090223                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",662.0
148,6010040111               ,105,    CDCDCO1,1/2/2025,434,010123                        ,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",30.0
149,6010140007               ,224,       CDGD,9/13/2025,688,257/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",2602.0
150,6010140007               ,224,       CDGD,9/14/2025,689,258/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",896.0
151,6010140007               ,224,       CDVM,9/12/2025,687,256/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",1292.0
152,6010140007               ,224,       CDVM,9/13/2025,688,257/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",224.0
153,6010140007               ,224,    CDCDCF1,7/4/2025,617,186/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",9.0
154,6010140007               ,224,    CDCDCF1,9/12/2025,687,256/23                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",427.0
155,6010140007               ,224,    CDCDCO1,5/16/2024,203,137/22                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",0.0
156,6010140007               ,224,    CDCDCO1,10/10/2024,350,284/22                        ,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",0.0
157,6010140008               ,224,       CDGD,9/14/2025,689,258/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",25.0
158,6010140008               ,224,       CDGD,9/15/2025,690,259/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",1152.0
159,6010140008               ,224,       CDGD,9/17/2025,692,261/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",896.0
160,6010140008               ,224,       CDVM,7/5/2025,618,187/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",0.0
161,6010140008               ,224,       CDVM,9/14/2025,689,258/23                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",1195.0
162,6010140008               ,224,    CDCDCO1,7/26/2024,274,208/22                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",0.0
163,6010140008               ,224,    CDCDCO1,10/13/2024,353,287/22                        ,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",125.0
164,6010550008               ,224,       CDGD,7/27/2025,640,209/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",0.0
165,6010550008               ,224,       CDGD,7/31/2025,644,213/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",0.0
166,6010550008               ,224,       CDGD,8/21/2025,665,234/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",0.0
167,6010550008               ,224,       CDGD,8/22/2025,666,235/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",133.0
168,6010550008               ,224,       CDGD,8/23/2025,667,236/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",736.0
169,6010550008               ,224,       CDGD,8/27/2025,671,240/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",448.0
170,6010550008               ,224,       CDGD,8/28/2025,672,241/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224.0
171,6010550008               ,224,       CDGD,8/29/2025,673,242/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",1568.0
172,6010550008               ,224,       CDGD,8/30/2025,674,243/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",2240.0
173,6010550008               ,224,       CDGD,9/6/2025,681,250/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",896.0
174,6010550008               ,224,       CDGD,9/7/2025,682,251/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",2464.0
175,6010550008               ,224,       CDGD,9/8/2025,683,252/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",1344.0
176,6010550008               ,224,       CDGD,9/10/2025,685,254/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",3808.0
177,6010550008               ,224,       CDGD,9/11/2025,686,255/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",1120.0
178,6010550008               ,224,       CDGD,9/24/2025,699,268/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",672.0
179,6010550008               ,224,       CDGD,9/25/2025,700,269/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",3584.0
180,6010550008               ,224,       CDGD,9/26/2025,701,270/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",3808.0
181,6010550008               ,224,       CDGD,9/27/2025,702,271/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",3584.0
182,6010550008               ,224,       CDGD,9/28/2025,703,272/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",896.0
183,6010550008               ,224,       CDGD,10/13/2025,718,287/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",448.0
184,6010550008               ,224,       CDVM,8/9/2025,653,223/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224.0
185,6010550008               ,224,       CDVM,8/16/2025,660,229/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",364.0
186,6010550008               ,224,    CDCDCF1,8/28/2025,672,241/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",1.0
