,Depósito Padre,Descripción,cajas_x_pallets,Dias al Vencimiento,Lote,SKU,Fecha de Vencimiento,Cajas Disponibles
170,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,208,R250823                       ,6030050071               ,5/21/2024,8172.0
171,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,209,R260823                       ,6030050071               ,5/22/2024,2261.0
172,       CDPI,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,214,R310823                       ,6030050071               ,5/27/2024,1584.0
173,       CDPI,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,185,R020823                       ,6030050072               ,4/28/2024,3635.0
174,       CDPI,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,187,R040823                       ,6030050072               ,4/30/2024,2484.0
175,       CDPI,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,188,R050823                       ,6030050072               ,5/1/2024,2648.0
176,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,153,010723                        ,6030010007               ,3/27/2024,20954.0
177,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,165,130723                        ,6030010007               ,4/8/2024,23210.0
178,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,167,150723                        ,6030010007               ,4/10/2024,24960.0
179,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,176,240723                        ,6030010007               ,4/19/2024,56160.0
180,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,220,060923                        ,6030010007               ,6/2/2024,31200.0
181,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,222,080923                        ,6030010007               ,6/4/2024,24960.0
182,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,224,100923                        ,6030010007               ,6/6/2024,12462.0
183,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,229,150923                        ,6030010007               ,6/11/2024,49920.0
184,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,230,160923                        ,6030010007               ,6/12/2024,18720.0
185,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,233,190923                        ,6030010007               ,6/15/2024,6240.0
186,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,251,071023                        ,6030010007               ,7/3/2024,18720.0
187,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,256,121023                        ,6030010007               ,7/8/2024,49920.0
188,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,224,100923                        ,6030010019               ,6/6/2024,2286.0
189,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,228,140923                        ,6030010019               ,6/10/2024,10368.0
190,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,229,150923                        ,6030010019               ,6/11/2024,6912.0
191,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,233,190923                        ,6030010019               ,6/15/2024,41472.0
192,       CDPI,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,234,200923                        ,6030010019               ,6/16/2024,6912.0
193,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,161,090723                        ,6030010170               ,4/4/2024,44493.0
194,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,175,230723                        ,6030010170               ,4/18/2024,39168.0
195,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,179,270723                        ,6030010170               ,4/22/2024,6528.0
196,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,197,140823                        ,6030010170               ,5/10/2024,19584.0
197,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,199,160823                        ,6030010170               ,5/12/2024,26112.0
198,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,203,200823                        ,6030010170               ,5/16/2024,13056.0
199,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,206,220823                        ,6030010170               ,5/19/2024,39168.0
200,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,215,010923                        ,6030010170               ,5/28/2024,32640.0
201,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,218,040923                        ,6030010170               ,5/31/2024,13056.0
202,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,220,060923                        ,6030010170               ,6/2/2024,32640.0
203,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,224,100923                        ,6030010170               ,6/6/2024,26112.0
204,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,229,150923                        ,6030010170               ,6/11/2024,39712.0
205,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,232,180923                        ,6030010170               ,6/14/2024,13056.0
206,       CDPI,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,235,210923                        ,6030010170               ,6/17/2024,13056.0
207,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,133,110623                        ,6030010208               ,3/7/2024,367.0
208,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,139,170623                        ,6030010208               ,3/13/2024,3840.0
209,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,156,040723                        ,6030010208               ,3/30/2024,9442.0
210,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,165,130723                        ,6030010208               ,4/8/2024,5760.0
211,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,197,140823                        ,6030010208               ,5/10/2024,5760.0
212,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,215,010923                        ,6030010208               ,5/28/2024,1920.0
213,       CDPI,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,220,060923                        ,6030010208               ,6/2/2024,7680.0
214,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,165,130723                        ,6030010026               ,4/8/2024,4814.0
215,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,181,290723                        ,6030010026               ,4/24/2024,3240.0
216,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,215,010923                        ,6030010026               ,5/28/2024,5184.0
217,       CDPI,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,224,100923                        ,6030010026               ,6/6/2024,15552.0
218,       CDPI,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,186,040723                        ,6090020009               ,4/29/2024,92.0
219,       CDPI,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,186,040723                        ,6090020011               ,4/29/2024,63.0
220,       CDPI,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",272,124,020623                        ,6050100002               ,2/27/2024,4074.0
221,       CDVM,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",60,502,120323                        ,6010040002               ,3/11/2025,7.0
222,       CDVM,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,295,170822                        ,6011270001               ,8/16/2024,144.0
223,       CDVM,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,392,221122                        ,6011270001               ,11/21/2024,100.0
224,       CDVM,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,294,160822                        ,6011270002               ,8/15/2024,0.0
225,       CDVM,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,326,180922                        ,6011270002               ,9/16/2024,0.0
226,       CDVM,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,527,060423                        ,6010020204               ,4/5/2025,0.0
227,       CDVM,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,644,310723                        ,6010950016               ,7/31/2025,60.0
228,       CDVM,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,510,210323                        ,6010900031               ,3/19/2025,125.0
229,       CDVM,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,515,250323                        ,6010900002               ,3/24/2025,42.0
230,       CDVM,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",304,513,220323                        ,6010900001               ,3/22/2025,18.0
231,       CDVM,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",160,259,120722                        ,6010900032               ,7/11/2024,0.0
232,       CDVM,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",160,511,210323                        ,6010900032               ,3/20/2025,68.0
233,       CDVM,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,517,250323                        ,6010900018               ,3/26/2025,0.0
234,       CDVM,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,421,211222                        ,6010900024               ,12/20/2024,301.0
235,       CDVM,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,491,240223                        ,6010900024               ,2/28/2025,1850.0
236,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,310,010922                        ,6010010007               ,8/31/2024,0.0
237,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,648,060823                        ,6010010007               ,8/4/2025,40.0
238,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,671,280823                        ,6010010007               ,8/27/2025,39.0
239,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,698,240923                        ,6010010007               ,9/23/2025,30.0
240,       CDVM,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,720,161023                        ,6010010007               ,10/15/2025,6092.0
241,       CDVM,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,260,120722                        ,6010010184               ,7/12/2024,0.0
242,       CDVM,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,372,021122                        ,6010010184               ,11/1/2024,94.0
243,       CDVM,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,415,151222                        ,6010010184               ,12/14/2024,360.0
244,       CDVM,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,230,130622                        ,6010010077               ,6/12/2024,0.0
245,       CDVM,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,664,210823                        ,6010010077               ,8/20/2025,814.0
246,       CDVM,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,704,290923                        ,6010010077               ,9/29/2025,0.0
247,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,273,260722                        ,6010010112               ,7/25/2024,0.0
248,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,672,290823                        ,6010010112               ,8/28/2025,42.0
249,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,685,110923                        ,6010010112               ,9/10/2025,12.0
250,       CDVM,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,702,280923                        ,6010010112               ,9/27/2025,1620.0
251,       CDVM,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,695,180923                        ,6010010008               ,9/20/2025,60.0
252,       CDVM,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,706,021023                        ,6010010008               ,10/1/2025,2600.0
253,       CDVM,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,381,111122                        ,6011570002               ,11/10/2024,5.0
254,       CDVM,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,504,140323                        ,6011570002               ,3/13/2025,360.0
255,       CDVM,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,373,031122                        ,6011570005               ,11/2/2024,398.0
256,       CDVM,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,511,210323                        ,6011570005               ,3/20/2025,160.0
257,       CDVM,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,504,120323                        ,6010570019               ,3/13/2025,0.0
258,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,184,010722                        ,6040100010               ,4/27/2024,0.0
259,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,228,150823                        ,6040100010               ,6/10/2024,0.0
260,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,267,230923                        ,6040100010               ,7/19/2024,0.0
261,       CDVM,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",260,284,101023                        ,6040100010               ,8/5/2024,16820.0
262,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,183,010723                        ,6040100009               ,4/26/2024,23.0
263,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,195,130723                        ,6040100009               ,5/8/2024,0.0
264,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,214,010823                        ,6040100009               ,5/27/2024,91.0
265,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,247,030923                        ,6040100009               ,6/29/2024,14850.0
266,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,256,080923                        ,6040100009               ,7/8/2024,2592.0
267,       CDVM,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,270,260923                        ,6040100009               ,7/22/2024,4608.0
268,       CDVM,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",60,209,250923                        ,6040100014               ,5/22/2024,0.0
269,       CDVM,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",377,212,280923                        ,6040100001               ,5/25/2024,2211.0
270,       CDVM,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",377,224,101023                        ,6040100001               ,6/6/2024,15457.0
271,       CDVM,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",80,267,230923                        ,6040100003               ,7/19/2024,2348.0
272,       CDVM,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",80,289,151023                        ,6040100003               ,8/10/2024,2881.0
273,       CDVM,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,254,R101023                       ,6030330001               ,7/6/2024,1795.0
274,       CDVM,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,262,R181023                       ,6030050070               ,7/14/2024,2080.0
275,       CDVM,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,263,R191023                       ,6030050070               ,7/15/2024,2600.0
276,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,254,R101023                       ,6030050071               ,7/6/2024,274.0
277,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,255,R111023                       ,6030050071               ,7/7/2024,144.0
278,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,256,R121023                       ,6030050071               ,7/8/2024,4860.0
279,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,257,R131023                       ,6030050071               ,7/9/2024,3024.0
280,       CDVM,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,262,R181023                       ,6030050071               ,7/14/2024,6768.0
281,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,254,R101023                       ,6030050069               ,7/6/2024,0.0
282,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,255,R111023                       ,6030050069               ,7/7/2024,2720.0
283,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,256,R121023                       ,6030050069               ,7/8/2024,9818.0
284,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,257,R131023                       ,6030050069               ,7/9/2024,1632.0
285,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,262,R181023                       ,6030050069               ,7/14/2024,10608.0
286,       CDVM,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,263,R191023                       ,6030050069               ,7/15/2024,4624.0
287,       CDVM,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,229,160823                        ,6030040040               ,6/11/2024,0.0
288,       CDVM,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,238,250823                        ,6030040040               ,6/20/2024,0.0
289,       CDVM,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,242,230823                        ,6030040040               ,6/24/2024,0.0
290,       CDVM,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,229,160823                        ,6030040007               ,6/11/2024,12513.0
291,       CDVM,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",272,238,250823                        ,6030040073               ,6/20/2024,1308.0
292,       CDVM,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",108,238,250823                        ,6030040057               ,6/20/2024,2119.0
293,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,229,150923                        ,6030010007               ,6/11/2024,0.0
294,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,230,160923                        ,6030010007               ,6/12/2024,0.0
295,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,245,011023                        ,6030010007               ,6/27/2024,776.0
296,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,249,051023                        ,6030010007               ,7/1/2024,1586.0
297,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,251,071023                        ,6030010007               ,7/3/2024,1560.0
298,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,255,111023                        ,6030010007               ,7/7/2024,33800.0
299,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,256,121023                        ,6030010007               ,7/8/2024,14300.0
300,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,259,151023                        ,6030010007               ,7/11/2024,26520.0
301,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,215,010923                        ,6030010019               ,5/28/2024,432.0
302,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,224,100923                        ,6030010019               ,6/6/2024,56.0
303,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,228,140923                        ,6030010019               ,6/10/2024,0.0
304,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,233,190923                        ,6030010019               ,6/15/2024,0.0
305,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,234,200923                        ,6030010019               ,6/16/2024,0.0
306,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,249,051023                        ,6030010019               ,7/1/2024,144.0
307,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,250,061023                        ,6030010019               ,7/2/2024,450.0
308,       CDVM,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,256,121023                        ,6030010019               ,7/8/2024,31536.0
309,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,158,050823                        ,6030010129               ,4/1/2024,5220.0
310,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,183,300823                        ,6030010129               ,4/26/2024,201.0
311,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,185,010923                        ,6030010129               ,4/28/2024,377.0
312,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,190,060923                        ,6030010129               ,5/3/2024,33176.0
313,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,218,040923                        ,6030010129               ,5/31/2024,377.0
314,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,222,081023                        ,6030010129               ,6/4/2024,6032.0
315,       CDVM,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,228,140923                        ,6030010129               ,6/10/2024,377.0
316,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,186,030823                        ,6030010170               ,4/29/2024,0.0
317,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,220,060923                        ,6030010170               ,6/2/2024,188.0
318,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,224,100923                        ,6030010170               ,6/6/2024,0.0
319,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,229,150923                        ,6030010170               ,6/11/2024,272.0
320,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,235,210923                        ,6030010170               ,6/17/2024,272.0
321,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,239,250923                        ,6030010170               ,6/21/2024,272.0
322,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,247,031023                        ,6030010170               ,6/29/2024,2979.0
323,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,251,071023                        ,6030010170               ,7/3/2024,22372.0
324,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,253,091023                        ,6030010170               ,7/5/2024,4080.0
325,       CDVM,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,259,151023                        ,6030010170               ,7/11/2024,49232.0
326,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,189,060823                        ,6030010208               ,5/2/2024,0.0
327,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,209,260823                        ,6030010208               ,5/22/2024,81.0
328,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,252,081023                        ,6030010208               ,7/4/2024,2672.0
329,       CDVM,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,262,181023                        ,6030010208               ,7/14/2024,7520.0
330,       CDVM,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,181,290723                        ,6030010026               ,4/24/2024,93.0
331,       CDVM,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,249,051023                        ,6030010026               ,7/1/2024,19811.0
332,       CDVM,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,162,100623                        ,6090020009               ,4/5/2024,213.0
333,       CDVM,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,256,120923                        ,6090020009               ,7/8/2024,186.0
334,       CDVM,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,262,140923                        ,6090020009               ,7/14/2024,0.0
335,       CDVM,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,275,011023                        ,6090020009               ,7/27/2024,27440.0
336,       CDVM,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,292,181023                        ,6090020009               ,8/13/2024,22360.0
337,       CDVM,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",260,294,201023                        ,6090020009               ,8/15/2024,1560.0
338,       CDVM,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,162,100623                        ,6090020011               ,4/5/2024,133.0
