,Fecha de Vencimiento,SKU,cajas_x_pallets,Descripción,Depósito Padre,Dias al Vencimiento,Lote,Cajas Disponibles
0,2/26/2024,6030010129               ,377,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",    CDCDCO1,123,010723                        ,290.0
1,2/26/2024,6050100007               ,260,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",    CDCDCO1,123,010623                        ,0.0
2,2/27/2024,6050100002               ,272,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",       CDPI,124,020623                        ,4074.0
3,2/27/2024,6050100002               ,272,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",    CDCDCO1,124,020623                        ,0.0
4,3/4/2024,6030010019               ,144,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,130,080623                        ,0.0
5,3/4/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,130,080623                        ,1087.0
6,3/4/2024,6030010129               ,377,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",       CDGD,130,080723                        ,285.0
7,3/4/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",    CDCDCO1,130,R080623                       ,0.0
8,3/4/2024,6050100004               ,80,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",       CDGD,130,080623                        ,0.0
9,3/4/2024,6050100004               ,80,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",       CDVM,130,080623                        ,554.0
10,3/4/2024,6050100004               ,80,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",    CDCDCO1,130,080623                        ,34.0
11,3/6/2024,6030050070               ,260,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",       CDGD,132,R100623                       ,0.0
12,3/6/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",    CDCDCO1,132,R100623                       ,0.0
13,3/7/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDPI,133,110623                        ,367.0
14,3/7/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,133,110623                        ,0.0
15,3/7/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,133,110623                        ,2028.0
16,3/8/2024,6030050071               ,144,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDCDCO1,134,R120623                       ,0.0
17,3/9/2024,6030050071               ,144,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDCDCO1,135,R130623                       ,0.0
18,3/9/2024,6040100001               ,377,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",    CDCDCO1,135,130723                        ,29.0
19,3/10/2024,6010040002               ,60,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",      CDLDC,136,110322                        ,0.0
20,3/10/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,136,140623                        ,0.0
21,3/11/2024,6030050070               ,260,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",    CDCDCO1,137,R150623                       ,0.0
22,3/13/2024,6030010019               ,144,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,139,170623                        ,0.0
23,3/13/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDGD,139,170623                        ,2.0
24,3/13/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDPI,139,170623                        ,3840.0
25,3/13/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",      CDLDC,139,170623                        ,1195.0
26,3/13/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,139,170623                        ,3840.0
27,3/19/2024,6030050070               ,260,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",    CDCDCO1,145,R230623                       ,0.0
28,3/21/2024,6011270002               ,105,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",    CDCDCO1,147,220322                        ,117.0
29,3/22/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,148,250622                        ,0.0
30,3/23/2024,6030010019               ,144,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,149,270623                        ,0.0
31,3/25/2024,6030050070               ,260,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",    CDCDCO1,151,R290623                       ,0.0
32,3/25/2024,6090020012               ,80,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",       CDGD,151,300523                        ,25.0
33,3/25/2024,6090020012               ,80,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",    CDCDCO1,151,300523                        ,0.0
34,3/26/2024,6030050071               ,144,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDCDCO1,152,R300623                       ,0.0
35,3/27/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",       CDGD,153,010723                        ,0.0
36,3/27/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",       CDPI,153,010723                        ,20954.0
37,3/27/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,153,010723                        ,0.0
38,3/27/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,153,010723                        ,30171.0
39,3/27/2024,6030010019               ,144,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,153,010723                        ,1738.0
40,3/27/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,153,010723                        ,0.0
41,3/27/2024,6090020011               ,144,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",    CDCDCO1,153,010623                        ,0.0
42,3/28/2024,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",      CDLDC,154,290322                        ,0.0
43,3/30/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDPI,156,040723                        ,9442.0
44,3/30/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,156,040723                        ,0.0
45,3/30/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,156,040723                        ,7680.0
46,3/31/2024,6050100001               ,377,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",       CDVM,157,040823                        ,180.0
47,3/31/2024,6050100001               ,377,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",    CDCDCF1,157,040823                        ,125.0
48,4/1/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,158,060723                        ,1296.0
49,4/1/2024,6030010129               ,377,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",       CDGD,158,050823                        ,2291.0
50,4/1/2024,6030010129               ,377,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",       CDVM,158,050823                        ,5220.0
51,4/1/2024,6030010129               ,377,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",    CDCDCF1,158,050823                        ,3887.0
52,4/1/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",       CDGD,158,R060723                       ,8.0
53,4/2/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",       CDGD,159,R070723                       ,80.0
54,4/2/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",       CDPI,159,R070723                       ,281.0
55,4/2/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",    CDCDCO1,159,R070723                       ,480.0
56,4/2/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",    CDVMZPA,159,R070723                       ,0.0
57,4/4/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDPI,161,090723                        ,44493.0
58,4/4/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",      CDLDC,161,090723                        ,4573.0
59,4/4/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,161,090723                        ,0.0
60,4/4/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,161,090723                        ,10901.0
61,4/5/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,162,040723                        ,0.0
62,4/5/2024,6030050071               ,144,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDCDCO1,162,R100723                       ,0.0
63,4/5/2024,6090020009               ,260,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",       CDVM,162,100623                        ,213.0
64,4/5/2024,6090020009               ,260,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",    CDCDCO1,162,100623                        ,0.0
65,4/5/2024,6090020011               ,144,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",       CDVM,162,100623                        ,133.0
66,4/6/2024,6030040040               ,260,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",       CDGD,163,110623                        ,37.0
67,4/6/2024,6030040040               ,260,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",    CDCDCO1,163,110623                        ,0.0
68,4/6/2024,6030040073               ,272,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",    CDCDCO1,163,110623                        ,0.0
69,4/6/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",    CDVMZPA,163,R110723                       ,2081.0
70,4/7/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",       CDPI,164,R120723                       ,480.0
71,4/8/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",       CDPI,165,130723                        ,23210.0
72,4/8/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,165,130723                        ,0.0
73,4/8/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,165,130723                        ,12480.0
74,4/8/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",       CDGD,165,130723                        ,83.0
75,4/8/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",       CDPI,165,130723                        ,4814.0
76,4/8/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,165,130723                        ,1512.0
77,4/8/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDPI,165,130723                        ,5760.0
78,4/8/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,165,130723                        ,0.0
79,4/8/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,165,130723                        ,7680.0
80,4/9/2024,6030040007               ,144,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,166,140623                        ,0.0
81,4/10/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",       CDPI,167,150723                        ,24960.0
82,4/10/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,167,150723                        ,1891.0
83,4/10/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,167,150723                        ,24960.0
84,4/11/2024,6040100001               ,377,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",       CDGD,168,150823                        ,1013.0
85,4/11/2024,6040100001               ,377,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",    CDCDCF1,168,150823                        ,2380.0
86,4/12/2024,6040100010               ,260,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",    CDCDCO1,169,170623                        ,0.0
87,4/14/2024,6030050069               ,272,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",    CDCDCO1,171,R190723                       ,0.0
88,4/14/2024,6040100014               ,60,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",    CDCDCF1,171,180823                        ,0.0
89,4/15/2024,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",      CDLDC,172,160422                        ,0.0
90,4/16/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDCDCO1,173,R210723                       ,371.0
91,4/18/2024,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",      CDLDC,175,180422                        ,0.0
92,4/18/2024,6030010019               ,144,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,175,230723                        ,144.0
93,4/18/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDPI,175,230723                        ,39168.0
94,4/18/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,175,230723                        ,45696.0
95,4/18/2024,6030010227               ,60,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",    CDCDCF1,175,220823                        ,0.0
96,4/19/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",       CDPI,176,240723                        ,56160.0
97,4/19/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,176,240723                        ,56160.0
98,4/19/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDVMZPA,176,R240723                       ,0.0
99,4/20/2024,6010900018               ,156,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",    CDCDCO1,177,210422                        ,0.0
100,4/20/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",      CDLDC,177,250723                        ,6720.0
101,4/20/2024,6030050069               ,272,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",    CDCDCO1,177,R250723                       ,792.0
102,4/20/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",       CDGD,177,R250723                       ,720.0
103,4/20/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDVMZPA,177,R250723                       ,0.0
104,4/20/2024,6040100009               ,144,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",    CDCDCO1,177,250623                        ,158.0
105,4/20/2024,6040100009               ,144,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",    CDVMZPA,177,250623                        ,1457.0
106,4/22/2024,6030010019               ,144,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,179,270723                        ,144.0
107,4/22/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDPI,179,270723                        ,6528.0
108,4/22/2024,6090020010               ,377,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",       CDGD,179,260823                        ,367.0
109,4/22/2024,6090020010               ,377,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",    CDCDCF1,179,260823                        ,272.0
110,4/23/2024,6030050069               ,272,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",       CDGD,180,R280723                       ,204.0
111,4/24/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",       CDPI,181,290723                        ,3240.0
112,4/24/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",       CDVM,181,290723                        ,93.0
113,4/24/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,181,290723                        ,1512.0
114,4/24/2024,6040100003               ,80,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",    CDCDCO1,181,290623                        ,0.0
115,4/24/2024,6090020014               ,60,"MOSTAZA,NATURA,1504,8 G,SH,ST(SIN TAPA),ESP,MERCADO INTERNO",    CDCDCF1,181,280823                        ,50.0
116,4/25/2024,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",    CDCDCO1,182,116/22                        ,0.0
117,4/25/2024,6050100002               ,272,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",       CDGD,182,300723                        ,1109.0
118,4/25/2024,6050100002               ,272,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",       CDVM,182,300723                        ,152.0
119,4/25/2024,6050100007               ,260,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",    CDCDCO1,182,300723                        ,0.0
120,4/26/2024,6010950016               ,105,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",    CDCDCO1,183,250422                        ,0.0
121,4/26/2024,6030010129               ,377,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",       CDVM,183,300823                        ,201.0
122,4/26/2024,6040100009               ,144,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",       CDVM,183,010723                        ,23.0
123,4/27/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,184,010823                        ,12480.0
124,4/27/2024,6030010019               ,144,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,184,010823                        ,3744.0
125,4/27/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",    CDCDCF1,184,010823                        ,108.0
126,4/27/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",    CDCDCO1,184,010823                        ,4212.0
127,4/27/2024,6030010026               ,108,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",    CDVMZPA,184,010823                        ,13556.0
128,4/27/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,184,010823                        ,2096.0
129,4/27/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDVMZPA,184,R010823                       ,0.0
130,4/27/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",       CDPI,184,R010823                       ,1200.0
131,4/27/2024,6040100010               ,260,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",       CDVM,184,010722                        ,0.0
132,4/27/2024,6050100007               ,260,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",       CDGD,184,010823                        ,56.0
133,4/27/2024,6050100007               ,260,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",    CDCDCO1,184,010823                        ,555.0
134,4/27/2024,6050100007               ,260,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",    CDVMZPA,184,010823                        ,12475.0
135,4/28/2024,6030010129               ,377,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",       CDVM,185,010923                        ,377.0
136,4/28/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",       CDPI,185,R020823                       ,3635.0
137,4/28/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDVMZPA,185,R020823                       ,0.0
138,4/28/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",       CDPI,185,R020823                       ,1360.0
139,4/29/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDVM,186,030823                        ,0.0
140,4/29/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,186,030823                        ,4080.0
141,4/29/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,186,030823                        ,13056.0
142,4/29/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDVMZPA,186,R030823                       ,3932.0
143,4/29/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",       CDPI,186,R030823                       ,2160.0
144,4/29/2024,6030050074               ,80,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",    CDVMZPA,186,R030823                       ,640.0
145,4/29/2024,6090020009               ,260,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",       CDPI,186,040723                        ,92.0
146,4/29/2024,6090020009               ,260,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",    CDVMZPA,186,040723                        ,3310.0
147,4/29/2024,6090020011               ,144,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",       CDGD,186,040723                        ,0.0
148,4/29/2024,6090020011               ,144,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",       CDPI,186,040723                        ,63.0
149,4/29/2024,6090020011               ,144,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",    CDCDCF1,186,040723                        ,406.0
150,4/29/2024,6090020011               ,144,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",    CDCDCO1,186,040723                        ,0.0
151,4/30/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,187,040823                        ,3640.0
152,4/30/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,187,040823                        ,18720.0
153,4/30/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",       CDPI,187,R040823                       ,2484.0
154,4/30/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",    CDVMZPA,187,R040823                       ,2484.0
155,5/1/2024,6030050072               ,108,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",       CDPI,188,R050823                       ,2648.0
156,5/2/2024,6030010170               ,272,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,189,060823                        ,7616.0
157,5/2/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",       CDVM,189,060823                        ,0.0
158,5/2/2024,6030010208               ,80,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,189,060823                        ,3105.0
159,5/3/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDCDCO1,190,070823                        ,9360.0
160,5/3/2024,6030010007               ,260,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",    CDVMZPA,190,070823                        ,18718.0
161,5/3/2024,6030010129               ,377,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",       CDVM,190,060923                        ,33176.0
