,Fecha de Vencimiento,SKU,cajas_x_pallets,Descripción,Depósito Padre,Dias al Vencimiento,Lote,Cajas Disponibles
682,7/10/2025,6011640001               ,224,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",       CDGD,623,192/23                        ,0.0
683,7/14/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",    CDCDCO1,627,150723                        ,0.0
684,7/17/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCO1,630,180723                        ,0.0
685,7/19/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",    CDCDCO1,632,201/23                        ,0.0
686,7/24/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCO1,637,250723                        ,1.0
687,7/24/2025,6010020204               ,60,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",    CDCDCO1,637,250723                        ,0.0
688,7/25/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",    CDCDCO1,638,250723                        ,0.0
689,7/27/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,640,209/23                        ,0.0
690,7/29/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCO1,642,300723                        ,0.0
691,7/31/2025,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",    CDCDCO1,644,010823                        ,0.0
692,7/31/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",    CDCDCO1,644,010823                        ,0.0
693,7/31/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,644,213/23                        ,0.0
694,7/31/2025,6010950016               ,105,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",       CDGD,644,310723                        ,6444.0
695,7/31/2025,6010950016               ,105,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",       CDVM,644,310723                        ,60.0
696,7/31/2025,6010950016               ,105,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",    CDCDCF1,644,310723                        ,2100.0
697,8/1/2025,6011640001               ,224,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",    CDCDCF1,645,214/23                        ,183.0
698,8/4/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",       CDVM,648,060823                        ,40.0
699,8/4/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",      CDCAU,648,060823                        ,0.0
700,8/4/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCO1,648,060823                        ,0.0
701,8/8/2025,6010020204               ,60,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",    CDCDCO1,652,080823                        ,1407.0
702,8/9/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDVM,653,223/23                        ,224.0
703,8/12/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCO1,656,130823                        ,0.0
704,8/13/2025,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",       CDGD,657,120823                        ,4.0
705,8/13/2025,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",    CDCDCF1,657,120823                        ,33.0
706,8/13/2025,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",    CDCDCO1,657,120823                        ,0.0
707,8/16/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",    CDCDCO1,660,170823                        ,300.0
708,8/16/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDVM,660,229/23                        ,364.0
709,8/17/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",    CDCDCO1,661,180823                        ,0.0
710,8/20/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",       CDVM,664,210823                        ,814.0
711,8/20/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",    CDCDCO1,664,210823                        ,4006.0
712,8/21/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,665,234/23                        ,0.0
713,8/22/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,666,235/23                        ,133.0
714,8/22/2025,6010950016               ,105,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",       CDGD,666,210823                        ,2940.0
715,8/23/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,667,236/23                        ,736.0
716,8/25/2025,6010020204               ,60,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",       CDGD,669,250823                        ,5.0
717,8/25/2025,6010020204               ,60,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",    CDCDCO1,669,250823                        ,6900.0
718,8/27/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",       CDVM,671,280823                        ,39.0
719,8/27/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCO1,671,280823                        ,0.0
720,8/27/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,671,240/23                        ,448.0
721,8/28/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",       CDVM,672,290823                        ,42.0
722,8/28/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,672,241/23                        ,224.0
723,8/28/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",    CDCDCF1,672,241/23                        ,1.0
724,8/29/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,673,242/23                        ,1568.0
725,8/29/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",    CDCDCF1,673,242/23                        ,411.0
726,8/30/2025,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",    CDCDCO1,674,310823                        ,0.0
727,8/30/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,674,243/23                        ,2240.0
728,9/5/2025,6011640001               ,224,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",       CDVM,680,249/23                        ,893.0
729,9/6/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,681,250/23                        ,896.0
730,9/6/2025,6011640001               ,224,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",       CDVM,681,250/23                        ,224.0
731,9/7/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,682,251/23                        ,2464.0
732,9/8/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",       CDGD,683,090923                        ,0.0
733,9/8/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",    CDCDCO1,683,090923                        ,288.0
734,9/8/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,683,252/23                        ,1344.0
735,9/10/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",       CDGD,685,110923                        ,26.0
736,9/10/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",       CDVM,685,110923                        ,12.0
737,9/10/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",    CDCDCO1,685,110923                        ,2880.0
738,9/10/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,685,254/23                        ,3808.0
739,9/11/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,686,255/23                        ,1120.0
740,9/12/2025,6010140007               ,224,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",       CDVM,687,256/23                        ,1292.0
741,9/12/2025,6010140007               ,224,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",    CDCDCF1,687,256/23                        ,427.0
742,9/13/2025,6010140007               ,224,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",       CDGD,688,257/23                        ,2602.0
743,9/13/2025,6010140007               ,224,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",       CDVM,688,257/23                        ,224.0
744,9/14/2025,6010140007               ,224,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",       CDGD,689,258/23                        ,896.0
745,9/14/2025,6010140008               ,224,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",       CDGD,689,258/23                        ,25.0
746,9/14/2025,6010140008               ,224,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",       CDVM,689,258/23                        ,1195.0
747,9/15/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCF1,690,160923                        ,98.0
748,9/15/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCO1,690,160923                        ,0.0
749,9/15/2025,6010140008               ,224,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",       CDGD,690,259/23                        ,1152.0
750,9/17/2025,6010140008               ,224,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",       CDGD,692,261/23                        ,896.0
751,9/17/2025,6011270001               ,144,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",       CDGD,692,180923                        ,1854.0
752,9/19/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",       CDGD,694,190923                        ,0.0
753,9/19/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",    CDCDCF1,694,190923                        ,1570.0
754,9/20/2025,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",       CDVM,695,180923                        ,60.0
755,9/20/2025,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",    CDCDCF1,695,180923                        ,370.0
756,9/21/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",    CDCDCO1,696,220923                        ,1440.0
757,9/23/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",       CDGD,698,240923                        ,74.0
758,9/23/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",       CDVM,698,240923                        ,30.0
759,9/23/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCF1,698,240923                        ,30.0
760,9/23/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",    CDCDCO1,698,240923                        ,0.0
761,9/24/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,699,268/23                        ,672.0
762,9/25/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,700,269/23                        ,3584.0
763,9/26/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,701,270/23                        ,3808.0
764,9/27/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",       CDGD,702,280923                        ,12.0
765,9/27/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",       CDVM,702,280923                        ,1620.0
766,9/27/2025,6010010112               ,60,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",    CDCDCO1,702,280923                        ,1440.0
767,9/27/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,702,271/23                        ,3584.0
768,9/28/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,703,272/23                        ,896.0
769,9/29/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",       CDGD,704,290923                        ,0.0
770,9/29/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",       CDVM,704,290923                        ,0.0
771,10/1/2025,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",       CDGD,706,021023                        ,1610.0
772,10/1/2025,6010010008               ,50,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",       CDVM,706,021023                        ,2600.0
773,10/1/2025,6011640001               ,224,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",       CDGD,706,275/23                        ,1344.0
774,10/2/2025,6011640001               ,224,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",       CDGD,707,276/23                        ,199.0
775,10/5/2025,6010900033               ,185,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.",       CDGD,710,031023                        ,3700.0
776,10/6/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",       CDGD,711,071023                        ,0.0
777,10/6/2025,6010900037               ,160,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I.",       CDGD,711,071023                        ,3745.0
778,10/6/2025,6010900040               ,160,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.",       CDGD,711,071023                        ,3744.0
779,10/8/2025,6010020204               ,60,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",       CDGD,713,091023                        ,480.0
780,10/8/2025,6010020204               ,60,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",    CDCDCO1,713,091023                        ,5040.0
781,10/10/2025,6010040111               ,105,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",       CDGD,715,041023                        ,110.0
782,10/13/2025,6010550008               ,224,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",       CDGD,718,287/23                        ,448.0
783,10/15/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",       CDGD,720,161023                        ,24060.0
784,10/15/2025,6010010007               ,60,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",       CDVM,720,161023                        ,6092.0
785,10/21/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",       CDGD,726,231023                        ,14690.0
786,10/24/2025,6010010077               ,72,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",       CDGD,729,251023                        ,16200.0
787,12/31/2040,6011570005               ,160,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",       CDGD,6276,031122                        ,53.0
