,Boca de entrega,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Artículo@LITM,Artículo@Descripcion,Cajas Solicitadas,Pallets Solicitados
18,274066,SD,660859,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",84.0,0.323077
19,274066,SD,660859,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",20.0,0.076923
20,322298,SD,661364,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",5.0,0.018382
21,225591,SD,173799,6010900001,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",10.0,0.032895
22,359653,SD,660753,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",9.0,0.034615
23,330919,SD,174108,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",15.0,0.09375
24,330919,SD,174195,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",29.0,0.129464
25,319406,SD,661018,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",72.0,0.5
26,228827,SD,661196,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",115.0,0.442308
27,228827,SD,661196,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",3.0,0.020833
28,228827,SD,661196,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
29,228827,SD,661196,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",34.0,0.125
30,228827,SD,661196,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",180.0,0.692308
31,228827,SD,661196,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",396.0,2.75
32,228827,SD,661196,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",238.0,0.875
33,228827,SD,661196,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",128.0,1.6
34,228827,SD,661196,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",342.0,3.166667
35,228827,SD,661196,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",10.0,0.038462
36,228827,SD,661196,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",2.0,0.005305
37,228827,SD,661196,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",1.0,0.0125
38,301161,SD,660721,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",10.0,0.125
39,317641,SD,173784,6010960007,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.            ",5.0,0.034722
40,305223,SD,660197,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",40.0,0.153846
41,305223,SD,660197,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",18.0,0.125
42,305223,SD,661308,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",11.0,0.042308
43,305223,SD,661309,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",40.0,0.153846
44,305223,SD,661309,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",18.0,0.125
45,305223,SD,661309,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",200.0,0.769231
46,305223,SD,661309,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",540.0,3.75
47,305223,SD,661309,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",816.0,3.0
48,305223,SD,661309,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",108.0,1.0
49,305223,SD,661309,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",30.0,0.115385
50,305223,SD,661309,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",11.0,0.042308
51,316006,SD,661373,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",64.0,0.8
52,316006,SD,661373,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",10.0,0.038462
53,316006,SD,661373,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",18.0,0.166667
54,261138,SD,660785,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",5.0,0.019231
55,261138,SD,661287,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
56,261138,SD,661287,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",108.0,1.0
57,307199,SD,661310,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",48.0,0.6
58,299351,SD,660377,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",8.0,0.030769
59,299351,SD,661197,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",8.0,0.030769
60,261131,SD,174158,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",20.0,0.125
61,261131,SD,174158,6010900002,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.      ",4.0,0.025641
62,261131,SD,174158,6010900018,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.     ",19.0,0.121795
63,261131,SD,174158,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",25.0,0.135135
64,338653,SD,174232,6010900001,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",5.0,0.016447
65,338653,SD,174232,6010900032,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.        ",15.0,0.09375
66,260883,SD,173801,6010950015,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.            ",25.0,0.173611
67,281096,SD,659905,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",37.0,0.136029
68,241213,SD,660202,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",72.0,0.666667
69,282507,SD,660243,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",72.0,0.666667
70,241180,SD,661201,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
71,241180,SD,661201,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",135.0,0.9375
72,241180,SD,661201,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",20.0,0.076923
73,363993,SD,661181,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
74,363993,SD,661181,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",68.0,0.25
75,363993,SD,661182,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
76,248095,SD,660939,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",72.0,0.5
77,248095,SD,660939,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",272.0,1.0
78,248095,SD,661291,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",260.0,1.0
79,241227,SD,173308,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",16.0,0.071429
80,241227,SD,173329,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",8.0,0.035714
81,241227,SD,173810,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",44.0,0.196429
82,241227,SD,661021,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",120.0,0.461538
83,267752,SD,661332,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",102.0,0.375
84,248894,SD,174090,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",64.0,0.285714
85,289078,SD,174091,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",44.0,0.196429
86,331183,SD,174095,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",32.0,0.142857
87,331183,SD,660929,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",68.0,0.25
88,331183,SD,660938,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",266.0,0.977941
89,331183,SD,661065,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",60.0,0.230769
90,331183,SD,661066,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",6.0,0.022059
91,331183,SD,661067,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",144.0,1.0
92,331183,SD,661067,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",150.0,0.576923
93,277494,SD,174088,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",64.0,0.285714
94,277494,SD,661034,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",136.0,0.5
95,277494,SD,661034,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",170.0,0.625
96,277494,SD,661156,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",60.0,0.230769
97,360190,SD,660735,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",350.0,1.346154
98,258384,SD,173794,6010960007,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.            ",71.0,0.493056
99,258384,SD,173795,6010950015,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.            ",15.0,0.104167
100,258384,SD,173797,6010960007,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.            ",18.0,0.125
101,226810,SD,660775,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",696.0,2.558824
102,327955,SD,661282,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",42.0,0.161538
103,327955,SD,661282,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",50.0,0.347222
104,337685,SD,174167,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",88.0,0.55
105,323541,SD,174159,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",10.0,0.0625
106,323541,SD,174159,6010900002,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.      ",3.0,0.019231
107,323541,SD,174159,6010900018,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.     ",12.0,0.076923
108,323541,SD,174159,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",15.0,0.081081
109,306443,SD,661376,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",34.0,0.125
110,354319,SD,661284,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",260.0,1.0
111,280862,SD,661285,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",34.0,0.125
112,261777,SD,661123,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",144.0,1.0
113,280890,SD,660998,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",260.0,1.0
114,228600,SD,173757,6010900017,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.   ",5.0,0.016447
115,228600,SD,660701,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",14.0,0.175
116,280889,SD,174171,6010900031,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.         ",10.0,0.0625
117,280889,SD,174171,6010900024,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ES",20.0,0.108108
118,280889,SD,661280,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",80.0,1.0
119,280889,SD,661281,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",160.0,2.0
120,361890,SD,174228,6010900018,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.     ",5.0,0.032051
121,361890,SD,174228,6010900017,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.   ",10.0,0.032895
122,361890,SD,661360,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",36.0,0.333333
