,Fecha de Vencimiento,Lote,Depósito Padre,cajas_x_pallets,SKU,Descripción,Dias al Vencimiento,Cajas Disponibles
261,5/31/2024,040923                        ,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",218,13056.0
262,5/31/2024,040923                        ,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",218,377.0
263,5/31/2024,040923                        ,    CDCDCO1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",218,2448.0
264,6/2/2024,060923                        ,       CDGD,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,272.0
265,6/2/2024,060923                        ,       CDPI,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",220,7680.0
266,6/2/2024,060923                        ,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",220,31200.0
267,6/2/2024,060923                        ,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,32640.0
268,6/2/2024,060923                        ,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,188.0
269,6/2/2024,060923                        ,    CDCDCF1,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",220,0.0
270,6/2/2024,060923                        ,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",220,7800.0
271,6/2/2024,060923                        ,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,5712.0
272,6/2/2024,060923                        ,    CDCDCO1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",220,3640.0
273,6/2/2024,060923                        ,    CDVMZPA,80,6030010208               ,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",220,9600.0
274,6/2/2024,060923                        ,    CDVMZPA,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",220,6240.0
275,6/2/2024,060923                        ,    CDVMZPA,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",220,19584.0
276,6/2/2024,070823                        ,       CDGD,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,261.0
277,6/2/2024,070823                        ,       CDGD,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",220,0.0
278,6/2/2024,070823                        ,       CDVM,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,173.0
279,6/2/2024,070823                        ,    CDCDCF1,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,1008.0
280,6/2/2024,070823                        ,    CDCDCO1,144,6090020011               ,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",220,108.0
281,6/2/2024,070823                        ,    CDCDCO1,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",220,0.0
282,6/2/2024,070823                        ,    CDVMZPA,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",220,18060.0
283,6/4/2024,080923                        ,       CDGD,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",222,177.0
284,6/4/2024,080923                        ,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",222,24960.0
285,6/4/2024,080923                        ,    CDVMZPA,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",222,24960.0
286,6/4/2024,081023                        ,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",222,6032.0
287,6/5/2024,060622                        ,    CDCDCO1,304,6010900017               ,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.",223,0.0
288,6/6/2024,100923                        ,       CDGD,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,0.0
289,6/6/2024,100923                        ,       CDGD,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,272.0
290,6/6/2024,100923                        ,       CDPI,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",224,15552.0
291,6/6/2024,100923                        ,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,2286.0
292,6/6/2024,100923                        ,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",224,12462.0
293,6/6/2024,100923                        ,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,26112.0
294,6/6/2024,100923                        ,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,56.0
295,6/6/2024,100923                        ,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,0.0
296,6/6/2024,100923                        ,    CDCDCF1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,1440.0
297,6/6/2024,100923                        ,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",224,4676.0
298,6/6/2024,100923                        ,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,10880.0
299,6/6/2024,100923                        ,    CDVMZPA,108,6030010026               ,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",224,5180.0
300,6/6/2024,100923                        ,    CDVMZPA,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",224,240.0
301,6/6/2024,100923                        ,    CDVMZPA,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",224,32640.0
302,6/6/2024,101023                        ,       CDVM,377,6040100001               ,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",224,15457.0
303,6/7/2024,R110923                       ,       CDGD,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",225,0.0
304,6/7/2024,R110923                       ,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",225,162.0
305,6/7/2024,R110923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",225,0.0
306,6/8/2024,120923                        ,    CDCDCF1,80,6030010228               ,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",226,186.0
307,6/8/2024,R120923                       ,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",226,4428.0
308,6/8/2024,R120923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",226,0.0
309,6/8/2024,R120923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",226,0.0
310,6/9/2024,R130923                       ,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",227,4104.0
311,6/9/2024,R130923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",227,0.0
312,6/9/2024,R130923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",227,0.0
313,6/10/2024,140923                        ,       CDGD,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,64.0
314,6/10/2024,140923                        ,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,10368.0
315,6/10/2024,140923                        ,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,0.0
316,6/10/2024,140923                        ,       CDVM,377,6030010129               ,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",228,377.0
317,6/10/2024,140923                        ,    CDCDCF1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,12094.0
318,6/10/2024,140923                        ,    CDCDCO1,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,0.0
319,6/10/2024,140923                        ,    CDVMZPA,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",228,6912.0
320,6/10/2024,150823                        ,       CDGD,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",228,0.0
321,6/10/2024,150823                        ,       CDVM,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",228,0.0
322,6/10/2024,150823                        ,    CDCDCO1,260,6040100010               ,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",228,1000.0
323,6/10/2024,R140923                       ,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",228,4212.0
324,6/10/2024,R140923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",228,0.0
325,6/10/2024,R140923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",228,0.0
326,6/11/2024,150923                        ,       CDGD,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,0.0
327,6/11/2024,150923                        ,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,6912.0
328,6/11/2024,150923                        ,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",229,49920.0
329,6/11/2024,150923                        ,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",229,39712.0
330,6/11/2024,150923                        ,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",229,0.0
331,6/11/2024,150923                        ,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",229,272.0
332,6/11/2024,150923                        ,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",229,2600.0
333,6/11/2024,150923                        ,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",229,3536.0
334,6/11/2024,150923                        ,    CDVMZPA,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,3456.0
335,6/11/2024,150923                        ,    CDVMZPA,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",229,6240.0
336,6/11/2024,160823                        ,       CDGD,144,6030040007               ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,1039.0
337,6/11/2024,160823                        ,       CDGD,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",229,3.0
338,6/11/2024,160823                        ,       CDVM,144,6030040007               ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,12513.0
339,6/11/2024,160823                        ,       CDVM,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",229,0.0
340,6/11/2024,160823                        ,    CDCDCF1,144,6030040007               ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,910.0
341,6/11/2024,160823                        ,    CDCDCF1,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",229,2068.0
342,6/11/2024,160823                        ,    CDCDCO1,144,6030040007               ,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",229,58.0
343,6/11/2024,160823                        ,    CDCDCO1,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",229,608.0
344,6/11/2024,R150923                       ,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",229,4212.0
345,6/11/2024,R150923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",229,2730.0
346,6/11/2024,R150923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",229,0.0
347,6/12/2024,130622                        ,       CDVM,72,6010010077               ,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",230,0.0
348,6/12/2024,160923                        ,       CDGD,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,0.0
349,6/12/2024,160923                        ,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,18720.0
350,6/12/2024,160923                        ,       CDVM,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,0.0
351,6/12/2024,160923                        ,    CDCDCF1,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,7280.0
352,6/12/2024,160923                        ,    CDVMZPA,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",230,18720.0
353,6/12/2024,R160923                       ,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",230,2268.0
354,6/12/2024,R160923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",230,6347.0
355,6/12/2024,R160923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",230,0.0
356,6/14/2024,180923                        ,       CDGD,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",232,272.0
357,6/14/2024,180923                        ,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",232,13056.0
358,6/14/2024,180923                        ,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",232,2720.0
359,6/14/2024,180923                        ,    CDVMZPA,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",232,6528.0
360,6/14/2024,R180923                       ,      CDLDC,108,6030050072               ,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",232,864.0
361,6/15/2024,190923                        ,       CDGD,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",233,0.0
362,6/15/2024,190923                        ,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",233,41472.0
363,6/15/2024,190923                        ,       CDPI,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",233,6240.0
364,6/15/2024,190923                        ,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",233,0.0
365,6/15/2024,190923                        ,    CDVMZPA,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",233,65664.0
366,6/15/2024,190923                        ,    CDVMZPA,260,6030010007               ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",233,6238.0
367,6/15/2024,R190923                       ,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",233,0.0
368,6/15/2024,R190923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",233,5714.0
369,6/16/2024,200923                        ,       CDPI,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",234,6912.0
370,6/16/2024,200923                        ,       CDVM,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",234,0.0
371,6/16/2024,200923                        ,    CDVMZPA,144,6030010019               ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",234,3452.0
372,6/16/2024,R200923                       ,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",234,0.0
373,6/16/2024,R200923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",234,4940.0
374,6/16/2024,R200923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",234,0.0
375,6/17/2024,210923                        ,       CDGD,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,3536.0
376,6/17/2024,210923                        ,       CDPI,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,13056.0
377,6/17/2024,210923                        ,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,272.0
378,6/17/2024,210923                        ,    CDCDCF1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,10876.0
379,6/17/2024,210923                        ,    CDCDCO1,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,0.0
380,6/17/2024,210923                        ,    CDVMZPA,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",235,19583.0
381,6/17/2024,R210923                       ,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",235,3926.0
382,6/17/2024,R210923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",235,3380.0
383,6/17/2024,R210923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",235,0.0
384,6/18/2024,190622                        ,    CDCDCO1,160,6011570005               ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",236,22.0
385,6/18/2024,R220923                       ,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",236,5760.0
386,6/18/2024,R220923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",236,3640.0
387,6/18/2024,R220923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",236,0.0
388,6/19/2024,240823                        ,       CDGD,80,6090020012               ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",237,96.0
389,6/19/2024,240823                        ,       CDGD,260,6090020009               ,"MOSTAZA,ADEREZO NATURA,12,250GR,DP,CT,ESP,M.I.",237,264.0
390,6/19/2024,240823                        ,    CDCDCO1,80,6090020012               ,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",237,10.0
391,6/19/2024,R230923                       ,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",237,3276.0
392,6/19/2024,R230923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",237,3380.0
393,6/19/2024,R230923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",237,0.0
394,6/20/2024,240923                        ,    CDVMZPA,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",238,13056.0
395,6/20/2024,250823                        ,       CDGD,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",238,1740.0
396,6/20/2024,250823                        ,       CDGD,272,6030040073               ,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",238,411.0
397,6/20/2024,250823                        ,       CDVM,108,6030040057               ,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",238,2119.0
398,6/20/2024,250823                        ,       CDVM,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",238,0.0
399,6/20/2024,250823                        ,       CDVM,272,6030040073               ,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",238,1308.0
400,6/20/2024,250823                        ,    CDCDCF1,108,6030040057               ,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",238,228.0
401,6/21/2024,220622                        ,    CDCDCO1,144,6011270001               ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",239,278.0
402,6/21/2024,250923                        ,       CDVM,272,6030010170               ,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",239,272.0
403,6/21/2024,R250923                       ,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",239,5904.0
404,6/21/2024,R250923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",239,3640.0
405,6/21/2024,R250923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",239,0.0
406,6/22/2024,220622                        ,    CDCDCO1,144,6010960007               ,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.",240,0.0
407,6/22/2024,R260923                       ,      CDLDC,144,6030050071               ,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",240,6192.0
408,6/22/2024,R260923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",240,3380.0
409,6/22/2024,R260923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",240,0.0
410,6/23/2024,R270923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",241,10660.0
411,6/23/2024,R270923                       ,      CDLDC,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",241,506.0
412,6/24/2024,230823                        ,       CDVM,260,6030040040               ,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",242,0.0
413,6/24/2024,250622                        ,    CDCDCO1,60,6011570002               ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",242,88.0
414,6/24/2024,R280923                       ,    CDCDCO1,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",242,12866.0
415,6/24/2024,R280923                       ,    CDCDCO1,272,6030050069               ,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",242,7344.0
416,6/25/2024,290923                        ,       CDGD,272,6050100002               ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",243,544.0
417,6/25/2024,290923                        ,       CDVM,260,6050100007               ,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",243,36.0
418,6/25/2024,290923                        ,       CDVM,272,6050100002               ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",243,6834.0
419,6/25/2024,290923                        ,    CDCDCO1,272,6050100002               ,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",243,544.0
420,6/25/2024,R290923                       ,      CDLDC,260,6030050070               ,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",243,3120.0
